"conjuncts","type","path_id","level_id"
2060,"total",5,24
2098,"total",5,25
2106,"total",5,26
2161,"total",5,27
2162,"total",5,28
2202,"total",5,29
2206,"total",5,30
2306,"total",5,31
2306,"total",5,32
2326,"total",5,33
2398,"total",5,34
2420,"total",5,35
2428,"total",5,36
2430,"total",5,37
2464,"total",5,38
2484,"total",5,39
3500,"total",5,40
3518,"total",5,41
3524,"total",5,42
5084,"total",5,43
5150,"total",5,44
5156,"total",5,45
5174,"total",5,46
5184,"total",5,47
5224,"total",5,48
5292,"total",5,49
10282,"total",5,50
10296,"total",5,51
10596,"total",5,52
10598,"total",5,53
17734,"total",5,54
17864,"total",5,55
18640,"total",5,56
18708,"total",5,57
18721,"total",5,58
19105,"total",5,59
19176,"total",5,60
19177,"total",5,61
19309,"total",5,62
19313,"total",5,63
19331,"total",5,64
19333,"total",5,65
28997,"total",5,66
29003,"total",5,67
29007,"total",5,68
30307,"total",5,69
31279,"total",5,70
31622,"total",5,71
31757,"total",5,72
31752,"total",5,73
31882,"total",5,74
31885,"total",5,75
32027,"total",5,76
32481,"total",5,77
32485,"total",5,78
1268,"total",6,1
1268,"total",6,2
1368,"total",6,3
1385,"total",6,4
1385,"total",6,5
1385,"total",6,6
1417,"total",6,7
1415,"total",6,8
1436,"total",6,9
1448,"total",6,10
1548,"total",6,11
1552,"total",6,12
1590,"total",6,13
1595,"total",6,14
1635,"total",6,15
1643,"total",6,16
2955,"total",6,17
2955,"total",6,18
2991,"total",6,19
3001,"total",6,20
3022,"total",6,21
3058,"total",6,22
2806,"total",6,23
2812,"total",6,24
2913,"total",6,25
2919,"total",6,26
2964,"total",6,27
3166,"total",6,28
3182,"total",6,29
3227,"total",6,30
3227,"total",6,31
3305,"total",6,32
3313,"total",6,33
3723,"total",6,34
3923,"total",6,35
3925,"total",6,36
3925,"total",6,37
4325,"total",6,38
4330,"total",6,39
4332,"total",6,40
4589,"total",6,41
4685,"total",6,42
7309,"total",6,43
7493,"total",6,44
7739,"total",6,45
7775,"total",6,46
7796,"total",6,47
7806,"total",6,48
7816,"total",6,49
7819,"total",6,50
7909,"total",6,51
8003,"total",6,52
8071,"total",6,53
8079,"total",6,54
8080,"total",6,55
8088,"total",6,56
8091,"total",6,57
8379,"total",6,58
8379,"total",6,59
8479,"total",6,60
8971,"total",6,61
8973,"total",6,62
9549,"total",6,63
9609,"total",6,64
9749,"total",6,65
9802,"total",6,66
9870,"total",6,67
9874,"total",6,68
16274,"total",6,69
16280,"total",6,70
16348,"total",6,71
16354,"total",6,72
16420,"total",6,73
16420,"total",6,74
16433,"total",6,75
16434,"total",6,76
32462,"total",6,77
32484,"total",6,78
1449,"total",7,1
1459,"total",7,2
1459,"total",7,3
1491,"total",7,4
1511,"total",7,5
1515,"total",7,6
1518,"total",7,7
1535,"total",7,8
1672,"total",7,9
1704,"total",7,10
1782,"total",7,11
1788,"total",7,12
3132,"total",7,13
3132,"total",7,14
3133,"total",7,15
3283,"total",7,16
3287,"total",7,17
3293,"total",7,18
3290,"total",7,19
3338,"total",7,20
3339,"total",7,21
3343,"total",7,22
3350,"total",7,23
3354,"total",7,24
3354,"total",7,25
3367,"total",7,26
3407,"total",7,27
3431,"total",7,28
3434,"total",7,29
3436,"total",7,30
5348,"total",7,31
5678,"total",7,32
5679,"total",7,33
5683,"total",7,34
5719,"total",7,35
5722,"total",7,36
5733,"total",7,37
6057,"total",7,38
6057,"total",7,39
6071,"total",7,40
6079,"total",7,41
11575,"total",7,42
11588,"total",7,43
11656,"total",7,44
11692,"total",7,45
11840,"total",7,46
12812,"total",7,47
