program_id,permutation_id,measurement_type_id,stress,iter,median
5,7,1,32,10,2325333.0
5,7,2,32,10,2325864.0
5,7,3,32,10,2351979.0
5,10,1,32,10,2333047.0
5,10,2,32,10,2297176.0
5,10,3,32,10,2378774.0
5,12,1,32,10,2341107.0
5,12,2,32,10,2307077.5
5,12,3,32,10,2389402.5
5,13,1,32,10,2348661.5
5,13,2,32,10,2377381.0
5,13,3,32,10,3535688.5
5,15,1,32,10,2364712.0
5,15,2,32,10,2573567.5
5,15,3,32,10,2901814.0
5,17,1,32,10,2318184.0
5,17,2,32,10,2567050.0
5,17,3,32,10,2957458.0
5,19,1,32,10,2442632.0
5,19,2,32,10,2261255.5
5,19,3,32,10,2913416.0
5,21,1,32,10,2378480.0
5,21,2,32,10,2320433.0
5,21,3,32,10,2912598.5
5,23,1,32,10,2404459.0
5,23,2,32,10,2364888.5
5,23,3,32,10,2966672.0
5,24,1,32,10,2434447.0
5,24,2,32,10,2446791.0
5,24,3,32,10,3059421.0
5,26,1,32,10,2396764.5
5,26,2,32,10,2313813.0
5,26,3,32,10,2971462.5
5,28,1,32,10,2509324.5
5,28,2,32,10,3547335.5
5,28,3,32,10,3434974.5
5,30,1,32,10,2361837.0
5,30,2,32,10,2276684.5
5,30,3,32,10,3516787.0
5,32,1,32,10,2380984.5
5,32,2,32,10,2311258.0
5,32,3,32,10,3590157.0
5,34,1,32,10,2367122.0
5,34,2,32,10,2444066.5
5,34,3,32,10,3659694.0
5,36,1,32,10,2909259.5
5,36,2,32,10,2343042.5
5,36,3,32,10,6874110.0
5,38,1,32,10,2995133.0
5,38,2,32,10,2398258.5
5,38,3,32,10,7152731.5
5,40,1,32,10,2981135.5
5,40,2,32,10,2300880.0
5,40,3,32,10,7110621.0
5,43,1,32,10,3380738.0
5,43,2,32,10,2574767.5
5,43,3,32,10,7635403.0
5,45,1,32,10,3068117.0
5,45,2,32,10,2278563.0
5,45,3,32,10,7216844.0
5,47,1,32,10,2971300.5
5,47,2,32,10,2309147.5
5,47,3,32,10,7211084.0
