program_id,permutation_id,path_id,level_id,context_name,spec_type,expr_type
6,402,65,1,tree_remove_lemma_left2,fold,pred
6,408,65,2,tree_min,unfold,pred
6,413,65,3,tree_max,pre,bool
6,419,65,4,tree_contains_helper,pre,pred
6,425,65,5,tree_min_lemma,unfold,pred
6,430,65,6,tree_remove_helper,unfold,pred
6,438,65,7,main,inv,bool
6,443,65,8,tree_max_lemma,post,pred
6,453,65,9,tree_remove_lemma_left2,fold,pred
6,459,65,10,tree_remove_helper,fold,pred
6,465,65,11,tree_max_lemma,pre,bool
6,471,65,12,bstRemove,pred,bool
6,478,65,13,tree_remove_lemma_left,unfold,pred
6,483,65,14,tree_remove_helper,post,pred
6,488,65,15,tree_remove_helper,fold,pred
6,494,65,16,tree_add_helper,pre,bool
6,496,65,17,bst,pred,bool
6,505,65,18,bst,pred,acc
6,511,65,19,tree_remove_lemma_right,fold,pred
6,518,65,20,tree_min_helper,assert,bool
6,523,65,21,tree_add,pre,bool
6,531,65,22,tree_min_helper,unfold,pred
6,538,65,23,create_tree,pre,bool
6,543,65,24,tree_remove_lemma,unfold,pred
6,549,65,25,create_tree,post,pred
6,553,65,26,tree_max_helper,fold,pred
6,559,65,27,tree_main_lemma,unfold,pred
6,565,65,28,main,inv,bool
6,571,65,29,tree_max_helper,post,pred
6,577,65,30,tree_max_helper,fold,pred
6,580,65,31,bst,pred,pred
6,586,65,32,tree_max_helper,unfold,pred
6,594,65,33,tree_remove,post,pred
6,599,65,34,tree_main_lemma_bst,post,pred
6,606,65,35,tree_remove_lemma_right,fold,pred
6,613,65,36,tree_min_lemma,fold,pred
6,621,65,37,tree_remove_lemma_left2,fold,pred
6,626,65,38,tree_min,pre,bool
6,630,65,39,tree_min_helper,pre,pred
6,636,65,40,tree_max,unfold,pred
6,642,65,41,tree_contains_helper,fold,pred
6,648,65,42,bstRemove,pred,acc
6,654,65,43,tree_min_helper,fold,pred
6,659,65,44,tree_remove_lemma_left2,post,pred
6,663,65,45,bstRemove,pred,pred
6,669,65,46,tree_remove_lemma_left,fold,pred
6,675,65,47,bst,pred,bool
6,681,65,48,tree_add_helper,pre,bool
6,687,65,49,tree_add_helper,pre,pred
6,693,65,50,tree_remove_lemma_min,unfold,pred
6,698,65,51,tree_contains_helper,fold,pred
6,705,65,52,bst,pred,bool
6,715,65,53,tree_main_lemma_bst,unfold,pred
6,718,65,54,tree_contains,unfold,pred
6,727,65,55,tree_add_helper,unfold,pred
6,732,65,56,tree_max_lemma,fold,pred
6,736,65,57,tree_contains_helper,unfold,pred
6,741,65,58,bstRemove,pred,acc
6,752,65,59,tree_remove_lemma_right,pre,pred
6,756,65,60,tree_remove_helper,pre,pred
6,763,65,61,tree_add,post,pred
6,768,65,62,tree_min_helper,post,bool
6,776,65,63,tree_remove_lemma_min,pre,pred
6,780,65,64,tree,pred,pred
6,786,65,65,tree_min,pre,pred
6,792,65,66,main,pre,bool
6,797,65,67,tree_add,unfold,pred
6,801,65,68,tree_main_lemma_bst,fold,pred
6,808,65,69,tree_max,post,pred
6,813,65,70,tree_add,pre,bool
6,820,65,71,mod2,pre,bool
6,825,65,72,tree_max_helper,unfold,pred
6,832,65,73,create_tree,fold,pred
6,841,65,74,tree_remove_lemma_right,unfold,pred
6,846,65,75,mod2,post,bool
6,851,65,76,tree_min,post,pred
6,857,65,77,tree_remove_lemma_min,fold,pred
6,863,65,78,tree_add_helper,fold,pred
6,869,65,79,tree_remove_lemma_left,fold,pred
6,875,65,80,tree_max_helper,post,bool
6,881,65,81,tree_max,fold,pred
6,887,65,82,tree_remove_helper,fold,pred
6,891,65,83,create_tree_helper,fold,pred
6,896,65,84,tree_remove_lemma_max,pre,pred
6,902,65,85,tree_remove_lemma_max,unfold,pred
6,908,65,86,mod2,pre,rem_imp
6,914,65,87,main,inv,bool
6,920,65,88,tree_max_lemma,unfold,pred
6,924,65,89,bstRemove,pred,bool
6,930,65,90,tree_remove_lemma_left,post,pred
6,936,65,91,tree_remove_helper,unfold,pred
6,945,65,92,tree_main_lemma,post,pred
6,949,65,93,tree_main_lemma,pre,pred
6,957,65,94,create_tree_helper,pre,bool
6,961,65,95,tree_min_lemma,pre,pred
6,969,65,96,bstRemove,pred,bool
6,976,65,97,tree_add_helper,pre,rem_imp
6,979,65,98,create_tree_helper,post,pred
6,986,65,99,tree_main_lemma_bst,pre,pred
6,996,65,100,bstRemove,pred,acc
6,1001,65,101,tree_remove,fold,pred
6,1007,65,102,tree_remove_lemma_left2,pre,pred
6,1011,65,103,tree_remove_lemma_right,pre,bool
6,1019,65,104,tree_min_helper,fold,pred
6,1024,65,105,tree_max_helper,fold,pred
6,1029,65,106,tree_remove,unfold,pred
6,1035,65,107,tree_main_lemma_bst,post,rem_imp
6,1041,65,108,tree_main_lemma,fold,pred
6,1047,65,109,tree_remove,pre,pred
6,1052,65,110,tree_remove_helper,fold,pred
6,1058,65,111,tree_remove,pre,rem_imp
6,1064,65,112,create_tree,pre,bool
6,1070,65,113,tree_max_helper,fold,pred
6,1076,65,114,tree_remove_lemma_right,fold,pred
6,1082,65,115,tree_remove_lemma_min,post,pred
6,1088,65,116,main,inv,pred
6,1094,65,117,tree_contains_helper,post,pred
6,1100,65,118,tree_max,post,rem_imp
6,1106,65,119,bstRemove,pred,pred
6,1113,65,120,tree_remove_helper,assert,bool
6,1118,65,121,tree_remove_lemma_left2,unfold,pred
6,1124,65,122,main,inv,bool
6,1130,65,123,tree_main_lemma,post,rem_imp
6,1135,65,124,tree_remove_lemma,pre,pred
6,1140,65,125,tree_contains,fold,pred
6,1151,65,126,mod2,post,bool
6,1156,65,127,tree_min,fold,pred
6,1160,65,128,tree_remove_helper,fold,pred
6,1169,65,129,tree_max_lemma,pre,pred
6,1174,65,130,tree_main_lemma,pre,rem_imp
6,1179,65,131,tree_min_lemma,post,pred
