"permutation_id","program_name","percent_specified","mean"
5597,"composite",71.4,1.25113898
5597,"composite",71.4,0.013456684
5597,"composite",71.4,0.840702974
5598,"list",0.9,0.001408868
5598,"list",0.9,0.378437208
5598,"list",0.9,0.005904031
5598,"list",0.9,0.152393617
5599,"avlja",64.4,0.003977631
5599,"avlja",64.4,58.035820214
5599,"avlja",64.4,0.074781725
5599,"avlja",64.4,4.267577124
5601,"bst",99.1,0.006340665
5601,"bst",99.1,0.50504454
5601,"bst",99.1,0.005078684
5601,"bst",99.1,0.17835727
5602,"avlja",64.9,0.003999859
5602,"avlja",64.9,59.276949628
5602,"avlja",64.9,0.099878488
5602,"avlja",64.9,7.488385258
5604,"composite",72,0.004189704
5604,"composite",72,1.239264058
5604,"composite",72,0.015307084
5604,"composite",72,0.844211034
5605,"list",1.8,0.001561889
5605,"list",1.8,0.37464504
5605,"list",1.8,0.00613596
5605,"list",1.8,0.1527557
5607,"bst",99.5,0.006300909
5607,"bst",99.5,0.521210255
5607,"bst",99.5,0.003979272
5607,"bst",99.5,0.107978654
5609,"avlja",65.4,0.004056626
5609,"avlja",65.4,61.950488243
5609,"avlja",65.4,0.101371809
5609,"avlja",65.4,7.56380521
5610,"composite",72.7,0.004446084
5610,"composite",72.7,1.286351889
5610,"composite",72.7,0.015332945
5610,"composite",72.7,0.914890558
5612,"list",2.8,0.001445208
5612,"list",2.8,0.367158817
5612,"list",2.8,0.006153162
5612,"list",2.8,0.156897538
5613,"bst",100,0.006295505
5613,"bst",100,0.508219428
5613,"bst",100,0.004132677
5613,"bst",100,0.107409281
5615,"list",3.7,0.001418188
5615,"list",3.7,0.403713616
5615,"list",3.7,0.008702113
5615,"list",3.7,0.178977642
5616,"avlja",66,0.00396911
5616,"avlja",66,61.237369138
5616,"avlja",66,0.107910862
5616,"avlja",66,7.646070839
5617,"composite",73.3,0.003941799
