"permutation_id","program_name","percent_specified","mean"
10,"list",0.9,0.001340014
10,"list",0.9,0.375919639
10,"list",0.9,0.005907557
10,"list",0.9,0.154154059
12,"list",1.8,0.001368648
12,"list",1.8,0.375169218
12,"list",1.8,0.0059383
12,"list",1.8,0.155509682
13,"list",2.8,0.001399419
13,"list",2.8,0.374132702
13,"list",2.8,0.00616564
13,"list",2.8,0.152808575
15,"list",3.7,0.001385949
15,"list",3.7,0.374516079
15,"list",3.7,0.006180741
15,"list",3.7,0.152527587
17,"list",4.6,0.001374986
17,"list",4.6,0.37489112
17,"list",4.6,0.00611697
17,"list",4.6,0.155666019
19,"list",5.5,0.001403477
19,"list",5.5,0.378643614
19,"list",5.5,0.006189017
19,"list",5.5,0.155634382
21,"list",6.4,0.00133954
21,"list",6.4,0.385761247
21,"list",6.4,0.006290496
21,"list",6.4,0.156954663
23,"list",7.3,0.00142623
23,"list",7.3,0.389979768
23,"list",7.3,0.006919093
23,"list",7.3,0.163460189
24,"list",8.3,0.0015005
24,"list",8.3,0.380678046
24,"list",8.3,0.006475094
24,"list",8.3,0.15896516
26,"list",9.2,0.001503534
26,"list",9.2,0.365839982
26,"list",9.2,0.00659513
26,"list",9.2,0.16066094
28,"list",10.1,0.001447252
28,"list",10.1,0.363270972
28,"list",10.1,0.006656906
28,"list",10.1,0.159717275
30,"list",11,0.001497579
30,"list",11,0.376062304
30,"list",11,0.006631419
30,"list",11,0.162545527
32,"list",11.9,0.001657324
32,"list",11.9,0.387140935
32,"list",11.9,0.007390476
32,"list",11.9,0.164080296
34,"list",12.8,0.001549413
34,"list",12.8,0.381911366
34,"list",12.8,0.00701151
34,"list",12.8,0.167956348
36,"list",13.8,0.001572842
36,"list",13.8,0.393375174
36,"list",13.8,0.008250252
36,"list",13.8,0.173392826
38,"list",14.7,0.001695811
38,"list",14.7,0.406098754
38,"list",14.7,0.008906698
38,"list",14.7,0.174895329
40,"list",15.6,0.001560829
40,"list",15.6,0.405202418
40,"list",15.6,0.01099437
40,"list",15.6,0.19218561
43,"list",16.5,0.001591655
43,"list",16.5,0.400714211
43,"list",16.5,0.011139094
43,"list",16.5,0.191798234
45,"list",17.4,0.001576448
45,"list",17.4,0.406809518
45,"list",17.4,0.011095688
45,"list",17.4,0.189099901
47,"list",18.3,0.001507093
47,"list",18.3,0.419480901
47,"list",18.3,0.011179838
47,"list",18.3,0.192711579
48,"list",19.3,0.001609454
48,"list",19.3,0.424289126
48,"list",19.3,0.013147314
48,"list",19.3,0.197532025
51,"list",20.2,0.001836452
51,"list",20.2,0.414271313
51,"list",20.2,0.010248372
51,"list",20.2,0.162582597
53,"list",21.1,0.001612905
53,"list",21.1,0.401225158
53,"list",21.1,0.009574657
53,"list",21.1,0.162184957
55,"list",22,0.00181577
55,"list",22,0.420479793
55,"list",22,0.010552641
55,"list",22,0.168810797
57,"list",22.9,0.001577862
57,"list",22.9,0.434256337
57,"list",22.9,0.010185556
57,"list",22.9,0.173900973
60,"list",23.9,0.001856325
60,"list",23.9,0.42194242
60,"list",23.9,0.010454499
60,"list",23.9,0.173679973
62,"list",24.8,0.001617215
62,"list",24.8,0.468689841
62,"list",24.8,0.010744349
62,"list",24.8,0.169281003
65,"list",25.7,0.00164348
65,"list",25.7,0.445800915
65,"list",25.7,0.010094187
65,"list",25.7,0.16814187
68,"list",26.6,0.001619577
68,"list",26.6,0.458173934
68,"list",26.6,0.010672021
68,"list",26.6,0.167413473
70,"list",27.5,0.001723651
70,"list",27.5,0.443924322
70,"list",27.5,0.011494615
70,"list",27.5,0.17884043
73,"list",28.4,0.001710837
73,"list",28.4,0.445683093
73,"list",28.4,0.011976548
73,"list",28.4,0.185913525
76,"list",29.4,0.001708029
76,"list",29.4,0.448751949
76,"list",29.4,0.011954766
76,"list",29.4,0.186695162
79,"list",30.3,0.001751025
79,"list",30.3,0.456714135
79,"list",30.3,0.012849093
79,"list",30.3,0.189755156
83,"list",31.2,0.001756532
83,"list",31.2,0.450471268
83,"list",31.2,0.013090733
83,"list",31.2,0.187335754
86,"list",32.1,0.001954382
86,"list",32.1,0.484759781
86,"list",32.1,0.01436208
86,"list",32.1,0.195040217
89,"list",33,0.001949014
89,"list",33,0.572798098
89,"list",33,0.014753772
89,"list",33,0.198459656
92,"list",33.9,0.001842585
92,"list",33.9,0.61277318
92,"list",33.9,0.017951574
92,"list",33.9,0.231933009
95,"list",34.9,0.001800604
95,"list",34.9,0.607285255
95,"list",34.9,0.018447079
95,"list",34.9,0.234176954
99,"list",35.8,0.00175895
99,"list",35.8,0.618171565
99,"list",35.8,0.019256643
99,"list",35.8,0.233717335
102,"list",36.7,0.001792638
102,"list",36.7,0.61153931
102,"list",36.7,0.019214803
102,"list",36.7,0.233074254
105,"list",37.6,0.001819249
105,"list",37.6,0.717667488
105,"list",37.6,0.022098563
105,"list",37.6,0.251526441
108,"list",38.5,0.001792031
108,"list",38.5,0.735319791
108,"list",38.5,0.023115861
108,"list",38.5,0.252188812
111,"list",39.4,0.001769661
111,"list",39.4,0.724345634
111,"list",39.4,0.025111302
111,"list",39.4,0.255803282
114,"list",40.4,0.001798345
114,"list",40.4,0.725168703
114,"list",40.4,0.02356816
114,"list",40.4,0.253854847
116,"list",41.3,0.001811068
116,"list",41.3,0.731374869
116,"list",41.3,0.023438381
116,"list",41.3,0.253508287
120,"list",42.2,0.001784848
120,"list",42.2,0.735569178
120,"list",42.2,0.025294658
120,"list",42.2,0.279571484
123,"list",43.1,0.002127888
123,"list",43.1,0.722364832
123,"list",43.1,0.02556798
123,"list",43.1,0.280020878
126,"list",44,0.002070682
126,"list",44,0.882939158
126,"list",44,0.035627215
126,"list",44,0.363771871
131,"list",45,0.002098181
131,"list",45,0.99054384
131,"list",45,0.028536825
131,"list",45,0.288015471
132,"list",45.9,0.001823588
132,"list",45.9,0.990904457
132,"list",45.9,0.028557607
132,"list",45.9,0.292637223
137,"list",46.8,0.001846544
137,"list",46.8,1.080110776
137,"list",46.8,0.023066509
137,"list",46.8,0.267570991
141,"list",47.7,0.001890724
141,"list",47.7,1.100374245
141,"list",47.7,0.023976699
141,"list",47.7,0.267718497
142,"composite",0.6,0.002894361
142,"composite",0.6,0.229069821
142,"composite",0.6,0.001762643
142,"composite",0.6,0.102882376
145,"list",48.6,0.002133486
145,"list",48.6,1.132845992
145,"list",48.6,0.026185096
145,"list",48.6,0.27388182
146,"composite",1.2,0.002913195
146,"composite",1.2,0.230420394
146,"composite",1.2,0.001739435
146,"composite",1.2,0.103839355
149,"composite",1.9,0.002834105
149,"composite",1.9,0.236959948
149,"composite",1.9,0.001783608
149,"composite",1.9,0.104325272
150,"list",49.5,0.001898639
150,"list",49.5,1.245943537
150,"list",49.5,0.029599467
150,"list",49.5,0.334374286
153,"composite",2.5,0.002937663
153,"composite",2.5,0.232099048
153,"composite",2.5,0.001863954
153,"composite",2.5,0.105206151
155,"list",50.5,0.001803554
155,"list",50.5,1.246083443
155,"list",50.5,0.031225158
155,"list",50.5,0.3368705
157,"composite",3.1,0.003077106
157,"composite",3.1,0.244264949
157,"composite",3.1,0.001915306
157,"composite",3.1,0.104779976
158,"list",51.4,0.001933807
158,"list",51.4,1.24485407
158,"list",51.4,0.029643463
158,"list",51.4,0.334761764
161,"composite",3.7,0.003303954
161,"composite",3.7,0.248402217
161,"composite",3.7,0.001856449
161,"composite",3.7,0.10459524
162,"list",52.3,0.001883901
162,"list",52.3,1.507312073
162,"list",52.3,0.030743055
162,"list",52.3,0.341667927
165,"composite",4.3,0.002960277
165,"composite",4.3,0.242380026
165,"composite",4.3,0.001857842
165,"composite",4.3,0.104308842
167,"list",53.2,0.002152092
167,"list",53.2,1.553157626
167,"list",53.2,0.037301427
167,"list",53.2,0.356259989
169,"composite",5,0.003066275
169,"composite",5,0.239900564
169,"composite",5,0.001899485
169,"composite",5,0.105487475
171,"list",54.1,0.001942275
171,"list",54.1,1.518031979
171,"list",54.1,0.03485854
171,"list",54.1,0.349090207
172,"composite",5.6,0.002993945
172,"composite",5.6,0.244465874
172,"composite",5.6,0.001957906
172,"composite",5.6,0.109140456
175,"list",55,0.001966706
175,"list",55,1.51571716
175,"list",55,0.039547204
175,"list",55,0.34713568
176,"composite",6.2,0.002928412
176,"composite",6.2,0.246297674
176,"composite",6.2,0.002044527
176,"composite",6.2,0.109115308
178,"list",56,0.002010064
178,"list",56,1.610050547
178,"list",56,0.031717967
178,"list",56,0.309602593
180,"composite",6.8,0.003164047
180,"composite",6.8,0.250655696
180,"composite",6.8,0.001976159
180,"composite",6.8,0.110422865
183,"list",56.9,0.001936858
183,"list",56.9,1.615554876
183,"list",56.9,0.034617641
183,"list",56.9,0.312591923
185,"composite",7.5,0.002991657
185,"composite",7.5,0.257035841
185,"composite",7.5,0.001984083
185,"composite",7.5,0.111019466
186,"list",57.8,0.00225453
186,"list",57.8,1.652218063
186,"list",57.8,0.036739103
186,"list",57.8,0.315216572
189,"composite",8.1,0.003008791
189,"composite",8.1,0.246416011
189,"composite",8.1,0.002014909
189,"composite",8.1,0.111654611
190,"list",58.7,0.00199548
190,"list",58.7,1.627545827
190,"list",58.7,0.034567897
190,"list",58.7,0.314544533
193,"composite",8.7,0.003009159
193,"composite",8.7,0.244203736
193,"composite",8.7,0.002007942
193,"composite",8.7,0.111996873
194,"list",59.6,0.002170072
194,"list",59.6,1.638232745
194,"list",59.6,0.03528855
194,"list",59.6,0.318054335
197,"list",60.6,0.002001502
197,"list",60.6,1.642206245
197,"list",60.6,0.034733395
197,"list",60.6,0.310685367
198,"composite",9.3,0.003012342
198,"composite",9.3,0.256293602
198,"composite",9.3,0.002222383
198,"composite",9.3,0.114138271
200,"composite",9.9,0.003068315
200,"composite",9.9,0.244500461
200,"composite",9.9,0.002094581
200,"composite",9.9,0.114375108
202,"list",61.5,0.00203283
202,"list",61.5,1.680610697
202,"list",61.5,0.035285874
202,"list",61.5,0.315301842
204,"list",62.4,0.00218605
204,"list",62.4,1.673819227
204,"list",62.4,0.035998847
204,"list",62.4,0.313972076
205,"composite",10.6,0.00306736
205,"composite",10.6,0.244824608
205,"composite",10.6,0.002181695
205,"composite",10.6,0.12402486
209,"composite",11.2,0.00302867
209,"composite",11.2,0.246275955
209,"composite",11.2,0.002174268
209,"composite",11.2,0.124034643
210,"list",63.3,0.002062986
210,"list",63.3,1.683200425
210,"list",63.3,0.035898261
210,"list",63.3,0.316096335
213,"list",64.2,0.002383713
213,"list",64.2,1.755194418
213,"list",64.2,0.039348472
213,"list",64.2,0.328809827
215,"composite",11.8,0.003477616
215,"composite",11.8,0.259932952
215,"composite",11.8,0.002340715
215,"composite",11.8,0.12959332
217,"list",65.1,0.002250458
217,"list",65.1,1.787739087
217,"list",65.1,0.042812323
217,"list",65.1,0.331294379
219,"composite",12.4,0.003062371
219,"composite",12.4,0.250156523
219,"composite",12.4,0.002214584
219,"composite",12.4,0.12503056
220,"list",66.1,0.002242123
220,"list",66.1,1.756342823
220,"list",66.1,0.040436759
220,"list",66.1,0.330302916
223,"composite",13,0.003061074
223,"composite",13,0.262392126
223,"composite",13,0.002244229
223,"composite",13,0.125920536
225,"list",67,0.001996837
225,"list",67,1.768583787
225,"list",67,0.037005684
225,"list",67,0.326292048
227,"composite",13.7,0.003206337
227,"composite",13.7,0.271917825
227,"composite",13.7,0.002176569
227,"composite",13.7,0.126756154
230,"list",67.9,0.002016613
230,"list",67.9,2.03595036
230,"list",67.9,0.045845991
230,"list",67.9,0.365222627
231,"composite",14.3,0.003462144
231,"composite",14.3,0.279823583
231,"composite",14.3,0.002365531
231,"composite",14.3,0.127574395
233,"list",68.8,0.002071004
233,"list",68.8,2.057705523
233,"list",68.8,0.049851325
233,"list",68.8,0.368506692
235,"composite",14.9,0.003489252
235,"composite",14.9,0.272884946
235,"composite",14.9,0.002315322
235,"composite",14.9,0.126913808
238,"composite",15.5,0.003450141
238,"composite",15.5,0.269292811
238,"composite",15.5,0.002365814
238,"composite",15.5,0.12736386
239,"list",69.7,0.002035637
239,"list",69.7,2.044691332
239,"list",69.7,0.045947358
239,"list",69.7,0.3699117
242,"composite",16.1,0.003292647
242,"composite",16.1,0.268503283
242,"composite",16.1,0.002212626
242,"composite",16.1,0.12736167
243,"list",70.6,0.002042402
243,"list",70.6,2.050345434
243,"list",70.6,0.048976621
243,"list",70.6,0.377199457
245,"composite",16.8,0.003121993
245,"composite",16.8,0.269557882
245,"composite",16.8,0.002329323
245,"composite",16.8,0.1271734
247,"list",71.6,0.002043974
247,"list",71.6,2.072023324
247,"list",71.6,0.051459099
247,"list",71.6,0.376509865
250,"list",72.5,0.002095272
250,"list",72.5,2.071051809
250,"list",72.5,0.055830335
250,"list",72.5,0.376190433
251,"composite",17.4,0.003141807
251,"composite",17.4,0.266919455
251,"composite",17.4,0.002296077
251,"composite",17.4,0.128071114
255,"composite",18,0.003339287
255,"composite",18,0.274311779
255,"composite",18,0.002516931
255,"composite",18,0.126608455
256,"list",73.4,0.002058584
256,"list",73.4,2.078544951
256,"list",73.4,0.052786599
256,"list",73.4,0.377119245
259,"composite",18.6,0.003172921
259,"composite",18.6,0.270726607
259,"composite",18.6,0.002294215
259,"composite",18.6,0.127265746
260,"list",74.3,0.00211336
260,"list",74.3,2.063624925
260,"list",74.3,0.055211358
260,"list",74.3,0.383409176
262,"avlja",0.5,0.002791576
262,"avlja",0.5,0.242534279
262,"avlja",0.5,0.002620137
262,"avlja",0.5,0.144054116
264,"composite",19.3,0.003166046
264,"composite",19.3,0.269905061
264,"composite",19.3,0.002222788
264,"composite",19.3,0.126227311
266,"list",75.2,0.002141361
266,"list",75.2,2.162938026
266,"list",75.2,0.059829175
266,"list",75.2,0.387562617
267,"avlja",1,0.003193851
267,"avlja",1,0.242336795
267,"avlja",1,0.002930659
267,"avlja",1,0.152311252
269,"composite",19.9,0.003169757
269,"composite",19.9,0.270261245
269,"composite",19.9,0.002348825
269,"composite",19.9,0.125787476
270,"list",76.1,0.004811498
270,"list",76.1,2.100161624
270,"list",76.1,0.055693323
270,"list",76.1,0.379770033
271,"avlja",1.6,0.003181918
271,"avlja",1.6,0.248913061
271,"avlja",1.6,0.002952088
271,"avlja",1.6,0.152411499
274,"composite",20.5,0.003155587
274,"composite",20.5,0.269655277
274,"composite",20.5,0.002245657
274,"composite",20.5,0.125922768
275,"list",77.1,0.002158014
275,"list",77.1,2.112060389
275,"list",77.1,0.060528024
275,"list",77.1,0.385542672
276,"avlja",2.1,0.002981499
276,"avlja",2.1,0.238751671
276,"avlja",2.1,0.00273796
276,"avlja",2.1,0.150418304
279,"composite",21.1,0.003613497
279,"composite",21.1,0.277034295
279,"composite",21.1,0.00242318
279,"composite",21.1,0.128014976
280,"list",78,0.002130668
280,"list",78,2.098804697
280,"list",78,0.055953756
280,"list",78,0.376926731
282,"avlja",2.6,0.003051873
282,"avlja",2.6,0.23805132
282,"avlja",2.6,0.002885319
282,"avlja",2.6,0.151296542
284,"composite",21.7,0.003175941
284,"composite",21.7,0.268225647
284,"composite",21.7,0.002291488
284,"composite",21.7,0.126824756
285,"list",78.9,0.002185448
285,"list",78.9,2.154336184
285,"list",78.9,0.055807082
285,"list",78.9,0.373253597
286,"avlja",3.1,0.002886949
286,"avlja",3.1,0.240446368
286,"avlja",3.1,0.002859181
286,"avlja",3.1,0.151603154
289,"composite",22.4,0.0036047
289,"composite",22.4,0.284407175
289,"composite",22.4,0.002370498
289,"composite",22.4,0.128473224
290,"list",79.8,0.002471992
290,"list",79.8,2.131190063
290,"list",79.8,0.060866653
290,"list",79.8,0.382801492
291,"avlja",3.7,0.003017446
291,"avlja",3.7,0.241534418
291,"avlja",3.7,0.002940905
291,"avlja",3.7,0.151049036
294,"composite",23,0.003501876
294,"composite",23,0.276878439
294,"composite",23,0.002603427
294,"composite",23,0.126991009
295,"avlja",4.2,0.002877153
295,"avlja",4.2,0.262748723
295,"avlja",4.2,0.003170578
295,"avlja",4.2,0.165343158
297,"list",80.7,0.002199495
297,"list",80.7,2.233281143
297,"list",80.7,0.056376365
297,"list",80.7,0.385786605
299,"composite",23.6,0.003270784
299,"composite",23.6,0.276636611
299,"composite",23.6,0.002375651
299,"composite",23.6,0.130767154
300,"list",81.7,0.002401698
300,"list",81.7,2.214698605
300,"list",81.7,0.060251296
300,"list",81.7,0.389405726
303,"avlja",4.7,0.003311694
303,"avlja",4.7,0.258985271
303,"avlja",4.7,0.003327648
303,"avlja",4.7,0.166005544
304,"composite",24.2,0.003252507
304,"composite",24.2,0.268888167
304,"composite",24.2,0.002336711
304,"composite",24.2,0.132009712
305,"list",82.6,0.002187932
305,"list",82.6,2.222624649
305,"list",82.6,0.056409714
305,"list",82.6,0.385781411
308,"avlja",5.2,0.002937044
308,"avlja",5.2,0.257019398
308,"avlja",5.2,0.003196568
308,"avlja",5.2,0.167006397
309,"composite",24.8,0.00327616
309,"composite",24.8,0.275075616
309,"composite",24.8,0.00236956
309,"composite",24.8,0.131361869
310,"list",83.5,0.002101313
310,"list",83.5,2.215293628
310,"list",83.5,0.062216655
310,"list",83.5,0.390493215
313,"avlja",5.8,0.002971571
313,"avlja",5.8,0.262544157
313,"avlja",5.8,0.003327794
313,"avlja",5.8,0.164162193
314,"composite",25.5,0.003358361
314,"composite",25.5,0.27989637
314,"composite",25.5,0.002498793
314,"composite",25.5,0.131253007
315,"list",84.4,0.002201279
315,"list",84.4,2.203977373
315,"list",84.4,0.058736088
315,"list",84.4,0.387430273
318,"avlja",6.3,0.003338337
318,"avlja",6.3,0.265627645
318,"avlja",6.3,0.003600142
318,"avlja",6.3,0.168773949
319,"composite",26.1,0.003278901
319,"composite",26.1,0.28289067
319,"composite",26.1,0.002384443
319,"composite",26.1,0.13044189
321,"list",85.3,0.002184109
321,"list",85.3,2.211950929
321,"list",85.3,0.058522381
321,"list",85.3,0.386648944
323,"avlja",6.8,0.003009611
323,"avlja",6.8,0.266980544
323,"avlja",6.8,0.003285966
323,"avlja",6.8,0.177625219
325,"composite",26.7,0.003684034
325,"composite",26.7,0.282909013
325,"composite",26.7,0.002547801
325,"composite",26.7,0.13201712
327,"avlja",7.3,0.003379547
327,"avlja",7.3,0.278838269
327,"avlja",7.3,0.003555752
327,"avlja",7.3,0.17700812
328,"list",86.2,0.002413214
328,"list",86.2,4.610097759
328,"list",86.2,0.118647126
328,"list",86.2,0.794280297
330,"composite",27.3,0.003276261
330,"composite",27.3,0.289485994
330,"composite",27.3,0.002386327
330,"composite",27.3,0.133211529
332,"avlja",7.9,0.003189054
332,"avlja",7.9,0.295612798
332,"avlja",7.9,0.003738929
332,"avlja",7.9,0.181020924
333,"composite",28,0.003349379
333,"composite",28,0.284714639
333,"composite",28,0.002424018
333,"composite",28,0.132221874
335,"list",87.2,0.004934731
335,"list",87.2,5.066979788
335,"list",87.2,0.11173187
335,"list",87.2,0.811682611
337,"avlja",8.4,0.002983434
337,"avlja",8.4,0.297622245
337,"avlja",8.4,0.00349465
337,"avlja",8.4,0.180757451
339,"composite",28.6,0.00374686
339,"composite",28.6,0.286734749
339,"composite",28.6,0.002542689
339,"composite",28.6,0.131962411
340,"list",88.1,0.002226688
340,"list",88.1,5.079507122
340,"list",88.1,0.111636822
340,"list",88.1,0.80442391
342,"avlja",8.9,0.003093363
342,"avlja",8.9,0.298986265
342,"avlja",8.9,0.003568953
342,"avlja",8.9,0.17980816
343,"list",89,0.002255424
343,"list",89,4.94490872
343,"list",89,0.111038499
343,"list",89,0.804296866
345,"composite",29.2,0.003322293
345,"composite",29.2,0.282410232
345,"composite",29.2,0.002410501
345,"composite",29.2,0.133176893
347,"avlja",9.4,0.00315461
347,"avlja",9.4,0.304602706
347,"avlja",9.4,0.003609799
347,"avlja",9.4,0.181584341
348,"list",89.9,0.002172452
348,"list",89.9,5.089561179
348,"list",89.9,0.110066358
348,"list",89.9,0.803691132
349,"composite",29.8,0.003301893
349,"composite",29.8,0.285948098
349,"composite",29.8,0.002429735
349,"composite",29.8,0.131904584
352,"avlja",9.9,0.00320404
352,"avlja",9.9,0.323728516
352,"avlja",9.9,0.004066899
352,"avlja",9.9,0.202775802
353,"list",90.8,0.002416643
353,"list",90.8,5.157889931
353,"list",90.8,0.109912296
353,"list",90.8,0.803505966
354,"composite",30.4,0.003343655
354,"composite",30.4,0.29728647
354,"composite",30.4,0.002692016
354,"composite",30.4,0.14697018
357,"list",91.7,0.002311331
357,"list",91.7,5.019624703
357,"list",91.7,0.111983314
357,"list",91.7,0.794939129
358,"avlja",10.5,0.003068962
358,"avlja",10.5,0.338247594
358,"avlja",10.5,0.004303896
358,"avlja",10.5,0.209917313
360,"composite",31.1,0.003349668
360,"composite",31.1,0.302783771
360,"composite",31.1,0.002665795
360,"composite",31.1,0.149019641
362,"list",92.7,0.002148159
362,"list",92.7,2.772272149
362,"list",92.7,0.065686672
362,"list",92.7,0.385234868
363,"avlja",11,0.003471563
363,"avlja",11,0.355969236
363,"avlja",11,0.004557738
363,"avlja",11,0.211038714
364,"composite",31.7,0.003350471
364,"composite",31.7,0.310772497
364,"composite",31.7,0.002809577
364,"composite",31.7,0.152280916
367,"list",93.6,0.002486627
367,"list",93.6,2.859796137
367,"list",93.6,0.064049138
367,"list",93.6,0.386828103
368,"avlja",11.5,0.003016094
368,"avlja",11.5,0.35885054
368,"avlja",11.5,0.004730996
368,"avlja",11.5,0.227293787
369,"composite",32.3,0.003382078
369,"composite",32.3,0.306224397
369,"composite",32.3,0.002788189
369,"composite",32.3,0.15174829
372,"list",94.5,0.002161395
372,"list",94.5,2.724698633
372,"list",94.5,0.060305486
372,"list",94.5,0.384366228
373,"avlja",12,0.003507952
373,"avlja",12,0.37309479
373,"avlja",12,0.005204842
373,"avlja",12,0.226789686
374,"composite",32.9,0.00338651
374,"composite",32.9,0.30812822
374,"composite",32.9,0.002758453
374,"composite",32.9,0.149892134
375,"list",95.4,0.002479499
375,"list",95.4,2.774026415
375,"list",95.4,0.064522194
375,"list",95.4,0.383935631
378,"avlja",12.6,0.003122184
378,"avlja",12.6,0.369083611
378,"avlja",12.6,0.004782254
378,"avlja",12.6,0.229024037
379,"composite",33.5,0.003413005
379,"composite",33.5,0.314993031
379,"composite",33.5,0.002904082
379,"composite",33.5,0.153607967
381,"list",96.3,0.002219724
381,"list",96.3,2.704550643
381,"list",96.3,0.059957554
381,"list",96.3,0.381098473
382,"avlja",13.1,0.003087808
382,"avlja",13.1,0.36801066
382,"avlja",13.1,0.004807459
382,"avlja",13.1,0.228886061
384,"composite",34.2,0.00342041
384,"composite",34.2,0.309910656
384,"composite",34.2,0.002808765
384,"composite",34.2,0.157459635
386,"list",97.2,0.002216563
386,"list",97.2,2.698344691
386,"list",97.2,0.059733713
386,"list",97.2,0.382337222
387,"avlja",13.6,0.00330121
387,"avlja",13.6,0.372971695
387,"avlja",13.6,0.004795167
387,"avlja",13.6,0.229015439
389,"composite",34.8,0.003442878
389,"composite",34.8,0.309119515
389,"composite",34.8,0.002890819
389,"composite",34.8,0.16211602
391,"list",98.2,0.002196151
391,"list",98.2,4.450904091
391,"list",98.2,0.001830094
391,"list",98.2,0.091926399
392,"avlja",14.1,0.003126353
392,"avlja",14.1,0.372178805
392,"avlja",14.1,0.004660263
392,"avlja",14.1,0.230783749
394,"composite",35.4,0.003512846
394,"composite",35.4,0.312663994
394,"composite",35.4,0.002899731
394,"composite",35.4,0.160089826
397,"list",99.1,0.002150284
397,"list",99.1,4.484848847
397,"list",99.1,0.00167121
397,"list",99.1,0.085024248
398,"composite",36,0.003917264
398,"composite",36,0.371945341
398,"composite",36,0.003152768
398,"composite",36,0.162836317
400,"avlja",14.7,0.003509884
400,"avlja",14.7,0.377451083
400,"avlja",14.7,0.005067322
400,"avlja",14.7,0.227527927
402,"bst",0.5,0.004374817
402,"bst",0.5,0.20817663
402,"bst",0.5,0.003074803
402,"bst",0.5,0.143504023
403,"list",100,0.002192876
403,"list",100,4.089978623
403,"list",100,0.001688572
403,"list",100,0.085086585
405,"avlja",15.2,0.003268679
405,"avlja",15.2,0.373925976
405,"avlja",15.2,0.004782378
405,"avlja",15.2,0.232389428
407,"composite",36.6,0.003434758
407,"composite",36.6,0.369601101
407,"composite",36.6,0.003084083
407,"composite",36.6,0.165418934
408,"bst",0.9,0.004924102
408,"bst",0.9,0.207687226
408,"bst",0.9,0.003360736
408,"bst",0.9,0.145028063
409,"list",0.9,0.001545598
409,"list",0.9,0.397612455
409,"list",0.9,0.006385667
409,"list",0.9,0.155665127
410,"avlja",15.7,0.003100095
410,"avlja",15.7,0.378019256
410,"avlja",15.7,0.004905794
410,"avlja",15.7,0.234583925
413,"bst",1.4,0.004449772
413,"bst",1.4,0.199737966
413,"bst",1.4,0.00314059
413,"bst",1.4,0.143761936
414,"composite",37.3,0.003897416
414,"composite",37.3,0.452243202
414,"composite",37.3,0.003527554
414,"composite",37.3,0.191389788
415,"list",1.8,0.001552341
415,"list",1.8,0.388705481
415,"list",1.8,0.006376364
415,"list",1.8,0.155748537
417,"avlja",16.2,0.003551031
417,"avlja",16.2,0.383705108
417,"avlja",16.2,0.005128791
417,"avlja",16.2,0.234615794
419,"bst",1.8,0.004580337
419,"bst",1.8,0.199017838
419,"bst",1.8,0.003227003
419,"bst",1.8,0.146868991
420,"composite",37.9,0.003510469
420,"composite",37.9,0.521359262
420,"composite",37.9,0.003436773
420,"composite",37.9,0.189564572
421,"list",2.8,0.001364572
421,"list",2.8,0.51340793
421,"list",2.8,0.006363899
421,"list",2.8,0.156060045
422,"avlja",16.8,0.00307659
422,"avlja",16.8,0.372599053
422,"avlja",16.8,0.00474494
422,"avlja",16.8,0.231230216
424,"composite",38.5,0.003512929
424,"composite",38.5,0.50270112
424,"composite",38.5,0.003275986
424,"composite",38.5,0.186870574
425,"bst",2.3,0.004422698
425,"bst",2.3,0.198268956
425,"bst",2.3,0.003336398
425,"bst",2.3,0.147719804
427,"list",3.7,0.001319781
427,"list",3.7,0.625396018
427,"list",3.7,0.011056745
427,"list",3.7,0.188917214
428,"avlja",17.3,0.003171835
428,"avlja",17.3,0.386746157
428,"avlja",17.3,0.00485193
428,"avlja",17.3,0.235037059
430,"bst",2.8,0.00452488
430,"bst",2.8,0.207380789
430,"bst",2.8,0.003370849
430,"bst",2.8,0.149508192
432,"list",4.6,0.001411849
432,"list",4.6,0.621169116
432,"list",4.6,0.010614495
432,"list",4.6,0.193784713
433,"avlja",17.8,0.003153833
433,"avlja",17.8,0.386014063
433,"avlja",17.8,0.004966144
433,"avlja",17.8,0.25062165
434,"composite",39.1,0.003532889
434,"composite",39.1,0.507651389
434,"composite",39.1,0.003267074
434,"composite",39.1,0.186761386
437,"avlja",18.3,0.003296891
437,"avlja",18.3,0.40165082
437,"avlja",18.3,0.005404842
437,"avlja",18.3,0.256688909
438,"bst",3.2,0.004458916
438,"bst",3.2,0.201624127
438,"bst",3.2,0.003335966
438,"bst",3.2,0.149103403
439,"list",5.5,0.00133711
439,"list",5.5,0.626210325
439,"list",5.5,0.011176512
439,"list",5.5,0.194780971
441,"composite",39.8,0.003486503
441,"composite",39.8,0.498375165
441,"composite",39.8,0.003667296
441,"composite",39.8,0.208138479
443,"bst",3.7,0.004686773
443,"bst",3.7,0.202343999
443,"bst",3.7,0.003655471
443,"bst",3.7,0.147544858
445,"composite",40.4,0.003563542
445,"composite",40.4,0.519817352
445,"composite",40.4,0.003651195
445,"composite",40.4,0.210030009
446,"avlja",18.8,0.003253038
446,"avlja",18.8,0.402159441
446,"avlja",18.8,0.005287848
446,"avlja",18.8,0.262067031
447,"list",6.4,0.001460195
447,"list",6.4,0.653262322
447,"list",6.4,0.01238641
447,"list",6.4,0.208867026
449,"composite",41,0.003909413
449,"composite",41,0.557396984
449,"composite",41,0.003985165
449,"composite",41,0.208775182
