"id","path_id","level_id","component_added","stress","median","verification","diff","context_name","context_type","bst_component_type","example","classification"
"ff4cdf0e575ce1ccccf7f95c73b1cfbff737a5",2,97,"p.bstRemove.6.pred.pred_inst.143",56,62789755,"gradual",35452531,"bstRemove","pred","pred_inst","bst","max"
"ff4cdf0e575ce1ccccf7f95c73b1cfbff737a5",2,97,"p.bstRemove.6.pred.pred_inst.143",60,86360991,"gradual",52187256,"bstRemove","pred","pred_inst","bst","max"
"ff4cdf0e575ce1ccccf7f95c73b1cfbff737a5",2,97,"p.bstRemove.6.pred.pred_inst.143",64,94442650,"gradual",58447290,"bstRemove","pred","pred_inst","bst","max"
"19b3fb7f74ddef70d6bbdb156aec3be7949fe0e",4,97,"m.tree_add_helper.3.fold.pred_inst.25",64,449320045,"gradual",2320025,"tree_add_helper","fold","pred_inst","bst","max"
"3757ad3f9bb9975edbbdbef3ab98f9fa3ef4a",6,97,"m.tree_remove_helper.1.pre.pred_inst.90",20,18374370,"gradual",1944314,"tree_remove_helper","pre","pred_inst","bst","max"
"3757ad3f9bb9975edbbdbef3ab98f9fa3ef4a",6,97,"m.tree_remove_helper.1.pre.pred_inst.90",28,40573503,"gradual",2740084,"tree_remove_helper","pre","pred_inst","bst","max"
"3757ad3f9bb9975edbbdbef3ab98f9fa3ef4a",6,97,"m.tree_remove_helper.1.pre.pred_inst.90",32,46842870,"gradual",3111546,"tree_remove_helper","pre","pred_inst","bst","max"
"3757ad3f9bb9975edbbdbef3ab98f9fa3ef4a",6,97,"m.tree_remove_helper.1.pre.pred_inst.90",36,72363152,"gradual",6444669,"tree_remove_helper","pre","pred_inst","bst","max"
"3757ad3f9bb9975edbbdbef3ab98f9fa3ef4a",6,97,"m.tree_remove_helper.1.pre.pred_inst.90",40,78185618,"gradual",6399129,"tree_remove_helper","pre","pred_inst","bst","max"
"3757ad3f9bb9975edbbdbef3ab98f9fa3ef4a",6,97,"m.tree_remove_helper.1.pre.pred_inst.90",44,111206270,"gradual",8576736,"tree_remove_helper","pre","pred_inst","bst","max"
"3757ad3f9bb9975edbbdbef3ab98f9fa3ef4a",6,97,"m.tree_remove_helper.1.pre.pred_inst.90",48,108941272,"gradual",8008954,"tree_remove_helper","pre","pred_inst","bst","max"
"3757ad3f9bb9975edbbdbef3ab98f9fa3ef4a",6,97,"m.tree_remove_helper.1.pre.pred_inst.90",52,162469893,"gradual",5341376,"tree_remove_helper","pre","pred_inst","bst","max"
"3757ad3f9bb9975edbbdbef3ab98f9fa3ef4a",6,97,"m.tree_remove_helper.1.pre.pred_inst.90",56,241603462,"gradual",8563015,"tree_remove_helper","pre","pred_inst","bst","max"
"3757ad3f9bb9975edbbdbef3ab98f9fa3ef4a",6,97,"m.tree_remove_helper.1.pre.pred_inst.90",60,336107887,"gradual",23327622,"tree_remove_helper","pre","pred_inst","bst","max"
"3757ad3f9bb9975edbbdbef3ab98f9fa3ef4a",6,97,"m.tree_remove_helper.1.pre.pred_inst.90",64,383503865,"gradual",19342134,"tree_remove_helper","pre","pred_inst","bst","max"
"1f7bd1ef4ed3fe3bde95b43dfd6db721cce4bda",1,98,"m.tree_remove_lemma_left.1.pre.pred_inst.106",48,33311134,"gradual",1367207,"tree_remove_lemma_left","pre","pred_inst","bst","max"
"1f7bd1ef4ed3fe3bde95b43dfd6db721cce4bda",1,98,"m.tree_remove_lemma_left.1.pre.pred_inst.106",52,51842234,"gradual",1999757,"tree_remove_lemma_left","pre","pred_inst","bst","max"
"1f7bd1ef4ed3fe3bde95b43dfd6db721cce4bda",1,98,"m.tree_remove_lemma_left.1.pre.pred_inst.106",56,71529833,"gradual",2425620,"tree_remove_lemma_left","pre","pred_inst","bst","max"
"1f7bd1ef4ed3fe3bde95b43dfd6db721cce4bda",1,98,"m.tree_remove_lemma_left.1.pre.pred_inst.106",60,100685721,"gradual",1739451,"tree_remove_lemma_left","pre","pred_inst","bst","max"
"1f7bd1ef4ed3fe3bde95b43dfd6db721cce4bda",1,98,"m.tree_remove_lemma_left.1.pre.pred_inst.106",64,115298447,"gradual",2481513,"tree_remove_lemma_left","pre","pred_inst","bst","max"
"ff4cdf0e575ce1ccecf7f95c73b1cfbff737a5",2,98,"m.tree_min.2.post.pred_inst.67",64,95947174,"gradual",1504524,"tree_min","post","pred_inst","bst","max"
"19b3fb7f74ddef70d6bbdb156aec3be7949fe2e",4,98,"p.bstRemove.6.pred.default.147",40,99462817,"gradual",4810816,"bstRemove","pred","default","bst","max"
"19b3fb7f74ddef70d6bbdb156aec3be7949fe2e",4,98,"p.bstRemove.6.pred.default.147",56,290574719,"gradual",3425304,"bstRemove","pred","default","bst","max"
"19b3fb7f74ddef70d6bbdb156aec3be7949fe2e",4,98,"p.bstRemove.6.pred.default.147",60,394625811,"gradual",3660618,"bstRemove","pred","default","bst","max"
"1f69557c5f88fafbde33b51e7b3ff8f99467e7b",5,98,"m.tree_remove_lemma_right.1.pre.pred_inst.130",44,12608327,"gradual",1429234,"tree_remove_lemma_right","pre","pred_inst","bst","max"
"1f69557c5f88fafbde33b51e7b3ff8f99467e7b",5,98,"m.tree_remove_lemma_right.1.pre.pred_inst.130",56,17510213,"gradual",1882094,"tree_remove_lemma_right","pre","pred_inst","bst","max"
"1f69557c5f88fafbde33b51e7b3ff8f99467e7b",5,98,"m.tree_remove_lemma_right.1.pre.pred_inst.130",60,21256591,"gradual",2765611,"tree_remove_lemma_right","pre","pred_inst","bst","max"
"1f69557c5f88fafbde33b51e7b3ff8f99467e7b",5,98,"m.tree_remove_lemma_right.1.pre.pred_inst.130",64,24465228,"gradual",2596353,"tree_remove_lemma_right","pre","pred_inst","bst","max"
"3757ad3f9bb9975edbfdbef3ab98f9fa3ef4a",6,98,"m.tree_min_helper.0.assert.default.78",44,112593290,"gradual",1387020,"tree_min_helper","assert","default","bst","max"
"1f7bd1ef4ed3fe3bde95b43dfd6db7a1cce4bda",1,99,"m.tree_remove_lemma_left2.3.fold.pred_inst.117",60,102308361,"gradual",1622640,"tree_remove_lemma_left2","fold","pred_inst","bst","max"
"19b3fb7f74ddef70d6bbdb157aec3be7949fe2e",4,99,"m.tree_remove_helper.3.fold.pred_inst.96",44,138456703,"gradual",1692445,"tree_remove_helper","fold","pred_inst","bst","max"
"19b3fb7f74ddef70d6bbdb157aec3be7949fe2e",4,99,"m.tree_remove_helper.3.fold.pred_inst.96",48,133230768,"gradual",3134633,"tree_remove_helper","fold","pred_inst","bst","max"
"19b3fb7f74ddef70d6bbdb157aec3be7949fe2e",4,99,"m.tree_remove_helper.3.fold.pred_inst.96",52,199487269,"gradual",6127782,"tree_remove_helper","fold","pred_inst","bst","max"
"19b3fb7f74ddef70d6bbdb157aec3be7949fe2e",4,99,"m.tree_remove_helper.3.fold.pred_inst.96",64,454882054,"gradual",5351269,"tree_remove_helper","fold","pred_inst","bst","max"
"3757ad3f9bb9975edbfdbef3ab98fdfa3ef4a",6,99,"m.tree_remove_lemma_max.4.unfold.pred_inst.122",60,336214806,"gradual",1455588,"tree_remove_lemma_max","unfold","pred_inst","bst","max"
"3757ad3f9bb9975edbfdbef3ab98fdfa3ef4a",6,99,"m.tree_remove_lemma_max.4.unfold.pred_inst.122",64,388478501,"gradual",7228118,"tree_remove_lemma_max","unfold","pred_inst","bst","max"
"1f7bd1ef4ed3fe3bde95b43dfd6db7a1cce6bda",1,100,"p.bst.6.pred.default.139",44,36270062,"gradual",2193056,"bst","pred","default","bst","max"
"83757ad3f9bb9975edbfdbef3ab98fdfa3ef4a",6,100,"m.create_tree.1.pre.default.1",52,164913418,"gradual",2510159,"create_tree","pre","default","bst","max"
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,101,"p.bst.6.pred.acc.141",12,5059842,"gradual",2545628,"bst","pred","acc","bst","max"
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,101,"p.bst.6.pred.acc.141",16,6805723,"gradual",4032787,"bst","pred","acc","bst","max"
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,101,"p.bst.6.pred.acc.141",20,17942259,"gradual",13115283,"bst","pred","acc","bst","max"
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,101,"p.bst.6.pred.acc.141",24,16664859,"gradual",12348982,"bst","pred","acc","bst","max"
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,101,"p.bst.6.pred.acc.141",28,38490211,"gradual",31247010,"bst","pred","acc","bst","max"
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,101,"p.bst.6.pred.acc.141",32,42563611,"gradual",34839977,"bst","pred","acc","bst","max"
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,101,"p.bst.6.pred.acc.141",36,65548644,"gradual",55642456,"bst","pred","acc","bst","max"
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,101,"p.bst.6.pred.acc.141",40,75616035,"gradual",65071617,"bst","pred","acc","bst","max"
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,101,"p.bst.6.pred.acc.141",44,105190829,"gradual",91447717,"bst","pred","acc","bst","max"
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,101,"p.bst.6.pred.acc.141",48,94758565,"gradual",83084138,"bst","pred","acc","bst","max"
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,101,"p.bst.6.pred.acc.141",52,140846386,"gradual",123516992,"bst","pred","acc","bst","max"
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,101,"p.bst.6.pred.acc.141",56,211072137,"gradual",191915097,"bst","pred","acc","bst","max"
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,101,"p.bst.6.pred.acc.141",60,285843637,"gradual",260873259,"bst","pred","acc","bst","max"
"97746fd797e32fa6ffecbfe4403efff3ebcafd",7,101,"p.bst.6.pred.acc.141",64,324977404,"gradual",297780840,"bst","pred","acc","bst","max"
"1f7bd1ef4ed3fe3bded5b43dfd6db7a1ece6bda",1,102,"m.tree_min_helper.1.pre.default.70",44,36313833,"gradual",1542847,"tree_min_helper","pre","default","bst","max"
"19b3fb7f74ddef70d6bbdb3d7aec3be7959fe2e",4,102,"m.tree_remove.3.fold.pred_inst.89",56,288428953,"gradual",1847455,"tree_remove","fold","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbef3af98fdfa3ef4a",6,102,"m.tree_remove_lemma_left.1.pre.pred_inst.106",28,41788937,"gradual",1348605,"tree_remove_lemma_left","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbef3af98fdfa3ef4a",6,102,"m.tree_remove_lemma_left.1.pre.pred_inst.106",32,49808540,"gradual",2683615,"tree_remove_lemma_left","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbef3af98fdfa3ef4a",6,102,"m.tree_remove_lemma_left.1.pre.pred_inst.106",36,75417309,"gradual",3137577,"tree_remove_lemma_left","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbef3af98fdfa3ef4a",6,102,"m.tree_remove_lemma_left.1.pre.pred_inst.106",40,80722964,"gradual",2112458,"tree_remove_lemma_left","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbef3af98fdfa3ef4a",6,102,"m.tree_remove_lemma_left.1.pre.pred_inst.106",44,116192085,"gradual",4310320,"tree_remove_lemma_left","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbef3af98fdfa3ef4a",6,102,"m.tree_remove_lemma_left.1.pre.pred_inst.106",48,115985825,"gradual",6251171,"tree_remove_lemma_left","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbef3af98fdfa3ef4a",6,102,"m.tree_remove_lemma_left.1.pre.pred_inst.106",52,174204786,"gradual",9701755,"tree_remove_lemma_left","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbef3af98fdfa3ef4a",6,102,"m.tree_remove_lemma_left.1.pre.pred_inst.106",56,260800113,"gradual",21200391,"tree_remove_lemma_left","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbef3af98fdfa3ef4a",6,102,"m.tree_remove_lemma_left.1.pre.pred_inst.106",60,346299786,"gradual",17593362,"tree_remove_lemma_left","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbef3af98fdfa3ef4a",6,102,"m.tree_remove_lemma_left.1.pre.pred_inst.106",64,399897666,"gradual",17193132,"tree_remove_lemma_left","pre","pred_inst","bst","max"
"97746fd797eb2fa6ffecbfe4403efff3ebcafd",7,102,"m.tree_max.1.pre.pred_inst.45",52,143404562,"gradual",2558176,"tree_max","pre","pred_inst","bst","max"
"13ef7df3e7ecf76eff3bfef8de8a69a246d6fbc",0,103,"p.bst.6.pred.pred_inst.136",20,6999783,"gradual",2380815,"bst","pred","pred_inst","bst","max"
"13ef7df3e7ecf76eff3bfef8de8a69a246d6fbc",0,103,"p.bst.6.pred.pred_inst.136",28,11220899,"gradual",2443355,"bst","pred","pred_inst","bst","max"
"13ef7df3e7ecf76eff3bfef8de8a69a246d6fbc",0,103,"p.bst.6.pred.pred_inst.136",32,10621136,"gradual",2407970,"bst","pred","pred_inst","bst","max"
"13ef7df3e7ecf76eff3bfef8de8a69a246d6fbc",0,103,"p.bst.6.pred.pred_inst.136",36,15401814,"gradual",3807888,"bst","pred","pred_inst","bst","max"
"13ef7df3e7ecf76eff3bfef8de8a69a246d6fbc",0,103,"p.bst.6.pred.pred_inst.136",40,17392716,"gradual",4784122,"bst","pred","pred_inst","bst","max"
"13ef7df3e7ecf76eff3bfef8de8a69a246d6fbc",0,103,"p.bst.6.pred.pred_inst.136",44,25007555,"gradual",7620908,"bst","pred","pred_inst","bst","max"
"13ef7df3e7ecf76eff3bfef8de8a69a246d6fbc",0,103,"p.bst.6.pred.pred_inst.136",48,14949739,"gradual",3306530,"bst","pred","pred_inst","bst","max"
"13ef7df3e7ecf76eff3bfef8de8a69a246d6fbc",0,103,"p.bst.6.pred.pred_inst.136",52,25183096,"gradual",7106883,"bst","pred","pred_inst","bst","max"
"13ef7df3e7ecf76eff3bfef8de8a69a246d6fbc",0,103,"p.bst.6.pred.pred_inst.136",56,28976494,"gradual",7230232,"bst","pred","pred_inst","bst","max"
"13ef7df3e7ecf76eff3bfef8de8a69a246d6fbc",0,103,"p.bst.6.pred.pred_inst.136",60,47193443,"gradual",11199068,"bst","pred","pred_inst","bst","max"
"13ef7df3e7ecf76eff3bfef8de8a69a246d6fbc",0,103,"p.bst.6.pred.pred_inst.136",64,48210458,"gradual",11276820,"bst","pred","pred_inst","bst","max"
"ff4cdf2e575ce1ccfcfff95cf3b9cfbff737a5",2,103,"m.tree_remove_lemma_left.3.fold.pred_inst.109",60,87046688,"gradual",1665084,"tree_remove_lemma_left","fold","pred_inst","bst","max"
"19bbfb7f74ddef70d6bbdb3d7aec3be7959fe2e",4,103,"m.create_tree_helper.3.fold.pred_inst.9",56,292254946,"gradual",3825993,"create_tree_helper","fold","pred_inst","bst","max"
"19bbfb7f74ddef70d6bbdb3d7aec3be7959fe2e",4,103,"m.create_tree_helper.3.fold.pred_inst.9",60,389209198,"gradual",3553815,"create_tree_helper","fold","pred_inst","bst","max"
"19bbfb7f74ddef70d6bbdb3d7aec3be7959fe2e",4,103,"m.create_tree_helper.3.fold.pred_inst.9",64,446475959,"gradual",8587196,"create_tree_helper","fold","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbef3af98fdfa3ef4e",6,103,"p.bstRemove.6.pred.acc.150",48,117529315,"gradual",1543490,"bstRemove","pred","acc","bst","max"
"97747fd797eb2fa6ffecbfe4403efff3ebcafd",7,103,"m.tree_add_helper.1.pre.default.20",60,295581516,"gradual",8806729,"tree_add_helper","pre","default","bst","max"
"97747fd797eb2fa6ffecbfe4403efff3ebcafd",7,103,"m.tree_add_helper.1.pre.default.20",64,329837270,"gradual",6724704,"tree_add_helper","pre","default","bst","max"
"1f7bd1ef4ed3fe3bded5fc3dfd6db7a1ece6bda",1,104,"m.tree_min_lemma.1.pre.default.81",48,34757063,"gradual",1708114,"tree_min_lemma","pre","default","bst","max"
"19bbfb7f74ddef71d6bbdb3d7aec3be7959fe2e",4,104,"m.tree_max_lemma.1.pre.default.60",40,95663226,"gradual",1560966,"tree_max_lemma","pre","default","bst","max"
"19bbfb7f74ddef71d6bbdb3d7aec3be7959fe2e",4,104,"m.tree_max_lemma.1.pre.default.60",44,132906488,"gradual",1385222,"tree_max_lemma","pre","default","bst","max"
"83757ad3f9bb9975efbfdbefbaf98fdfa3ef4e",6,104,"m.tree_remove_helper.4.unfold.pred_inst.97",52,177039233,"gradual",4889724,"tree_remove_helper","unfold","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbefbaf98fdfa3ef4e",6,104,"m.tree_remove_helper.4.unfold.pred_inst.97",60,347845401,"gradual",2382887,"tree_remove_helper","unfold","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbefbaf98fdfa3ef4e",6,104,"m.tree_remove_helper.4.unfold.pred_inst.97",64,403279889,"gradual",2538973,"tree_remove_helper","unfold","pred_inst","bst","max"
"97747fd79feb2fa6ffecbfe4403efff3ebcafd",7,104,"m.tree_main_lemma.2.post.pred_inst.37",52,141829464,"gradual",1531958,"tree_main_lemma","post","pred_inst","bst","max"
"97747fd79feb2fa6ffecbfe4403efff3ebcafd",7,104,"m.tree_main_lemma.2.post.pred_inst.37",56,209815847,"gradual",1951865,"tree_main_lemma","post","pred_inst","bst","max"
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,105,"p.bst.6.pred.pred_inst.137",12,4524176,"gradual",1624721,"bst","pred","pred_inst","bst","max"
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,105,"p.bst.6.pred.pred_inst.137",16,6531868,"gradual",3702817,"bst","pred","pred_inst","bst","max"
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,105,"p.bst.6.pred.pred_inst.137",20,18054271,"gradual",12336114,"bst","pred","pred_inst","bst","max"
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,105,"p.bst.6.pred.pred_inst.137",24,14760706,"gradual",10052360,"bst","pred","pred_inst","bst","max"
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,105,"p.bst.6.pred.pred_inst.137",28,39647781,"gradual",32009010,"bst","pred","pred_inst","bst","max"
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,105,"p.bst.6.pred.pred_inst.137",32,43536068,"gradual",35418108,"bst","pred","pred_inst","bst","max"
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,105,"p.bst.6.pred.pred_inst.137",36,65141328,"gradual",54950558,"bst","pred","pred_inst","bst","max"
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,105,"p.bst.6.pred.pred_inst.137",40,73135239,"gradual",61176601,"bst","pred","pred_inst","bst","max"
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,105,"p.bst.6.pred.pred_inst.137",44,104873156,"gradual",88401807,"bst","pred","pred_inst","bst","max"
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,105,"p.bst.6.pred.pred_inst.137",48,96642680,"gradual",85312209,"bst","pred","pred_inst","bst","max"
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,105,"p.bst.6.pred.pred_inst.137",52,148745821,"gradual",131383792,"bst","pred","pred_inst","bst","max"
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,105,"p.bst.6.pred.pred_inst.137",56,221242271,"gradual",202317005,"bst","pred","pred_inst","bst","max"
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,105,"p.bst.6.pred.pred_inst.137",60,305392605,"gradual",280242648,"bst","pred","pred_inst","bst","max"
"1a6f5dd7a3cdfefb8ace83fd77e1d5af7ff9ebf",3,105,"p.bst.6.pred.pred_inst.137",64,346826248,"gradual",319489016,"bst","pred","pred_inst","bst","max"
"19bbfb7f74ddef71d6bfdb3d7aec3be7959fe2e",4,105,"m.tree_min_helper.4.unfold.pred_inst.74",36,85489812,"gradual",1378576,"tree_min_helper","unfold","pred_inst","bst","max"
"19bbfb7f74ddef71d6bfdb3d7aec3be7959fe2e",4,105,"m.tree_min_helper.4.unfold.pred_inst.74",56,287615330,"gradual",2728180,"tree_min_helper","unfold","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbefbaf98fdfe3ef4e",6,105,"m.tree_remove_lemma_right.1.pre.pred_inst.130",28,44636313,"gradual",2839796,"tree_remove_lemma_right","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbefbaf98fdfe3ef4e",6,105,"m.tree_remove_lemma_right.1.pre.pred_inst.130",32,51497087,"gradual",2085798,"tree_remove_lemma_right","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbefbaf98fdfe3ef4e",6,105,"m.tree_remove_lemma_right.1.pre.pred_inst.130",36,79559318,"gradual",3896598,"tree_remove_lemma_right","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbefbaf98fdfe3ef4e",6,105,"m.tree_remove_lemma_right.1.pre.pred_inst.130",40,85302108,"gradual",4500427,"tree_remove_lemma_right","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbefbaf98fdfe3ef4e",6,105,"m.tree_remove_lemma_right.1.pre.pred_inst.130",44,122551239,"gradual",6991578,"tree_remove_lemma_right","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbefbaf98fdfe3ef4e",6,105,"m.tree_remove_lemma_right.1.pre.pred_inst.130",48,118902310,"gradual",2474380,"tree_remove_lemma_right","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbefbaf98fdfe3ef4e",6,105,"m.tree_remove_lemma_right.1.pre.pred_inst.130",52,179035683,"gradual",1996450,"tree_remove_lemma_right","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbefbaf98fdfe3ef4e",6,105,"m.tree_remove_lemma_right.1.pre.pred_inst.130",56,266734357,"gradual",8708454,"tree_remove_lemma_right","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbefbaf98fdfe3ef4e",6,105,"m.tree_remove_lemma_right.1.pre.pred_inst.130",60,367235205,"gradual",19389804,"tree_remove_lemma_right","pre","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbefbaf98fdfe3ef4e",6,105,"m.tree_remove_lemma_right.1.pre.pred_inst.130",64,414821909,"gradual",11542020,"tree_remove_lemma_right","pre","pred_inst","bst","max"
"97747fd79feb2fa6ffecbfe4443efff3ebcafd",7,105,"m.tree_remove_lemma.2.post.pred_inst.102",60,289918020,"gradual",3115066,"tree_remove_lemma","post","pred_inst","bst","max"
"97747fd79feb2fa6ffecbfe4443efff3ebcafd",7,105,"m.tree_remove_lemma.2.post.pred_inst.102",64,327276977,"gradual",5830801,"tree_remove_lemma","post","pred_inst","bst","max"
"1a6f5dd7a3cdfefb8acea3fd77e1d5af7ff9ebf",3,106,"m.tree_min_helper.3.fold.pred_inst.79",64,352793595,"gradual",5967347,"tree_min_helper","fold","pred_inst","bst","max"
"1dbbfb7f74ddef71d6bfdb3d7aec3be7959fe2e",4,106,"m.create_tree.2.post.pred_inst.2",40,96984386,"gradual",2059053,"create_tree","post","pred_inst","bst","max"
"1dbbfb7f74ddef71d6bfdb3d7aec3be7959fe2e",4,106,"m.create_tree.2.post.pred_inst.2",44,133287331,"gradual",1474253,"create_tree","post","pred_inst","bst","max"
"1dbbfb7f74ddef71d6bfdb3d7aec3be7959fe2e",4,106,"m.create_tree.2.post.pred_inst.2",52,197060197,"gradual",3137321,"create_tree","post","pred_inst","bst","max"
"1dbbfb7f74ddef71d6bfdb3d7aec3be7959fe2e",4,106,"m.create_tree.2.post.pred_inst.2",60,388919422,"gradual",5844830,"create_tree","post","pred_inst","bst","max"
"1dbbfb7f74ddef71d6bfdb3d7aec3be7959fe2e",4,106,"m.create_tree.2.post.pred_inst.2",64,442693410,"gradual",4411058,"create_tree","post","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbefbbf98fdfe3ef4e",6,106,"m.tree_remove_lemma.3.fold.pred_inst.104",52,182051836,"gradual",3016153,"tree_remove_lemma","fold","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbefbbf98fdfe3ef4e",6,106,"m.tree_remove_lemma.3.fold.pred_inst.104",56,270096727,"gradual",3362370,"tree_remove_lemma","fold","pred_inst","bst","max"
"83757ad3f9bb9975efbfdbefbbf98fdfe3ef4e",6,106,"m.tree_remove_lemma.3.fold.pred_inst.104",60,369477790,"gradual",2242585,"tree_remove_lemma","fold","pred_inst","bst","max"
"97747fd79feb2fa6ffecbfe4443efffbebcafd",7,106,"m.tree_remove_lemma_min.1.pre.pred_inst.125",48,97335191,"gradual",2267659,"tree_remove_lemma_min","pre","pred_inst","bst","max"
"97747fd79feb2fa6ffecbfe4443efffbebcafd",7,106,"m.tree_remove_lemma_min.1.pre.pred_inst.125",52,142670062,"gradual",2032240,"tree_remove_lemma_min","pre","pred_inst","bst","max"
"1a6f5dd7a3cdfefb8acea3fd77e1d5af7ff9eff",3,107,"p.bstRemove.6.pred.default.146",44,106923780,"gradual",2023905,"bstRemove","pred","default","bst","max"
"1a6f5dd7a3cdfefb8acea3fd77e1d5af7ff9eff",3,107,"p.bstRemove.6.pred.default.146",52,151263697,"gradual",3724127,"bstRemove","pred","default","bst","max"
"1a6f5dd7a3cdfefb8acea3fd77e1d5af7ff9eff",3,107,"p.bstRemove.6.pred.default.146",60,302650870,"gradual",1906787,"bstRemove","pred","default","bst","max"
"83757ad3f9bb9b75efbfdbefbbf98fdfe3ef4e",6,107,"m.tree_max_helper.3.fold.pred_inst.55",60,372600536,"gradual",3122746,"tree_max_helper","fold","pred_inst","bst","max"
"97747fd79feb2fa6ffecbfe4443efffbfbcafd",7,107,"m.tree_remove_lemma_right.4.unfold.pred_inst.132",56,207650615,"gradual",1713834,"tree_remove_lemma_right","unfold","pred_inst","bst","max"
"1f7bd1ef4ed3febbded5fc3dfd7db7a1eceebdb",1,108,"p.bst.6.pred.pred_inst.137",20,6878254,"gradual",1571388,"bst","pred","pred_inst","bst","max"
"1f7bd1ef4ed3febbded5fc3dfd7db7a1eceebdb",1,108,"p.bst.6.pred.pred_inst.137",28,12343746,"gradual",1987249,"bst","pred","pred_inst","bst","max"
"1f7bd1ef4ed3febbded5fc3dfd7db7a1eceebdb",1,108,"p.bst.6.pred.pred_inst.137",32,14501273,"gradual",2920332,"bst","pred","pred_inst","bst","max"
"1f7bd1ef4ed3febbded5fc3dfd7db7a1eceebdb",1,108,"p.bst.6.pred.pred_inst.137",36,19081950,"gradual",2302349,"bst","pred","pred_inst","bst","max"
"1f7bd1ef4ed3febbded5fc3dfd7db7a1eceebdb",1,108,"p.bst.6.pred.pred_inst.137",40,21765390,"gradual",5021279,"bst","pred","pred_inst","bst","max"
"1f7bd1ef4ed3febbded5fc3dfd7db7a1eceebdb",1,108,"p.bst.6.pred.pred_inst.137",44,27762310,"gradual",3158617,"bst","pred","pred_inst","bst","max"
"1f7bd1ef4ed3febbded5fc3dfd7db7a1eceebdb",1,108,"p.bst.6.pred.pred_inst.137",48,30289616,"gradual",7110111,"bst","pred","pred_inst","bst","max"
"1f7bd1ef4ed3febbded5fc3dfd7db7a1eceebdb",1,108,"p.bst.6.pred.pred_inst.137",52,37602923,"gradual",4448362,"bst","pred","pred_inst","bst","max"
"1f7bd1ef4ed3febbded5fc3dfd7db7a1eceebdb",1,108,"p.bst.6.pred.pred_inst.137",56,53716278,"gradual",8107496,"bst","pred","pred_inst","bst","max"
"1f7bd1ef4ed3febbded5fc3dfd7db7a1eceebdb",1,108,"p.bst.6.pred.pred_inst.137",60,74525664,"gradual",12048434,"bst","pred","pred_inst","bst","max"
