"program_id","permutation_id","path_id","level_id","gradual_median","stress","dynamic_median","framing_median","diff","pdiff","example","classification","completion_percentage","context_name","spec_type","expr_type"
4,1606,18,35,13.3466945,128,12.815518,7.453554,-10.327029,-43.6,"avlja","min",18.3,"avlh","pred","acc"
4,13675,31,64,7.836207,64,15.898247,3.804615,-11.355165,-59.2,"avlja","min",33.5,"insert","assert","bool"
4,5535,21,112,8.2059395,64,15.8321895,3.5963275,-9.2867765,-53.1,"avlja","min",58.6,"newNode","post","pred"
4,14159,32,115,6.9048555,64,10.381131,4.930581,-10.7779945,-61,"avlja","min",60.2,"left","pred","acc"
4,8983,24,117,6.419741,64,16.093299,3.8785705,-9.2374225,-59,"avlja","min",61.3,"rightRotate","pre","rem_imp"
4,9040,24,126,6.8452375,64,10.9140965,3.1309995,-9.7497765,-58.8,"avlja","min",66,"right","pred","acc"
4,6812,22,136,9.5238335,64,13.629927,4.4651695,-10.314722,-52,"avlja","min",71.2,"leftRotate","unfold","pred"
4,2212,18,137,9.1553295,64,15.75283,4.0673625,-9.229576,-50.2,"avlja","min",71.7,"left","pred","pred"
4,6821,22,138,8.0643035,64,11.558166,4.15294,-10.3851095,-56.3,"avlja","min",72.3,"main","pre","bool"
4,12986,29,151,5.8099475,64,13.9969305,4.892142,-9.566591,-62.2,"avlja","min",79.1,"leftRotate","unfold","pred"
4,13475,30,155,13.0840505,128,55.00133,27.979152,-12.284522,-48.4,"avlja","min",81.2,"preOrder","pre","rem_imp"
4,13037,29,168,18.140075,128,47.609153,23.95822,-9.474639,-34.3,"avlja","min",88,"avlh","pred","rem_imp"
4,5883,21,170,7.1232855,64,18.52481,4.320356,-9.745767,-57.8,"avlja","min",89,"rightRotate","pre","pred"
4,8176,23,173,12.3605715,128,14.551787,9.9593765,-9.9956975,-44.7,"avlja","min",90.6,"left","pred","bool"
4,14279,32,175,13.541225,128,60.8610055,26.4910165,-10.7425975,-44.2,"avlja","min",91.6,"avlh","pred","rem_imp"
4,13901,31,177,10.744503,128,61.312582,25.99291,-13.406129,-55.5,"avlja","min",92.7,"preOrder","pre","rem_imp"
4,7062,22,178,8.154719,64,13.089445,3.9508065,-12.327438,-60.2,"avlja","min",93.2,"insert","assert","bool"
4,10342,25,184,7.0008915,64,20.4214325,9.3471265,-11.175121,-61.5,"avlja","min",96.3,"avlh","pred","rem_imp"
4,10342,25,184,12.3450105,128,47.6811655,33.9810115,-12.649942,-50.6,"avlja","min",96.3,"avlh","pred","rem_imp"
4,11112,26,186,0.9251605,64,20.507539,14.935174,-13.652514,-93.7,"avlja","min",97.4,"avlh","pred","rem_imp"
4,11112,26,186,1.477881,128,59.2156665,30.366824,-25.4539805,-94.5,"avlja","min",97.4,"avlh","pred","rem_imp"
4,3678,19,188,11.015171,128,48.3137435,31.949552,-12.940193,-54,"avlja","min",98.4,"avlh","pred","rem_imp"
4,7121,22,188,13.875529,128,47.288558,31.3529315,-10.6393455,-43.4,"avlja","min",98.4,"avlh","pred","rem_imp"
4,12523,28,188,13.2907645,128,47.4515175,31.9844915,-14.693247,-52.5,"avlja","min",98.4,"preOrder","pre","rem_imp"
4,13922,31,188,2.8617955,64,21.011049,12.916639,-9.444261,-76.7,"avlja","min",98.4,"insert","pre","rem_imp"
4,13922,31,188,4.0719175,128,49.144941,30.7789555,-16.425241,-80.1,"avlja","min",98.4,"insert","pre","rem_imp"
