"path_id","Specification Increment","Workload","Median Time Elapsed (ms)","Verification Type","Path Performance Type","Example"
10,93,16,3.775541,"Gradual","Median","bst"
10,94,16,3.7195,"Gradual","Median","bst"
10,95,16,4.057708,"Gradual","Median","bst"
10,96,16,3.779458,"Gradual","Median","bst"
10,97,16,3.763834,"Gradual","Median","bst"
10,98,16,3.782833,"Gradual","Median","bst"
10,99,16,3.743833,"Gradual","Median","bst"
10,100,16,3.739875,"Gradual","Median","bst"
10,101,16,3.821125,"Gradual","Median","bst"
10,102,16,3.802583,"Gradual","Median","bst"
10,103,16,3.675375,"Gradual","Median","bst"
10,104,16,3.76625,"Gradual","Median","bst"
10,105,16,3.738959,"Gradual","Median","bst"
10,106,16,3.786416,"Gradual","Median","bst"
10,107,16,3.81825,"Gradual","Median","bst"
10,108,16,3.774875,"Gradual","Median","bst"
10,109,16,3.845583,"Gradual","Median","bst"
10,110,16,3.773584,"Gradual","Median","bst"
10,111,16,3.770458,"Gradual","Median","bst"
10,112,16,4.747917,"Gradual","Median","bst"
10,113,16,4.633917,"Gradual","Median","bst"
10,114,16,4.587291,"Gradual","Median","bst"
10,115,16,4.5535,"Gradual","Median","bst"
10,116,16,4.568042,"Gradual","Median","bst"
10,117,16,4.501958,"Gradual","Median","bst"
10,118,16,4.684459,"Gradual","Median","bst"
10,119,16,4.53525,"Gradual","Median","bst"
10,120,16,4.607,"Gradual","Median","bst"
10,121,16,5.607042,"Gradual","Median","bst"
10,122,16,6.2245,"Gradual","Median","bst"
10,123,16,6.06225,"Gradual","Median","bst"
10,124,16,6.154542,"Gradual","Median","bst"
10,125,16,5.90625,"Gradual","Median","bst"
10,126,16,6.031041,"Gradual","Median","bst"
10,127,16,5.833708,"Gradual","Median","bst"
10,128,16,6.081459,"Gradual","Median","bst"
10,129,16,6.297333,"Gradual","Median","bst"
10,130,16,6.180333,"Gradual","Median","bst"
10,131,16,6.194334,"Gradual","Median","bst"
10,132,16,5.789458,"Gradual","Median","bst"
10,133,16,6.339875,"Gradual","Median","bst"
10,134,16,6.3125,"Gradual","Median","bst"
10,135,16,6.084917,"Gradual","Median","bst"
10,136,16,6.00125,"Gradual","Median","bst"
10,137,16,6.22675,"Gradual","Median","bst"
10,138,16,6.124709,"Gradual","Median","bst"
10,139,16,6.444666,"Gradual","Median","bst"
10,140,16,6.404583,"Gradual","Median","bst"
10,141,16,6.224083,"Gradual","Median","bst"
10,142,16,6.167292,"Gradual","Median","bst"
10,143,16,6.310375,"Gradual","Median","bst"
10,144,16,5.354,"Gradual","Median","bst"
10,145,16,5.733459,"Gradual","Median","bst"
10,146,16,5.801042,"Gradual","Median","bst"
10,147,16,4.623084,"Gradual","Median","bst"
10,148,16,5.000125,"Gradual","Median","bst"
10,149,16,4.945542,"Gradual","Median","bst"
10,150,16,4.859416,"Gradual","Median","bst"
10,151,16,4.847291,"Gradual","Median","bst"
10,152,16,4.989125,"Gradual","Median","bst"
11,153,32,2.766583,"Gradual","Median","bst"
11,0,32,3.029916,"Gradual","Median","bst"
11,1,32,3.380042,"Gradual","Median","bst"
11,2,32,3.685042,"Gradual","Median","bst"
11,3,32,3.532292,"Gradual","Median","bst"
11,4,32,3.4035,"Gradual","Median","bst"
11,5,32,3.777125,"Gradual","Median","bst"
11,6,32,3.666375,"Gradual","Median","bst"
11,7,32,4.094125,"Gradual","Median","bst"
11,8,32,4.110541,"Gradual","Median","bst"
11,9,32,4.1065,"Gradual","Median","bst"
11,10,32,4.112167,"Gradual","Median","bst"
11,11,32,3.886458,"Gradual","Median","bst"
11,12,32,4.150416,"Gradual","Median","bst"
11,13,32,4.061542,"Gradual","Median","bst"
11,14,32,3.93375,"Gradual","Median","bst"
11,15,32,4.002875,"Gradual","Median","bst"
11,16,32,3.90325,"Gradual","Median","bst"
11,17,32,3.834583,"Gradual","Median","bst"
11,18,32,3.907083,"Gradual","Median","bst"
11,19,32,3.813,"Gradual","Median","bst"
11,20,32,4.114583,"Gradual","Median","bst"
11,21,32,4.055,"Gradual","Median","bst"
11,22,32,3.751042,"Gradual","Median","bst"
11,23,32,4.043083,"Gradual","Median","bst"
11,24,32,3.762375,"Gradual","Median","bst"
11,25,32,3.729333,"Gradual","Median","bst"
11,26,32,3.832542,"Gradual","Median","bst"
11,27,32,4.197541,"Gradual","Median","bst"
11,28,32,4.0335,"Gradual","Median","bst"
11,29,32,4.001167,"Gradual","Median","bst"
11,30,32,4.036334,"Gradual","Median","bst"
11,31,32,4.072333,"Gradual","Median","bst"
11,32,32,4.05975,"Gradual","Median","bst"
11,33,32,4.066125,"Gradual","Median","bst"
11,34,32,4.09275,"Gradual","Median","bst"
11,35,32,4.079042,"Gradual","Median","bst"
11,36,32,4.178583,"Gradual","Median","bst"
11,37,32,3.87875,"Gradual","Median","bst"
11,38,32,3.745875,"Gradual","Median","bst"
11,39,32,4.175208,"Gradual","Median","bst"
11,40,32,3.708375,"Gradual","Median","bst"
11,41,32,4.190167,"Gradual","Median","bst"
11,42,32,4.207208,"Gradual","Median","bst"
11,43,32,3.727917,"Gradual","Median","bst"
11,44,32,4.120125,"Gradual","Median","bst"
11,45,32,3.924666,"Gradual","Median","bst"
11,46,32,4.010416,"Gradual","Median","bst"
11,47,32,4.457083,"Gradual","Median","bst"
11,48,32,4.525792,"Gradual","Median","bst"
11,49,32,4.405792,"Gradual","Median","bst"
11,50,32,4.004708,"Gradual","Median","bst"
11,51,32,4.124,"Gradual","Median","bst"
11,52,32,4.324375,"Gradual","Median","bst"
11,53,32,4.38325,"Gradual","Median","bst"
11,54,32,4.198875,"Gradual","Median","bst"
11,55,32,4.430875,"Gradual","Median","bst"
11,56,32,4.347417,"Gradual","Median","bst"
11,57,32,4.476084,"Gradual","Median","bst"
11,58,32,4.514084,"Gradual","Median","bst"
11,59,32,4.58775,"Gradual","Median","bst"
11,60,32,4.614541,"Gradual","Median","bst"
11,61,32,4.578458,"Gradual","Median","bst"
11,62,32,4.586833,"Gradual","Median","bst"
11,63,32,4.250208,"Gradual","Median","bst"
11,64,32,4.278167,"Gradual","Median","bst"
11,65,32,4.554875,"Gradual","Median","bst"
11,66,32,4.434625,"Gradual","Median","bst"
11,67,32,4.4685,"Gradual","Median","bst"
11,68,32,4.547875,"Gradual","Median","bst"
11,69,32,4.565167,"Gradual","Median","bst"
11,70,32,4.3375,"Gradual","Median","bst"
11,71,32,4.414042,"Gradual","Median","bst"
11,72,32,4.201125,"Gradual","Median","bst"
11,73,32,4.261625,"Gradual","Median","bst"
11,74,32,4.3575,"Gradual","Median","bst"
11,75,32,5.1155,"Gradual","Median","bst"
11,76,32,5.0645,"Gradual","Median","bst"
11,77,32,5.322458,"Gradual","Median","bst"
11,78,32,5.324625,"Gradual","Median","bst"
11,79,32,5.085166,"Gradual","Median","bst"
11,80,32,4.786,"Gradual","Median","bst"
11,81,32,5.224334,"Gradual","Median","bst"
11,82,32,5.158208,"Gradual","Median","bst"
11,83,32,5.346458,"Gradual","Median","bst"
11,84,32,5.334,"Gradual","Median","bst"
11,85,32,5.147833,"Gradual","Median","bst"
11,86,32,5.241167,"Gradual","Median","bst"
11,87,32,5.178875,"Gradual","Median","bst"
11,88,32,5.305833,"Gradual","Median","bst"
11,89,32,5.138084,"Gradual","Median","bst"
11,90,32,5.089209,"Gradual","Median","bst"
11,91,32,5.097291,"Gradual","Median","bst"
11,92,32,5.604209,"Gradual","Median","bst"
11,93,32,5.676167,"Gradual","Median","bst"
11,94,32,5.553,"Gradual","Median","bst"
11,95,32,5.144792,"Gradual","Median","bst"
11,96,32,5.66175,"Gradual","Median","bst"
11,97,32,5.682292,"Gradual","Median","bst"
11,98,32,5.67175,"Gradual","Median","bst"
11,99,32,5.498042,"Gradual","Median","bst"
11,100,32,5.68375,"Gradual","Median","bst"
11,101,32,5.393917,"Gradual","Median","bst"
11,102,32,5.25875,"Gradual","Median","bst"
11,103,32,5.638958,"Gradual","Median","bst"
11,104,32,6.854166,"Gradual","Median","bst"
11,105,32,6.9855,"Gradual","Median","bst"
11,106,32,7.080958,"Gradual","Median","bst"
11,107,32,6.86325,"Gradual","Median","bst"
11,108,32,6.841916,"Gradual","Median","bst"
11,109,32,4.94925,"Gradual","Median","bst"
11,110,32,10.905917,"Gradual","Median","bst"
11,111,32,10.949083,"Gradual","Median","bst"
11,112,32,10.988541,"Gradual","Median","bst"
11,113,32,11.131375,"Gradual","Median","bst"
11,114,32,11.173375,"Gradual","Median","bst"
11,115,32,11.333666,"Gradual","Median","bst"
11,116,32,11.307708,"Gradual","Median","bst"
11,117,32,11.46925,"Gradual","Median","bst"
11,118,32,15.340667,"Gradual","Median","bst"
11,119,32,21.211875,"Gradual","Median","bst"
11,120,32,21.362709,"Gradual","Median","bst"
11,121,32,21.780917,"Gradual","Median","bst"
11,122,32,20.668,"Gradual","Median","bst"
11,123,32,20.756459,"Gradual","Median","bst"
11,124,32,21.052,"Gradual","Median","bst"
11,125,32,21.06725,"Gradual","Median","bst"
11,126,32,21.334834,"Gradual","Median","bst"
11,127,32,29.863917,"Gradual","Median","bst"
11,128,32,29.712041,"Gradual","Median","bst"
11,129,32,29.207291,"Gradual","Median","bst"
11,130,32,29.739417,"Gradual","Median","bst"
11,131,32,21.414084,"Gradual","Median","bst"
11,132,32,20.518041,"Gradual","Median","bst"
11,133,32,20.627292,"Gradual","Median","bst"
11,134,32,21.134084,"Gradual","Median","bst"
11,135,32,20.909166,"Gradual","Median","bst"
11,136,32,20.467666,"Gradual","Median","bst"
11,137,32,20.727666,"Gradual","Median","bst"
11,138,32,20.751708,"Gradual","Median","bst"
11,139,32,20.689042,"Gradual","Median","bst"
11,140,32,17.929292,"Gradual","Median","bst"
11,141,32,16.911,"Gradual","Median","bst"
11,142,32,17.135084,"Gradual","Median","bst"
11,143,32,16.853583,"Gradual","Median","bst"
11,144,32,17.114708,"Gradual","Median","bst"
11,145,32,16.722458,"Gradual","Median","bst"
11,146,32,16.513916,"Gradual","Median","bst"
11,147,32,13.242542,"Gradual","Median","bst"
11,148,32,5.745791,"Gradual","Median","bst"
11,149,32,5.816958,"Gradual","Median","bst"
11,150,32,5.7155,"Gradual","Median","bst"
11,151,32,5.622209,"Gradual","Median","bst"
11,152,32,5.789667,"Gradual","Median","bst"
13,153,16,2.750334,"Gradual","Best","bst"
13,153,24,2.74975,"Gradual","Best","bst"
13,153,32,2.766583,"Gradual","Best","bst"
13,0,16,3.058209,"Gradual","Best","bst"
13,0,24,3.209583,"Gradual","Best","bst"
13,0,32,3.029916,"Gradual","Best","bst"
13,1,16,3.352375,"Gradual","Best","bst"
13,1,24,3.391875,"Gradual","Best","bst"
13,1,32,3.8625,"Gradual","Best","bst"
13,2,16,3.120084,"Gradual","Best","bst"
13,2,24,3.190209,"Gradual","Best","bst"
13,2,32,3.69125,"Gradual","Best","bst"
13,3,16,3.096459,"Gradual","Best","bst"
13,3,24,3.414375,"Gradual","Best","bst"
13,3,32,3.833666,"Gradual","Best","bst"
13,4,16,3.199917,"Gradual","Best","bst"
13,4,24,3.505542,"Gradual","Best","bst"
13,4,32,3.821083,"Gradual","Best","bst"
13,5,16,3.173875,"Gradual","Best","bst"
13,5,24,3.504,"Gradual","Best","bst"
13,5,32,3.826375,"Gradual","Best","bst"
13,6,16,3.283375,"Gradual","Best","bst"
13,6,24,3.338375,"Gradual","Best","bst"
13,6,32,3.618625,"Gradual","Best","bst"
13,7,16,3.324167,"Gradual","Best","bst"
13,7,24,3.552709,"Gradual","Best","bst"
13,7,32,3.7765,"Gradual","Best","bst"
13,8,16,3.348667,"Gradual","Best","bst"
13,8,24,3.545459,"Gradual","Best","bst"
13,8,32,3.727667,"Gradual","Best","bst"
13,9,16,3.286083,"Gradual","Best","bst"
13,9,24,3.487958,"Gradual","Best","bst"
13,9,32,3.759083,"Gradual","Best","bst"
13,10,16,3.127,"Gradual","Best","bst"
13,10,24,3.5525,"Gradual","Best","bst"
13,10,32,3.757791,"Gradual","Best","bst"
13,11,16,3.04625,"Gradual","Best","bst"
13,11,24,3.412875,"Gradual","Best","bst"
13,11,32,3.668334,"Gradual","Best","bst"
13,12,16,3.272083,"Gradual","Best","bst"
13,12,24,3.518833,"Gradual","Best","bst"
13,12,32,3.694833,"Gradual","Best","bst"
13,13,16,3.249958,"Gradual","Best","bst"
13,13,24,3.731875,"Gradual","Best","bst"
13,13,32,3.658833,"Gradual","Best","bst"
13,14,16,3.272833,"Gradual","Best","bst"
13,14,24,3.48875,"Gradual","Best","bst"
13,14,32,3.600958,"Gradual","Best","bst"
13,15,16,3.225084,"Gradual","Best","bst"
13,15,24,3.510709,"Gradual","Best","bst"
13,15,32,3.71825,"Gradual","Best","bst"
13,16,16,3.356458,"Gradual","Best","bst"
13,16,24,3.467625,"Gradual","Best","bst"
13,16,32,3.711041,"Gradual","Best","bst"
13,17,16,3.372333,"Gradual","Best","bst"
13,17,24,3.486959,"Gradual","Best","bst"
13,17,32,3.415208,"Gradual","Best","bst"
13,18,16,3.362209,"Gradual","Best","bst"
13,18,24,3.525208,"Gradual","Best","bst"
13,18,32,4.022959,"Gradual","Best","bst"
13,19,16,3.317208,"Gradual","Best","bst"
13,19,24,3.205542,"Gradual","Best","bst"
13,19,32,4.076292,"Gradual","Best","bst"
13,20,16,3.008958,"Gradual","Best","bst"
13,20,24,3.209834,"Gradual","Best","bst"
13,20,32,3.857083,"Gradual","Best","bst"
13,21,16,3.047292,"Gradual","Best","bst"
13,21,24,3.149917,"Gradual","Best","bst"
13,21,32,4.136542,"Gradual","Best","bst"
13,22,16,2.990625,"Gradual","Best","bst"
13,22,24,3.142708,"Gradual","Best","bst"
13,22,32,4.0475,"Gradual","Best","bst"
13,23,16,3.3665,"Gradual","Best","bst"
13,23,24,3.482292,"Gradual","Best","bst"
13,23,32,3.433666,"Gradual","Best","bst"
13,24,16,3.23425,"Gradual","Best","bst"
13,24,24,3.127792,"Gradual","Best","bst"
13,24,32,3.820041,"Gradual","Best","bst"
13,25,16,3.337,"Gradual","Best","bst"
13,25,24,3.546916,"Gradual","Best","bst"
13,25,32,3.996542,"Gradual","Best","bst"
13,26,16,2.916,"Gradual","Best","bst"
13,26,24,3.500542,"Gradual","Best","bst"
13,26,32,3.710709,"Gradual","Best","bst"
13,27,16,3.372084,"Gradual","Best","bst"
13,27,24,3.793708,"Gradual","Best","bst"
13,27,32,4.630958,"Gradual","Best","bst"
13,28,16,3.468792,"Gradual","Best","bst"
13,28,24,3.966,"Gradual","Best","bst"
13,28,32,4.271208,"Gradual","Best","bst"
13,29,16,3.010333,"Gradual","Best","bst"
13,29,24,3.981667,"Gradual","Best","bst"
13,29,32,4.629375,"Gradual","Best","bst"
13,30,16,3.096375,"Gradual","Best","bst"
13,30,24,3.884333,"Gradual","Best","bst"
13,30,32,4.629125,"Gradual","Best","bst"
13,31,16,3.018792,"Gradual","Best","bst"
13,31,24,3.844417,"Gradual","Best","bst"
13,31,32,4.26675,"Gradual","Best","bst"
13,32,16,3.389958,"Gradual","Best","bst"
13,32,24,3.759792,"Gradual","Best","bst"
13,32,32,4.612584,"Gradual","Best","bst"
13,33,16,3.243667,"Gradual","Best","bst"
13,33,24,3.733208,"Gradual","Best","bst"
13,33,32,4.602,"Gradual","Best","bst"
13,34,16,3.325667,"Gradual","Best","bst"
13,34,24,3.560125,"Gradual","Best","bst"
13,34,32,4.63275,"Gradual","Best","bst"
13,35,16,3.374208,"Gradual","Best","bst"
13,35,24,3.820625,"Gradual","Best","bst"
13,35,32,4.470167,"Gradual","Best","bst"
13,36,16,3.097208,"Gradual","Best","bst"
13,36,24,3.579209,"Gradual","Best","bst"
13,36,32,4.21925,"Gradual","Best","bst"
13,37,16,3.349792,"Gradual","Best","bst"
13,37,24,3.778584,"Gradual","Best","bst"
13,37,32,4.33575,"Gradual","Best","bst"
13,38,16,3.129125,"Gradual","Best","bst"
13,38,24,3.8735,"Gradual","Best","bst"
13,38,32,4.463292,"Gradual","Best","bst"
13,39,16,3.455709,"Gradual","Best","bst"
13,39,24,3.677125,"Gradual","Best","bst"
13,39,32,4.738583,"Gradual","Best","bst"
13,40,16,3.480167,"Gradual","Best","bst"
13,40,24,3.85,"Gradual","Best","bst"
13,40,32,4.813125,"Gradual","Best","bst"
13,41,16,3.293292,"Gradual","Best","bst"
13,41,24,3.72775,"Gradual","Best","bst"
13,41,32,4.413125,"Gradual","Best","bst"
13,42,16,3.355542,"Gradual","Best","bst"
13,42,24,3.9595,"Gradual","Best","bst"
13,42,32,4.741333,"Gradual","Best","bst"
13,43,16,3.502791,"Gradual","Best","bst"
13,43,24,4.22025,"Gradual","Best","bst"
13,43,32,4.709,"Gradual","Best","bst"
13,44,16,3.09475,"Gradual","Best","bst"
13,44,24,3.835917,"Gradual","Best","bst"
13,44,32,4.640417,"Gradual","Best","bst"
13,45,16,3.372792,"Gradual","Best","bst"
13,45,24,4.235875,"Gradual","Best","bst"
13,45,32,5.155833,"Gradual","Best","bst"
13,46,16,3.343625,"Gradual","Best","bst"
13,46,24,4.097916,"Gradual","Best","bst"
13,46,32,5.071541,"Gradual","Best","bst"
13,47,16,3.132417,"Gradual","Best","bst"
13,47,24,3.811042,"Gradual","Best","bst"
13,47,32,4.919666,"Gradual","Best","bst"
13,48,16,3.422583,"Gradual","Best","bst"
13,48,24,4.018584,"Gradual","Best","bst"
13,48,32,5.010542,"Gradual","Best","bst"
13,49,16,3.469125,"Gradual","Best","bst"
13,49,24,4.04375,"Gradual","Best","bst"
13,49,32,5.046417,"Gradual","Best","bst"
13,50,16,3.435792,"Gradual","Best","bst"
13,50,24,3.720875,"Gradual","Best","bst"
13,50,32,4.912333,"Gradual","Best","bst"
13,51,16,3.470375,"Gradual","Best","bst"
13,51,24,4.158375,"Gradual","Best","bst"
13,51,32,5.240917,"Gradual","Best","bst"
13,52,16,3.613625,"Gradual","Best","bst"
13,52,24,4.098667,"Gradual","Best","bst"
13,52,32,4.727917,"Gradual","Best","bst"
13,53,16,3.429,"Gradual","Best","bst"
13,53,24,3.843875,"Gradual","Best","bst"
13,53,32,4.964583,"Gradual","Best","bst"
13,54,16,3.48825,"Gradual","Best","bst"
13,54,24,4.310167,"Gradual","Best","bst"
13,54,32,4.786166,"Gradual","Best","bst"
13,55,16,3.353416,"Gradual","Best","bst"
13,55,24,4.056333,"Gradual","Best","bst"
13,55,32,4.727709,"Gradual","Best","bst"
13,56,16,3.449834,"Gradual","Best","bst"
13,56,24,4.316917,"Gradual","Best","bst"
13,56,32,4.647458,"Gradual","Best","bst"
13,57,16,3.120542,"Gradual","Best","bst"
13,57,24,4.077542,"Gradual","Best","bst"
13,57,32,4.786584,"Gradual","Best","bst"
13,58,16,3.168667,"Gradual","Best","bst"
13,58,24,3.840208,"Gradual","Best","bst"
13,58,32,4.720125,"Gradual","Best","bst"
13,59,16,3.20175,"Gradual","Best","bst"
13,59,24,4.204167,"Gradual","Best","bst"
13,59,32,4.993541,"Gradual","Best","bst"
13,60,16,3.352333,"Gradual","Best","bst"
13,60,24,4.09575,"Gradual","Best","bst"
13,60,32,5.102042,"Gradual","Best","bst"
13,61,16,3.500583,"Gradual","Best","bst"
13,61,24,4.311625,"Gradual","Best","bst"
13,61,32,5.210083,"Gradual","Best","bst"
13,62,16,3.542166,"Gradual","Best","bst"
13,62,24,4.160292,"Gradual","Best","bst"
13,62,32,5.11075,"Gradual","Best","bst"
13,63,16,3.16025,"Gradual","Best","bst"
13,63,24,4.220209,"Gradual","Best","bst"
13,63,32,5.24925,"Gradual","Best","bst"
13,64,16,3.468583,"Gradual","Best","bst"
13,64,24,4.358625,"Gradual","Best","bst"
13,64,32,4.942083,"Gradual","Best","bst"
13,65,16,3.548541,"Gradual","Best","bst"
13,65,24,4.353042,"Gradual","Best","bst"
13,65,32,5.335333,"Gradual","Best","bst"
13,66,16,3.47675,"Gradual","Best","bst"
13,66,24,4.062,"Gradual","Best","bst"
13,66,32,5.047959,"Gradual","Best","bst"
13,67,16,3.263958,"Gradual","Best","bst"
13,67,24,4.319375,"Gradual","Best","bst"
13,67,32,5.000042,"Gradual","Best","bst"
13,68,16,3.505,"Gradual","Best","bst"
13,68,24,4.096125,"Gradual","Best","bst"
13,68,32,4.750208,"Gradual","Best","bst"
13,69,16,3.489416,"Gradual","Best","bst"
13,69,24,4.2515,"Gradual","Best","bst"
13,69,32,5.218458,"Gradual","Best","bst"
13,70,16,3.502709,"Gradual","Best","bst"
13,70,24,4.3865,"Gradual","Best","bst"
13,70,32,4.910833,"Gradual","Best","bst"
13,71,16,3.451542,"Gradual","Best","bst"
13,71,24,4.080334,"Gradual","Best","bst"
13,71,32,5.195042,"Gradual","Best","bst"
13,72,16,3.158375,"Gradual","Best","bst"
13,72,24,4.256125,"Gradual","Best","bst"
13,72,32,4.9285,"Gradual","Best","bst"
13,73,16,3.493125,"Gradual","Best","bst"
13,73,24,4.153167,"Gradual","Best","bst"
13,73,32,4.99075,"Gradual","Best","bst"
13,74,16,3.455291,"Gradual","Best","bst"
13,74,24,4.070917,"Gradual","Best","bst"
13,74,32,4.761416,"Gradual","Best","bst"
13,75,16,3.488125,"Gradual","Best","bst"
13,75,24,4.084291,"Gradual","Best","bst"
13,75,32,4.842417,"Gradual","Best","bst"
13,76,16,3.481083,"Gradual","Best","bst"
13,76,24,4.300916,"Gradual","Best","bst"
13,76,32,5.073167,"Gradual","Best","bst"
13,77,16,3.419708,"Gradual","Best","bst"
13,77,24,4.242041,"Gradual","Best","bst"
13,77,32,4.725792,"Gradual","Best","bst"
13,78,16,3.1605,"Gradual","Best","bst"
13,78,24,4.271,"Gradual","Best","bst"
13,78,32,4.996625,"Gradual","Best","bst"
13,79,16,3.442667,"Gradual","Best","bst"
13,79,24,3.773334,"Gradual","Best","bst"
13,79,32,4.1065,"Gradual","Best","bst"
13,80,16,3.088084,"Gradual","Best","bst"
13,80,24,3.68475,"Gradual","Best","bst"
13,80,32,3.857583,"Gradual","Best","bst"
13,81,16,3.450584,"Gradual","Best","bst"
13,81,24,3.741958,"Gradual","Best","bst"
13,81,32,4.177916,"Gradual","Best","bst"
13,82,16,3.307667,"Gradual","Best","bst"
13,82,24,3.693916,"Gradual","Best","bst"
13,82,32,4.124833,"Gradual","Best","bst"
13,83,16,3.424083,"Gradual","Best","bst"
13,83,24,3.298375,"Gradual","Best","bst"
13,83,32,3.997208,"Gradual","Best","bst"
13,84,16,3.488459,"Gradual","Best","bst"
13,84,24,3.736292,"Gradual","Best","bst"
13,84,32,4.2875,"Gradual","Best","bst"
13,85,16,3.400541,"Gradual","Best","bst"
13,85,24,3.731333,"Gradual","Best","bst"
13,85,32,4.326084,"Gradual","Best","bst"
13,86,16,3.366958,"Gradual","Best","bst"
13,86,24,3.465666,"Gradual","Best","bst"
13,86,32,4.298042,"Gradual","Best","bst"
13,87,16,3.063667,"Gradual","Best","bst"
13,87,24,3.58875,"Gradual","Best","bst"
13,87,32,4.094709,"Gradual","Best","bst"
13,88,16,3.144125,"Gradual","Best","bst"
13,88,24,3.762042,"Gradual","Best","bst"
13,88,32,4.312083,"Gradual","Best","bst"
13,89,16,3.436375,"Gradual","Best","bst"
13,89,24,3.718958,"Gradual","Best","bst"
13,89,32,3.913291,"Gradual","Best","bst"
13,90,16,3.410166,"Gradual","Best","bst"
13,90,24,3.760417,"Gradual","Best","bst"
13,90,32,4.384042,"Gradual","Best","bst"
13,91,16,3.488,"Gradual","Best","bst"
13,91,24,3.314167,"Gradual","Best","bst"
13,91,32,4.420458,"Gradual","Best","bst"
13,92,16,3.467458,"Gradual","Best","bst"
13,92,24,3.801625,"Gradual","Best","bst"
13,92,32,4.302083,"Gradual","Best","bst"
13,93,16,3.126584,"Gradual","Best","bst"
13,93,24,3.76975,"Gradual","Best","bst"
13,93,32,4.473666,"Gradual","Best","bst"
13,94,16,3.528916,"Gradual","Best","bst"
13,94,24,3.813,"Gradual","Best","bst"
13,94,32,4.247917,"Gradual","Best","bst"
13,95,16,3.415625,"Gradual","Best","bst"
13,95,24,4.048041,"Gradual","Best","bst"
13,95,32,4.408208,"Gradual","Best","bst"
13,96,16,3.46275,"Gradual","Best","bst"
13,96,24,3.501916,"Gradual","Best","bst"
13,96,32,4.3675,"Gradual","Best","bst"
13,97,16,3.464084,"Gradual","Best","bst"
13,97,24,3.76675,"Gradual","Best","bst"
13,97,32,4.3515,"Gradual","Best","bst"
13,98,16,3.419417,"Gradual","Best","bst"
13,98,24,3.629792,"Gradual","Best","bst"
13,98,32,4.155875,"Gradual","Best","bst"
13,99,16,3.259292,"Gradual","Best","bst"
13,99,24,3.670583,"Gradual","Best","bst"
13,99,32,4.108833,"Gradual","Best","bst"
13,100,16,3.40125,"Gradual","Best","bst"
13,100,24,3.674292,"Gradual","Best","bst"
13,100,32,4.127542,"Gradual","Best","bst"
13,101,16,3.230709,"Gradual","Best","bst"
13,101,24,4.310583,"Gradual","Best","bst"
13,101,32,4.884958,"Gradual","Best","bst"
13,102,16,3.457,"Gradual","Best","bst"
13,102,24,4.154667,"Gradual","Best","bst"
13,102,32,5.2275,"Gradual","Best","bst"
13,103,16,3.651167,"Gradual","Best","bst"
13,103,24,3.827958,"Gradual","Best","bst"
13,103,32,4.995125,"Gradual","Best","bst"
13,104,16,3.970125,"Gradual","Best","bst"
13,104,24,4.225208,"Gradual","Best","bst"
13,104,32,5.148833,"Gradual","Best","bst"
13,105,16,3.707042,"Gradual","Best","bst"
13,105,24,4.114083,"Gradual","Best","bst"
13,105,32,5.232833,"Gradual","Best","bst"
13,106,16,3.601625,"Gradual","Best","bst"
13,106,24,4.253667,"Gradual","Best","bst"
13,106,32,5.3235,"Gradual","Best","bst"
13,107,16,3.632792,"Gradual","Best","bst"
13,107,24,4.265667,"Gradual","Best","bst"
13,107,32,4.939583,"Gradual","Best","bst"
13,108,16,3.294583,"Gradual","Best","bst"
13,108,24,4.267417,"Gradual","Best","bst"
13,108,32,4.895542,"Gradual","Best","bst"
13,109,16,3.6975,"Gradual","Best","bst"
13,109,24,4.29375,"Gradual","Best","bst"
13,109,32,4.9705,"Gradual","Best","bst"
13,110,16,3.612334,"Gradual","Best","bst"
13,110,24,4.350833,"Gradual","Best","bst"
13,110,32,5.255917,"Gradual","Best","bst"
13,111,16,3.646792,"Gradual","Best","bst"
13,111,24,4.333125,"Gradual","Best","bst"
13,111,32,5.409167,"Gradual","Best","bst"
13,112,16,3.662458,"Gradual","Best","bst"
13,112,24,4.221458,"Gradual","Best","bst"
13,112,32,5.132916,"Gradual","Best","bst"
13,113,16,3.631417,"Gradual","Best","bst"
13,113,24,4.3285,"Gradual","Best","bst"
13,113,32,4.963625,"Gradual","Best","bst"
13,114,16,4.229709,"Gradual","Best","bst"
13,114,24,4.399875,"Gradual","Best","bst"
13,114,32,4.87775,"Gradual","Best","bst"
13,115,16,3.653166,"Gradual","Best","bst"
13,115,24,3.9155,"Gradual","Best","bst"
13,115,32,5.274917,"Gradual","Best","bst"
13,116,16,3.650458,"Gradual","Best","bst"
13,116,24,4.37375,"Gradual","Best","bst"
13,116,32,4.887917,"Gradual","Best","bst"
13,117,16,3.664209,"Gradual","Best","bst"
13,117,24,4.136041,"Gradual","Best","bst"
13,117,32,5.080709,"Gradual","Best","bst"
13,118,16,3.78275,"Gradual","Best","bst"
13,118,24,3.982875,"Gradual","Best","bst"
13,118,32,5.408791,"Gradual","Best","bst"
13,119,16,3.60975,"Gradual","Best","bst"
13,119,24,4.32075,"Gradual","Best","bst"
13,119,32,4.787542,"Gradual","Best","bst"
13,120,16,3.654708,"Gradual","Best","bst"
13,120,24,4.361,"Gradual","Best","bst"
13,120,32,5.423833,"Gradual","Best","bst"
13,121,16,3.679042,"Gradual","Best","bst"
13,121,24,4.385667,"Gradual","Best","bst"
