program_id,permutation_id,path_id,level_id,context_name,spec_type,expr_type
5,10,81,1,appendLemmaAfterLoopBody,post,bool
5,12,81,2,create_list,post,pred
5,13,81,3,appendLemmaAfterLoopBody,post,acc
5,15,81,4,list_insert,inv,bool
5,17,81,5,appendLemmaAfterLoopBody,post,bool
5,19,81,6,appendLemmaLoopBody,fold,pred
5,21,81,7,sortedSegHelper,pred,pred
5,23,81,8,appendLemmaLoopBody,pre,bool
5,24,81,9,list_insert,fold,pred
5,26,81,10,list_insert,fold,pred
5,28,81,11,appendLemmaAfterLoopBody,pre,acc
5,30,81,12,sortedSegHelper,pred,bool
5,32,81,13,list_insert,unfold,pred
5,34,81,14,list_insert,unfold,pred
5,36,81,15,appendLemmaLoopBody,pre,pred
5,38,81,16,list_insert,fold,pred
5,40,81,17,appendLemmaLoopBody,pre,pred
5,43,81,18,appendLemmaAfterLoopBody,pre,bool
5,45,81,19,create_list,fold,pred
5,47,81,20,list_insert,fold,pred
5,48,81,21,appendLemmaAfterLoopBody,pre,pred
5,51,81,22,list_insert,inv,acc
5,53,81,23,main,inv,bool
5,55,81,24,appendLemmaLoopBody,unfold,pred
5,57,81,25,sortedSegHelper,pred,acc
5,60,81,26,create_list,pre,bool
5,62,81,27,list_insert,inv,pred
5,65,81,28,sortedSegHelper,pred,bool
5,68,81,29,create_list,fold,pred
5,70,81,30,appendLemmaAfterLoopBody,fold,pred
5,73,81,31,appendLemmaAfterLoopBody,unfold,pred
5,76,81,32,appendLemmaLoopBody,pre,bool
5,79,81,33,appendLemmaAfterLoopBody,post,acc
5,83,81,34,sortedSegHelper,pred,acc
5,86,81,35,appendLemmaAfterLoopBody,unfold,pred
5,89,81,36,list_insert,inv,acc
5,92,81,37,list_insert,inv,pred
5,95,81,38,appendLemmaAfterLoopBody,pre,acc
5,99,81,39,appendLemmaAfterLoopBody,pre,bool
5,102,81,40,appendLemmaLoopBody,pre,bool
5,105,81,41,list_insert,inv,bool
5,108,81,42,appendLemmaLoopBody,pre,bool
5,111,81,43,appendLemmaLoopBody,pre,acc
5,114,81,44,sortedSeg,pred,bool
5,116,81,45,appendLemmaLoopBody,post,bool
5,120,81,46,list_insert,fold,pred
5,123,81,47,list_insert,pre,pred
5,126,81,48,list_insert,fold,pred
5,131,81,49,list_insert,inv,acc
5,132,81,50,appendLemmaLoopBody,unfold,pred
5,137,81,51,sortedSeg,pred,acc
5,141,81,52,appendLemmaLoopBody,post,bool
5,145,81,53,sorted,pred,pred
5,150,81,54,list_insert,fold,pred
5,155,81,55,sorted,pred,rem_imp
5,158,81,56,main,inv,pred
5,162,81,57,list_insert,inv,acc
5,167,81,58,appendLemmaAfterLoopBody,pre,pred
5,171,81,59,appendLemmaAfterLoopBody,pre,acc
5,175,81,60,appendLemmaLoopBody,post,pred
5,178,81,61,list_insert,unfold,pred
5,183,81,62,appendLemmaAfterLoopBody,post,pred
5,186,81,63,list_insert,fold,pred
5,190,81,64,main,inv,bool
5,194,81,65,appendLemmaLoopBody,pre,pred
5,197,81,66,main,inv,rem_imp
5,202,81,67,list_insert,fold,pred
5,204,81,68,appendLemmaLoopBody,pre,bool
5,210,81,69,appendLemmaLoopBody,pre,acc
5,213,81,70,sortedSeg,pred,acc
5,217,81,71,appendLemmaLoopBody,post,acc
5,220,81,72,appendLemmaAfterLoopBody,pre,bool
5,225,81,73,list_insert,unfold,pred
5,230,81,74,sortedSeg,pred,pred
5,233,81,75,appendLemmaAfterLoopBody,pre,bool
5,239,81,76,main,post,bool
5,243,81,77,appendLemmaLoopBody,post,pred
5,247,81,78,appendLemmaAfterLoopBody,pre,acc
5,250,81,79,main,post,rem_imp
5,256,81,80,appendLemmaLoopBody,post,acc
5,260,81,81,appendLemmaLoopBody,fold,pred
5,266,81,82,create_list,fold,pred
5,270,81,83,appendLemmaLoopBody,pre,acc
5,275,81,84,appendLemmaAfterLoopBody,fold,pred
5,280,81,85,appendLemmaAfterLoopBody,pre,bool
5,285,81,86,create_list,post,rem_imp
5,290,81,87,list_insert,post,pred
5,297,81,88,sortedSegHelper,pred,bool
5,300,81,89,appendLemmaLoopBody,pre,bool
5,305,81,90,list_insert,unfold,pred
5,310,81,91,appendLemmaLoopBody,post,bool
5,315,81,92,appendLemmaLoopBody,pre,bool
5,321,81,93,create_list,pre,rem_imp
5,328,81,94,list_insert,unfold,pred
5,335,81,95,list_insert,inv,bool
5,340,81,96,main,pre,bool
5,343,81,97,appendLemmaAfterLoopBody,post,rem_imp
5,348,81,98,appendLemmaLoopBody,post,rem_imp
5,353,81,99,main,pre,rem_imp
5,357,81,100,appendLemmaLoopBody,pre,acc
5,362,81,101,sortedSeg,pred,rem_imp
5,367,81,102,list_insert,fold,pred
5,372,81,103,list_insert,pre,rem_imp
5,375,81,104,appendLemmaAfterLoopBody,pre,bool
5,381,81,105,appendLemmaAfterLoopBody,pre,rem_imp
5,386,81,106,appendLemmaLoopBody,pre,rem_imp
5,391,81,107,sortedSegHelper,pred,rem_imp
5,397,81,108,list_insert,post,rem_imp
5,403,81,109,list_insert,inv,rem_imp
