permutation_id,measurement_id,program_id,program_name,level_id,iter,mean,spec_type,expr_type
5190,786277,2,composite,47,1,3.27523022E8,pred,acc
5190,786278,2,composite,47,1,3830100.0,pred,acc
5190,786279,2,composite,47,1,2.47593735E8,pred,acc
5191,775443,5,list,42,1,1727699.0,post,pred
5191,775444,5,list,42,1,9.64787967E8,post,pred
5191,775445,5,list,42,1,2.9622132E7,post,pred
5191,775446,5,list,42,1,2.45300712E8,post,pred
5192,710437,6,bst,148,1,6005909.0,fold,pred
5192,710438,6,bst,148,1,2.97440977E8,fold,pred
5192,710439,6,bst,148,1,6787455.0,fold,pred
5192,710440,6,bst,148,1,2.83773704E8,fold,pred
5193,812284,4,avlja,57,1,3343486.0,inv,bool
5193,812285,4,avlja,57,1,3.082647013E9,inv,bool
5193,812286,4,avlja,57,1,1.6424188E7,inv,bool
5193,812287,4,avlja,57,1,7.6147605E8,inv,bool
5194,797749,2,composite,48,1,3385199.0,pred,acc
5194,797750,2,composite,48,1,3.42458381E8,pred,acc
5194,797751,2,composite,48,1,3928490.0,pred,acc
5194,797752,2,composite,48,1,2.51292277E8,pred,acc
5197,761846,5,list,43,1,1699180.0,pre,bool
5197,761847,5,list,43,1,9.57673523E8,pre,bool
5197,761848,5,list,43,1,2.9907736E7,pre,bool
5197,761849,5,list,43,1,2.46203212E8,pre,bool
5198,724406,6,bst,149,1,5924313.0,inv,rem_imp
5198,724407,6,bst,149,1,2.96203977E8,inv,rem_imp
5198,724408,6,bst,149,1,6777581.0,inv,rem_imp
5198,724409,6,bst,149,1,2.83284679E8,inv,rem_imp
5199,766522,4,avlja,58,1,3336344.0,pred,acc
5199,766523,4,avlja,58,1,3.206913985E9,pred,acc
5199,766524,4,avlja,58,1,1.6744046E7,pred,acc
5199,766525,4,avlja,58,1,7.61591439E8,pred,acc
5201,735647,5,list,44,1,1912340.0,unfold,pred
5201,735648,5,list,44,1,8.50465549E8,unfold,pred
