permutation_id,measurement_id,program_id,program_name,level_id,iter,mean,spec_type,expr_type
10,726563,5,list,1,1,1340014.0,post,bool
10,726564,5,list,1,1,3.75919639E8,post,bool
10,726565,5,list,1,1,5907557.0,post,bool
10,726566,5,list,1,1,1.54154059E8,post,bool
12,800916,5,list,2,1,1368648.0,post,pred
12,800917,5,list,2,1,3.75169218E8,post,pred
12,800918,5,list,2,1,5938300.0,post,pred
12,800919,5,list,2,1,1.55509682E8,post,pred
13,807901,5,list,3,1,1399419.0,post,acc
13,807902,5,list,3,1,3.74132702E8,post,acc
13,807903,5,list,3,1,6165640.0,post,acc
13,807904,5,list,3,1,1.52808575E8,post,acc
15,751662,5,list,4,1,1385949.0,inv,bool
15,751663,5,list,4,1,3.74516079E8,inv,bool
15,751664,5,list,4,1,6180741.0,inv,bool
15,751665,5,list,4,1,1.52527587E8,inv,bool
17,771009,5,list,5,1,1374986.0,post,bool
17,771010,5,list,5,1,3.7489112E8,post,bool
17,771011,5,list,5,1,6116970.0,post,bool
17,771012,5,list,5,1,1.55666019E8,post,bool
19,771478,5,list,6,1,1403477.0,fold,pred
19,771479,5,list,6,1,3.78643614E8,fold,pred
19,771480,5,list,6,1,6189017.0,fold,pred
19,771481,5,list,6,1,1.55634382E8,fold,pred
21,720645,5,list,7,1,1339540.0,pred,pred
21,720646,5,list,7,1,3.85761247E8,pred,pred
21,720647,5,list,7,1,6290496.0,pred,pred
21,720648,5,list,7,1,1.56954663E8,pred,pred
23,761603,5,list,8,1,1426230.0,pre,bool
23,761604,5,list,8,1,3.89979768E8,pre,bool
23,761605,5,list,8,1,6919093.0,pre,bool
23,761606,5,list,8,1,1.63460189E8,pre,bool
24,702684,5,list,9,1,1500500.0,fold,pred
24,702685,5,list,9,1,3.80678046E8,fold,pred
24,702686,5,list,9,1,6475094.0,fold,pred
24,702687,5,list,9,1,1.5896516E8,fold,pred
26,757305,5,list,10,1,1503534.0,fold,pred
26,757306,5,list,10,1,3.65839982E8,fold,pred
26,757307,5,list,10,1,6595130.0,fold,pred
26,757308,5,list,10,1,1.6066094E8,fold,pred
28,759732,5,list,11,1,1447252.0,pre,acc
28,759733,5,list,11,1,3.63270972E8,pre,acc
28,759734,5,list,11,1,6656906.0,pre,acc
28,759735,5,list,11,1,1.59717275E8,pre,acc
30,740881,5,list,12,1,1497579.0,pred,bool
30,740882,5,list,12,1,3.76062304E8,pred,bool
30,740883,5,list,12,1,6631419.0,pred,bool
30,740884,5,list,12,1,1.62545527E8,pred,bool
32,809418,5,list,13,1,1657324.0,unfold,pred
32,809419,5,list,13,1,3.87140935E8,unfold,pred
32,809420,5,list,13,1,7390476.0,unfold,pred
32,809421,5,list,13,1,1.64080296E8,unfold,pred
34,707182,5,list,14,1,1549413.0,unfold,pred
34,707183,5,list,14,1,3.81911366E8,unfold,pred
34,707184,5,list,14,1,7011510.0,unfold,pred
34,707185,5,list,14,1,1.67956348E8,unfold,pred
36,728344,5,list,15,1,1572842.0,pre,pred
36,728345,5,list,15,1,3.93375174E8,pre,pred
36,728346,5,list,15,1,8250252.0,pre,pred
36,728347,5,list,15,1,1.73392826E8,pre,pred
38,805011,5,list,16,1,1695811.0,fold,pred
38,805012,5,list,16,1,4.06098754E8,fold,pred
38,805013,5,list,16,1,8906698.0,fold,pred
38,805014,5,list,16,1,1.74895329E8,fold,pred
40,735876,5,list,17,1,1560829.0,pre,pred
40,735877,5,list,17,1,4.05202418E8,pre,pred
40,735878,5,list,17,1,1.099437E7,pre,pred
40,735879,5,list,17,1,1.9218561E8,pre,pred
43,724471,5,list,18,1,1591655.0,pre,bool
43,724472,5,list,18,1,4.00714211E8,pre,bool
43,724473,5,list,18,1,1.1139094E7,pre,bool
43,724474,5,list,18,1,1.91798234E8,pre,bool
45,807413,5,list,19,1,1576448.0,fold,pred
45,807414,5,list,19,1,4.06809518E8,fold,pred
45,807415,5,list,19,1,1.1095688E7,fold,pred
45,807416,5,list,19,1,1.89099901E8,fold,pred
47,748150,5,list,20,1,1507093.0,fold,pred
47,748151,5,list,20,1,4.19480901E8,fold,pred
47,748152,5,list,20,1,1.1179838E7,fold,pred
47,748153,5,list,20,1,1.92711579E8,fold,pred
48,731532,5,list,21,1,1609454.0,pre,pred
48,731533,5,list,21,1,4.24289126E8,pre,pred
48,731534,5,list,21,1,1.3147314E7,pre,pred
48,731535,5,list,21,1,1.97532025E8,pre,pred
51,837017,5,list,22,1,1836452.0,inv,acc
51,837018,5,list,22,1,4.14271313E8,inv,acc
51,837019,5,list,22,1,1.0248372E7,inv,acc
51,837020,5,list,22,1,1.62582597E8,inv,acc
53,742012,5,list,23,1,1612905.0,inv,bool
53,742013,5,list,23,1,4.01225158E8,inv,bool
53,742014,5,list,23,1,9574657.0,inv,bool
53,742015,5,list,23,1,1.62184957E8,inv,bool
55,788292,5,list,24,1,1815770.0,unfold,pred
55,788293,5,list,24,1,4.20479793E8,unfold,pred
55,788294,5,list,24,1,1.0552641E7,unfold,pred
55,788295,5,list,24,1,1.68810797E8,unfold,pred
57,718661,5,list,25,1,1577862.0,pred,acc
57,718662,5,list,25,1,4.34256337E8,pred,acc
57,718663,5,list,25,1,1.0185556E7,pred,acc
57,718664,5,list,25,1,1.73900973E8,pred,acc
60,753678,5,list,26,1,1856325.0,pre,bool
60,753679,5,list,26,1,4.2194242E8,pre,bool
60,753680,5,list,26,1,1.0454499E7,pre,bool
60,753681,5,list,26,1,1.73679973E8,pre,bool
62,804276,5,list,27,1,1617215.0,inv,pred
62,804277,5,list,27,1,4.68689841E8,inv,pred
62,804278,5,list,27,1,1.0744349E7,inv,pred
62,804279,5,list,27,1,1.69281003E8,inv,pred
65,768783,5,list,28,1,1643480.0,pred,bool
65,768784,5,list,28,1,4.45800915E8,pred,bool
65,768785,5,list,28,1,1.0094187E7,pred,bool
65,768786,5,list,28,1,1.6814187E8,pred,bool
68,777846,5,list,29,1,1619577.0,fold,pred
68,777847,5,list,29,1,4.58173934E8,fold,pred
68,777848,5,list,29,1,1.0672021E7,fold,pred
68,777849,5,list,29,1,1.67413473E8,fold,pred
70,719430,5,list,30,1,1723651.0,fold,pred
70,719431,5,list,30,1,4.43924322E8,fold,pred
70,719432,5,list,30,1,1.1494615E7,fold,pred
70,719433,5,list,30,1,1.7884043E8,fold,pred
73,742608,5,list,31,1,1710837.0,unfold,pred
73,742609,5,list,31,1,4.45683093E8,unfold,pred
73,742610,5,list,31,1,1.1976548E7,unfold,pred
73,742611,5,list,31,1,1.85913525E8,unfold,pred
76,734329,5,list,32,1,1708029.0,pre,bool
76,734330,5,list,32,1,4.48751949E8,pre,bool
76,734331,5,list,32,1,1.1954766E7,pre,bool
76,734332,5,list,32,1,1.86695162E8,pre,bool
79,767799,5,list,33,1,1751025.0,post,acc
79,767800,5,list,33,1,4.56714135E8,post,acc
79,767801,5,list,33,1,1.2849093E7,post,acc
79,767802,5,list,33,1,1.89755156E8,post,acc
83,701919,5,list,34,1,1756532.0,pred,acc
83,701920,5,list,34,1,4.50471268E8,pred,acc
83,701921,5,list,34,1,1.3090733E7,pred,acc
83,701922,5,list,34,1,1.87335754E8,pred,acc
86,775916,5,list,35,1,1954382.0,unfold,pred
86,775917,5,list,35,1,4.84759781E8,unfold,pred
86,775918,5,list,35,1,1.436208E7,unfold,pred
86,775919,5,list,35,1,1.95040217E8,unfold,pred
89,763418,5,list,36,1,1949014.0,inv,acc
89,763419,5,list,36,1,5.72798098E8,inv,acc
89,763420,5,list,36,1,1.4753772E7,inv,acc
89,763421,5,list,36,1,1.98459656E8,inv,acc
92,708800,5,list,37,1,1842585.0,inv,pred
92,708801,5,list,37,1,6.1277318E8,inv,pred
92,708802,5,list,37,1,1.7951574E7,inv,pred
92,708803,5,list,37,1,2.31933009E8,inv,pred
95,723657,5,list,38,1,1800604.0,pre,acc
95,723658,5,list,38,1,6.07285255E8,pre,acc
95,723659,5,list,38,1,1.8447079E7,pre,acc
95,723660,5,list,38,1,2.34176954E8,pre,acc
99,705036,5,list,39,1,1758950.0,pre,bool
99,705037,5,list,39,1,6.18171565E8,pre,bool
99,705038,5,list,39,1,1.9256643E7,pre,bool
99,705039,5,list,39,1,2.33717335E8,pre,bool
102,766964,5,list,40,1,1792638.0,pre,bool
102,766965,5,list,40,1,6.1153931E8,pre,bool
102,766966,5,list,40,1,1.9214803E7,pre,bool
102,766967,5,list,40,1,2.33074254E8,pre,bool
105,725912,5,list,41,1,1819249.0,inv,bool
105,725913,5,list,41,1,7.17667488E8,inv,bool
105,725914,5,list,41,1,2.2098563E7,inv,bool
105,725915,5,list,41,1,2.51526441E8,inv,bool
108,798616,5,list,42,1,1792031.0,pre,bool
108,798617,5,list,42,1,7.35319791E8,pre,bool
108,798618,5,list,42,1,2.3115861E7,pre,bool
108,798619,5,list,42,1,2.52188812E8,pre,bool
111,800078,5,list,43,1,1769661.0,pre,acc
111,800079,5,list,43,1,7.24345634E8,pre,acc
111,800080,5,list,43,1,2.5111302E7,pre,acc
111,800081,5,list,43,1,2.55803282E8,pre,acc
114,843315,5,list,44,1,1798345.0,pred,bool
114,843316,5,list,44,1,7.25168703E8,pred,bool
114,843317,5,list,44,1,2.356816E7,pred,bool
114,843318,5,list,44,1,2.53854847E8,pred,bool
116,841350,5,list,45,1,1811068.0,post,bool
116,841351,5,list,45,1,7.31374869E8,post,bool
116,841352,5,list,45,1,2.3438381E7,post,bool
116,841354,5,list,45,1,2.53508287E8,post,bool
120,720506,5,list,46,1,1784848.0,fold,pred
120,720507,5,list,46,1,7.35569178E8,fold,pred
120,720508,5,list,46,1,2.5294658E7,fold,pred
120,720509,5,list,46,1,2.79571484E8,fold,pred
123,697725,5,list,47,1,2127888.0,pre,pred
123,697726,5,list,47,1,7.22364832E8,pre,pred
123,697727,5,list,47,1,2.556798E7,pre,pred
123,697728,5,list,47,1,2.80020878E8,pre,pred
126,845007,5,list,48,1,2070682.0,fold,pred
126,845008,5,list,48,1,8.82939158E8,fold,pred
126,845009,5,list,48,1,3.5627215E7,fold,pred
126,845010,5,list,48,1,3.63771871E8,fold,pred
131,850122,5,list,49,1,2098181.0,inv,acc
131,850123,5,list,49,1,9.9054384E8,inv,acc
131,850124,5,list,49,1,2.8536825E7,inv,acc
131,850125,5,list,49,1,2.88015471E8,inv,acc
132,751517,5,list,50,1,1823588.0,unfold,pred
132,751518,5,list,50,1,9.90904457E8,unfold,pred
132,751519,5,list,50,1,2.8557607E7,unfold,pred
132,751520,5,list,50,1,2.92637223E8,unfold,pred
137,842546,5,list,51,1,1846544.0,pred,acc
137,842547,5,list,51,1,1.080110776E9,pred,acc
137,842548,5,list,51,1,2.3066509E7,pred,acc
137,842549,5,list,51,1,2.67570991E8,pred,acc
141,753685,5,list,52,1,1890724.0,post,bool
141,753686,5,list,52,1,1.100374245E9,post,bool
141,753687,5,list,52,1,2.3976699E7,post,bool
141,753688,5,list,52,1,2.67718497E8,post,bool
142,730568,2,composite,1,1,2894361.0,fold,pred
142,730569,2,composite,1,1,2.29069821E8,fold,pred
142,730570,2,composite,1,1,1762643.0,fold,pred
142,730571,2,composite,1,1,1.02882376E8,fold,pred
145,847066,5,list,53,1,2133486.0,pred,pred
145,847067,5,list,53,1,1.132845992E9,pred,pred
145,847068,5,list,53,1,2.6185096E7,pred,pred
145,847069,5,list,53,1,2.7388182E8,pred,pred
146,835582,2,composite,2,1,2913195.0,pred,pred
146,835583,2,composite,2,1,2.30420394E8,pred,pred
146,835584,2,composite,2,1,1739435.0,pred,pred
146,835585,2,composite,2,1,1.03839355E8,pred,pred
149,837135,2,composite,3,1,2834105.0,pred,acc
149,837137,2,composite,3,1,2.36959948E8,pred,acc
149,837138,2,composite,3,1,1783608.0,pred,acc
149,837139,2,composite,3,1,1.04325272E8,pred,acc
150,720160,5,list,54,1,1898639.0,fold,pred
150,720161,5,list,54,1,1.245943537E9,fold,pred
150,720162,5,list,54,1,2.9599467E7,fold,pred
150,720163,5,list,54,1,3.34374286E8,fold,pred
153,719319,2,composite,4,1,2937663.0,fold,pred
153,719320,2,composite,4,1,2.32099048E8,fold,pred
153,719321,2,composite,4,1,1863954.0,fold,pred
153,719322,2,composite,4,1,1.05206151E8,fold,pred
155,780623,5,list,55,1,1803554.0,pred,rem_imp
155,780624,5,list,55,1,1.246083443E9,pred,rem_imp
155,780625,5,list,55,1,3.1225158E7,pred,rem_imp
155,780626,5,list,55,1,3.368705E8,pred,rem_imp
157,697963,2,composite,5,1,3077106.0,pred,pred
157,697964,2,composite,5,1,2.44264949E8,pred,pred
157,697965,2,composite,5,1,1915306.0,pred,pred
157,697966,2,composite,5,1,1.04779976E8,pred,pred
158,741807,5,list,56,1,1933807.0,inv,pred
158,741808,5,list,56,1,1.24485407E9,inv,pred
158,741809,5,list,56,1,2.9643463E7,inv,pred
158,741810,5,list,56,1,3.34761764E8,inv,pred
161,819224,2,composite,6,1,3303954.0,fold,pred
161,819225,2,composite,6,1,2.48402217E8,fold,pred
161,819226,2,composite,6,1,1856449.0,fold,pred
161,819227,2,composite,6,1,1.0459524E8,fold,pred
162,709898,5,list,57,1,1883901.0,inv,acc
162,709899,5,list,57,1,1.507312073E9,inv,acc
162,709900,5,list,57,1,3.0743055E7,inv,acc
162,709901,5,list,57,1,3.41667927E8,inv,acc
165,731181,2,composite,7,1,2960277.0,pred,acc
165,731182,2,composite,7,1,2.42380026E8,pred,acc
165,731183,2,composite,7,1,1857842.0,pred,acc
165,731184,2,composite,7,1,1.04308842E8,pred,acc
167,851650,5,list,58,1,2152092.0,pre,pred
167,851651,5,list,58,1,1.553157626E9,pre,pred
167,851652,5,list,58,1,3.7301427E7,pre,pred
167,851653,5,list,58,1,3.56259989E8,pre,pred
169,797380,2,composite,8,1,3066275.0,unfold,pred
169,797381,2,composite,8,1,2.39900564E8,unfold,pred
169,797382,2,composite,8,1,1899485.0,unfold,pred
169,797383,2,composite,8,1,1.05487475E8,unfold,pred
171,729247,5,list,59,1,1942275.0,pre,acc
171,729248,5,list,59,1,1.518031979E9,pre,acc
171,729249,5,list,59,1,3.485854E7,pre,acc
171,729250,5,list,59,1,3.49090207E8,pre,acc
172,791256,2,composite,9,1,2993945.0,pre,pred
172,791257,2,composite,9,1,2.44465874E8,pre,pred
172,791258,2,composite,9,1,1957906.0,pre,pred
172,791259,2,composite,9,1,1.09140456E8,pre,pred
175,709261,5,list,60,1,1966706.0,post,pred
175,709262,5,list,60,1,1.51571716E9,post,pred
175,709263,5,list,60,1,3.9547204E7,post,pred
175,709264,5,list,60,1,3.4713568E8,post,pred
176,765223,2,composite,10,1,2928412.0,pred,bool
176,765224,2,composite,10,1,2.46297674E8,pred,bool
176,765225,2,composite,10,1,2044527.0,pred,bool
176,765226,2,composite,10,1,1.09115308E8,pred,bool
178,752974,5,list,61,1,2010064.0,unfold,pred
178,752975,5,list,61,1,1.610050547E9,unfold,pred
178,752976,5,list,61,1,3.1717967E7,unfold,pred
178,752977,5,list,61,1,3.09602593E8,unfold,pred
180,713647,2,composite,11,1,3164047.0,pred,acc
180,713648,2,composite,11,1,2.50655696E8,pred,acc
180,713649,2,composite,11,1,1976159.0,pred,acc
180,713650,2,composite,11,1,1.10422865E8,pred,acc
183,712120,5,list,62,1,1936858.0,post,pred
183,712121,5,list,62,1,1.615554876E9,post,pred
183,712122,5,list,62,1,3.4617641E7,post,pred
183,712123,5,list,62,1,3.12591923E8,post,pred
185,723634,2,composite,12,1,2991657.0,post,pred
185,723635,2,composite,12,1,2.57035841E8,post,pred
185,723636,2,composite,12,1,1984083.0,post,pred
185,723637,2,composite,12,1,1.11019466E8,post,pred
186,761053,5,list,63,1,2254530.0,fold,pred
186,761054,5,list,63,1,1.652218063E9,fold,pred
186,761055,5,list,63,1,3.6739103E7,fold,pred
186,761056,5,list,63,1,3.15216572E8,fold,pred
189,749688,2,composite,13,1,3008791.0,pred,acc
189,749689,2,composite,13,1,2.46416011E8,pred,acc
189,749690,2,composite,13,1,2014909.0,pred,acc
189,749691,2,composite,13,1,1.11654611E8,pred,acc
190,747932,5,list,64,1,1995480.0,inv,bool
190,747933,5,list,64,1,1.627545827E9,inv,bool
190,747934,5,list,64,1,3.4567897E7,inv,bool
190,747935,5,list,64,1,3.14544533E8,inv,bool
193,752565,2,composite,14,1,3009159.0,post,pred
193,752566,2,composite,14,1,2.44203736E8,post,pred
193,752567,2,composite,14,1,2007942.0,post,pred
193,752568,2,composite,14,1,1.11996873E8,post,pred
194,695905,5,list,65,1,2170072.0,pre,pred
194,695906,5,list,65,1,1.638232745E9,pre,pred
194,695907,5,list,65,1,3.528855E7,pre,pred
194,695908,5,list,65,1,3.18054335E8,pre,pred
197,846912,5,list,66,1,2001502.0,inv,rem_imp
197,846913,5,list,66,1,1.642206245E9,inv,rem_imp
197,846914,5,list,66,1,3.4733395E7,inv,rem_imp
197,846915,5,list,66,1,3.10685367E8,inv,rem_imp
198,759145,2,composite,15,1,3012342.0,pre,pred
198,759146,2,composite,15,1,2.56293602E8,pre,pred
198,759147,2,composite,15,1,2222383.0,pre,pred
198,759148,2,composite,15,1,1.14138271E8,pre,pred
200,705778,2,composite,16,1,3068315.0,fold,pred
200,705779,2,composite,16,1,2.44500461E8,fold,pred
200,705780,2,composite,16,1,2094581.0,fold,pred
200,705781,2,composite,16,1,1.14375108E8,fold,pred
202,724311,5,list,67,1,2032830.0,fold,pred
202,724312,5,list,67,1,1.680610697E9,fold,pred
202,724313,5,list,67,1,3.5285874E7,fold,pred
202,724314,5,list,67,1,3.15301842E8,fold,pred
204,697858,5,list,68,1,2186050.0,pre,bool
204,697859,5,list,68,1,1.673819227E9,pre,bool
204,697860,5,list,68,1,3.5998847E7,pre,bool
204,697861,5,list,68,1,3.13972076E8,pre,bool
205,713449,2,composite,17,1,3067360.0,post,pred
205,713450,2,composite,17,1,2.44824608E8,post,pred
205,713451,2,composite,17,1,2181695.0,post,pred
205,713452,2,composite,17,1,1.2402486E8,post,pred
209,765002,2,composite,18,1,3028670.0,post,pred
209,765003,2,composite,18,1,2.46275955E8,post,pred
209,765004,2,composite,18,1,2174268.0,post,pred
209,765005,2,composite,18,1,1.24034643E8,post,pred
210,754935,5,list,69,1,2062986.0,pre,acc
210,754936,5,list,69,1,1.683200425E9,pre,acc
210,754937,5,list,69,1,3.5898261E7,pre,acc
210,754938,5,list,69,1,3.16096335E8,pre,acc
213,695091,5,list,70,1,2383713.0,pred,acc
213,695092,5,list,70,1,1.755194418E9,pred,acc
213,695093,5,list,70,1,3.9348472E7,pred,acc
213,695094,5,list,70,1,3.28809827E8,pred,acc
215,743263,2,composite,19,1,3477616.0,pred,acc
215,743264,2,composite,19,1,2.59932952E8,pred,acc
215,743265,2,composite,19,1,2340715.0,pred,acc
215,743266,2,composite,19,1,1.2959332E8,pred,acc
217,839117,5,list,71,1,2250458.0,post,acc
217,839118,5,list,71,1,1.787739087E9,post,acc
217,839119,5,list,71,1,4.2812323E7,post,acc
217,839120,5,list,71,1,3.31294379E8,post,acc
219,739124,2,composite,20,1,3062371.0,unfold,pred
219,739125,2,composite,20,1,2.50156523E8,unfold,pred
219,739126,2,composite,20,1,2214584.0,unfold,pred
219,739127,2,composite,20,1,1.2503056E8,unfold,pred
220,795545,5,list,72,1,2242123.0,pre,bool
220,795546,5,list,72,1,1.756342823E9,pre,bool
220,795547,5,list,72,1,4.0436759E7,pre,bool
220,795548,5,list,72,1,3.30302916E8,pre,bool
223,772806,2,composite,21,1,3061074.0,pred,acc
223,772807,2,composite,21,1,2.62392126E8,pred,acc
223,772808,2,composite,21,1,2244229.0,pred,acc
223,772809,2,composite,21,1,1.25920536E8,pred,acc
225,708640,5,list,73,1,1996837.0,unfold,pred
225,708641,5,list,73,1,1.768583787E9,unfold,pred
225,708642,5,list,73,1,3.7005684E7,unfold,pred
225,708643,5,list,73,1,3.26292048E8,unfold,pred
227,836787,2,composite,22,1,3206337.0,pred,bool
227,836788,2,composite,22,1,2.71917825E8,pred,bool
227,836789,2,composite,22,1,2176569.0,pred,bool
227,836790,2,composite,22,1,1.26756154E8,pred,bool
230,757600,5,list,74,1,2016613.0,pred,pred
230,757601,5,list,74,1,2.03595036E9,pred,pred
230,757602,5,list,74,1,4.5845991E7,pred,pred
230,757603,5,list,74,1,3.65222627E8,pred,pred
231,773182,2,composite,23,1,3462144.0,post,pred
231,773183,2,composite,23,1,2.79823583E8,post,pred
231,773184,2,composite,23,1,2365531.0,post,pred
231,773185,2,composite,23,1,1.27574395E8,post,pred
233,835247,5,list,75,1,2071004.0,pre,bool
233,835248,5,list,75,1,2.057705523E9,pre,bool
233,835249,5,list,75,1,4.9851325E7,pre,bool
233,835250,5,list,75,1,3.68506692E8,pre,bool
235,796870,2,composite,24,1,3489252.0,fold,pred
235,796871,2,composite,24,1,2.72884946E8,fold,pred
235,796872,2,composite,24,1,2315322.0,fold,pred
235,796873,2,composite,24,1,1.26913808E8,fold,pred
238,785413,2,composite,25,1,3450141.0,post,pred
238,785414,2,composite,25,1,2.69292811E8,post,pred
238,785415,2,composite,25,1,2365814.0,post,pred
238,785416,2,composite,25,1,1.2736386E8,post,pred
239,762573,5,list,76,1,2035637.0,post,bool
239,762574,5,list,76,1,2.044691332E9,post,bool
239,762575,5,list,76,1,4.5947358E7,post,bool
239,762576,5,list,76,1,3.699117E8,post,bool
242,758688,2,composite,26,1,3292647.0,pred,bool
242,758689,2,composite,26,1,2.68503283E8,pred,bool
242,758690,2,composite,26,1,2212626.0,pred,bool
242,758691,2,composite,26,1,1.2736167E8,pred,bool
243,736341,5,list,77,1,2042402.0,post,pred
243,736342,5,list,77,1,2.050345434E9,post,pred
243,736343,5,list,77,1,4.8976621E7,post,pred
243,736344,5,list,77,1,3.77199457E8,post,pred
245,720108,2,composite,27,1,3121993.0,pred,bool
245,720109,2,composite,27,1,2.69557882E8,pred,bool
245,720110,2,composite,27,1,2329323.0,pred,bool
245,720111,2,composite,27,1,1.271734E8,pred,bool
247,775342,5,list,78,1,2043974.0,pre,acc
247,775343,5,list,78,1,2.072023324E9,pre,acc
247,775344,5,list,78,1,5.1459099E7,pre,acc
247,775345,5,list,78,1,3.76509865E8,pre,acc
250,831518,5,list,79,1,2095272.0,post,rem_imp
250,831519,5,list,79,1,2.071051809E9,post,rem_imp
250,831520,5,list,79,1,5.5830335E7,post,rem_imp
250,831521,5,list,79,1,3.76190433E8,post,rem_imp
251,736836,2,composite,28,1,3141807.0,pre,bool
251,736837,2,composite,28,1,2.66919455E8,pre,bool
251,736838,2,composite,28,1,2296077.0,pre,bool
251,736839,2,composite,28,1,1.28071114E8,pre,bool
255,695632,2,composite,29,1,3339287.0,unfold,pred
255,695633,2,composite,29,1,2.74311779E8,unfold,pred
255,695634,2,composite,29,1,2516931.0,unfold,pred
255,695635,2,composite,29,1,1.26608455E8,unfold,pred
256,774176,5,list,80,1,2058584.0,post,acc
256,774177,5,list,80,1,2.078544951E9,post,acc
256,774178,5,list,80,1,5.2786599E7,post,acc
256,774179,5,list,80,1,3.77119245E8,post,acc
259,755889,2,composite,30,1,3172921.0,inv,pred
259,755890,2,composite,30,1,2.70726607E8,inv,pred
259,755891,2,composite,30,1,2294215.0,inv,pred
259,755892,2,composite,30,1,1.27265746E8,inv,pred
260,735866,5,list,81,1,2113360.0,fold,pred
260,735867,5,list,81,1,2.063624925E9,fold,pred
260,735868,5,list,81,1,5.5211358E7,fold,pred
260,735869,5,list,81,1,3.83409176E8,fold,pred
262,718940,4,avlja,1,1,2791576.0,assert,bool
262,718941,4,avlja,1,1,2.42534279E8,assert,bool
262,718942,4,avlja,1,1,2620137.0,assert,bool
262,718943,4,avlja,1,1,1.44054116E8,assert,bool
264,735435,2,composite,31,1,3166046.0,unfold,pred
264,735436,2,composite,31,1,2.69905061E8,unfold,pred
264,735437,2,composite,31,1,2222788.0,unfold,pred
264,735438,2,composite,31,1,1.26227311E8,unfold,pred
266,835449,5,list,82,1,2141361.0,fold,pred
266,835450,5,list,82,1,2.162938026E9,fold,pred
266,835451,5,list,82,1,5.9829175E7,fold,pred
266,835452,5,list,82,1,3.87562617E8,fold,pred
267,785360,4,avlja,2,1,3193851.0,unfold,pred
267,785361,4,avlja,2,1,2.42336795E8,unfold,pred
267,785362,4,avlja,2,1,2930659.0,unfold,pred
267,785363,4,avlja,2,1,1.52311252E8,unfold,pred
269,772766,2,composite,32,1,3169757.0,fold,pred
269,772767,2,composite,32,1,2.70261245E8,fold,pred
269,772768,2,composite,32,1,2348825.0,fold,pred
269,772769,2,composite,32,1,1.25787476E8,fold,pred
270,768538,5,list,83,1,4811498.0,pre,acc
270,768539,5,list,83,1,2.100161624E9,pre,acc
270,768540,5,list,83,1,5.5693323E7,pre,acc
270,768541,5,list,83,1,3.79770033E8,pre,acc
271,753933,4,avlja,3,1,3181918.0,pre,bool
271,753934,4,avlja,3,1,2.48913061E8,pre,bool
271,753935,4,avlja,3,1,2952088.0,pre,bool
271,753936,4,avlja,3,1,1.52411499E8,pre,bool
274,828459,2,composite,33,1,3155587.0,pred,pred
274,828460,2,composite,33,1,2.69655277E8,pred,pred
274,828461,2,composite,33,1,2245657.0,pred,pred
274,828462,2,composite,33,1,1.25922768E8,pred,pred
275,822937,5,list,84,1,2158014.0,fold,pred
275,822938,5,list,84,1,2.112060389E9,fold,pred
275,822939,5,list,84,1,6.0528024E7,fold,pred
275,822940,5,list,84,1,3.85542672E8,fold,pred
276,758150,4,avlja,4,1,2981499.0,pre,bool
276,758151,4,avlja,4,1,2.38751671E8,pre,bool
276,758152,4,avlja,4,1,2737960.0,pre,bool
276,758153,4,avlja,4,1,1.50418304E8,pre,bool
279,800058,2,composite,34,1,3613497.0,pred,bool
279,800059,2,composite,34,1,2.77034295E8,pred,bool
279,800060,2,composite,34,1,2423180.0,pred,bool
279,800061,2,composite,34,1,1.28014976E8,pred,bool
280,713248,5,list,85,1,2130668.0,pre,bool
280,713249,5,list,85,1,2.098804697E9,pre,bool
280,713250,5,list,85,1,5.5953756E7,pre,bool
280,713251,5,list,85,1,3.76926731E8,pre,bool
282,696442,4,avlja,5,1,3051873.0,post,bool
282,696443,4,avlja,5,1,2.3805132E8,post,bool
282,696444,4,avlja,5,1,2885319.0,post,bool
282,696445,4,avlja,5,1,1.51296542E8,post,bool
284,809832,2,composite,35,1,3175941.0,inv,rem_imp
284,809833,2,composite,35,1,2.68225647E8,inv,rem_imp
284,809834,2,composite,35,1,2291488.0,inv,rem_imp
284,809835,2,composite,35,1,1.26824756E8,inv,rem_imp
285,720947,5,list,86,1,2185448.0,post,rem_imp
285,720948,5,list,86,1,2.154336184E9,post,rem_imp
285,720949,5,list,86,1,5.5807082E7,post,rem_imp
285,720950,5,list,86,1,3.73253597E8,post,rem_imp
286,717175,4,avlja,6,1,2886949.0,assert,pred
286,717176,4,avlja,6,1,2.40446368E8,assert,pred
286,717177,4,avlja,6,1,2859181.0,assert,pred
286,717178,4,avlja,6,1,1.51603154E8,assert,pred
289,803655,2,composite,36,1,3604700.0,fold,pred
289,803656,2,composite,36,1,2.84407175E8,fold,pred
289,803657,2,composite,36,1,2370498.0,fold,pred
289,803658,2,composite,36,1,1.28473224E8,fold,pred
290,845082,5,list,87,1,2471992.0,post,pred
290,845083,5,list,87,1,2.131190063E9,post,pred
290,845084,5,list,87,1,6.0866653E7,post,pred
290,845085,5,list,87,1,3.82801492E8,post,pred
291,803518,4,avlja,7,1,3017446.0,assert,bool
291,803519,4,avlja,7,1,2.41534418E8,assert,bool
291,803520,4,avlja,7,1,2940905.0,assert,bool
291,803521,4,avlja,7,1,1.51049036E8,assert,bool
294,695257,2,composite,37,1,3501876.0,fold,pred
294,695258,2,composite,37,1,2.76878439E8,fold,pred
294,695259,2,composite,37,1,2603427.0,fold,pred
