"program_id","permutation_id","path_id","level_id","gradual_median","stress","dynamic_median","framing_median","diff","pdiff","example","classification","completion_percentage","context_name","spec_type","expr_type"
4,5383,21,88,41.192052,128,53.1072945,3.578046,-11.012046,-21.1,"avlja","min",46.1,"preOrder","fold","pred"
4,9957,25,96,22.152544,128,17.410918,3.5940115,-8.0683375,-26.7,"avlja","min",50.3,"avlh","pred","bool"
4,8929,24,108,30.448586,128,57.41816,3.6609665,-9.802308,-24.4,"avlja","min",56.5,"preOrder","unfold","pred"
4,13781,31,117,45.0482175,128,57.845825,3.814902,-9.8252985,-17.9,"avlja","min",61.3,"preOrder","unfold","pred"
4,5642,21,130,36.3467345,128,71.2277435,3.5675885,-10.1153935,-21.8,"avlja","min",68.1,"preOrder","unfold","pred"
4,14193,32,132,30.691379,128,65.0446235,4.3243925,-13.1311235,-30,"avlja","min",69.1,"preOrder","fold","pred"
4,13475,30,155,19.5409755,128,88.897313,37.8817375,-22.70443,-53.7,"avlja","min",81.2,"preOrder","pre","rem_imp"
4,10234,25,157,40.7706365,128,56.160895,3.750284,-11.5755055,-22.1,"avlja","min",82.2,"preOrder","unfold","pred"
4,13873,31,163,39.9731515,128,80.886068,4.2732335,-13.725551,-25.6,"avlja","min",85.3,"preOrder","fold","pred"
4,13037,29,168,24.313392,128,78.956242,38.599138,-19.1480155,-44.1,"avlja","min",88,"avlh","pred","rem_imp"
4,14279,32,175,17.9014425,128,95.647362,40.7176135,-20.4279325,-53.3,"avlja","min",91.6,"avlh","pred","rem_imp"
4,13901,31,177,17.3629675,128,95.0868405,38.2381555,-22.348848,-56.3,"avlja","min",92.7,"preOrder","pre","rem_imp"
4,4803,20,182,22.4522085,128,78.9884235,40.8914335,-16.5525425,-42.4,"avlja","min",95.3,"avlh","pred","rem_imp"
4,10342,25,184,15.6585005,128,79.790491,52.1020525,-23.498633,-60,"avlja","min",96.3,"avlh","pred","rem_imp"
4,1374,17,186,22.6597075,128,78.8359515,41.3427435,-16.5494385,-42.2,"avlja","min",97.4,"avlh","pred","rem_imp"
4,8256,23,186,22.3905465,128,78.5830175,40.963382,-18.7359725,-45.6,"avlja","min",97.4,"preOrder","pre","rem_imp"
4,11112,26,186,0.99519,64,23.005892,12.152256,-8.5721325,-89.6,"avlja","min",97.4,"avlh","pred","rem_imp"
4,11112,26,186,2.0223925,128,99.9396895,50.503858,-37.034177,-94.8,"avlja","min",97.4,"avlh","pred","rem_imp"
4,11877,27,186,22.734819,128,78.661214,41.0055665,-16.332082,-41.8,"avlja","min",97.4,"avlh","pred","rem_imp"
4,13091,29,186,14.339097,128,82.857416,50.737736,-8.0195495,-35.9,"avlja","min",97.4,"insert","pre","rem_imp"
4,9402,24,187,25.920636,128,78.995152,40.9031135,-16.3759195,-38.7,"avlja","min",97.9,"avlh","pred","rem_imp"
4,3678,19,188,15.4802185,128,79.4959945,52.032354,-24.053257,-60.8,"avlja","min",98.4,"avlh","pred","rem_imp"
4,7121,22,188,15.253921,128,79.729948,52.277222,-24.304741,-61.4,"avlja","min",98.4,"avlh","pred","rem_imp"
4,12523,28,188,15.5255465,128,79.646463,52.032445,-28.281197,-64.6,"avlja","min",98.4,"preOrder","pre","rem_imp"
