"level_id","path_id","median","example"
51.1961722488038,23,530.800333,"bst"
11.9617224880383,7,290.487633,"bst"
42.5837320574163,12,517.426333,"bst"
18.1818181818182,19,370.886504,"bst"
48.3253588516746,28,533.240554,"bst"
66.5071770334928,4,619.114124,"bst"
21.5311004784689,23,331.625522,"bst"
86.1244019138756,14,645.895779,"bst"
1.43540669856459,26,254.496997,"bst"
25.3588516746411,20,392.365423,"bst"
48.8038277511962,14,531.48185,"bst"
61.244019138756,4,569.855044,"bst"
68.8995215311005,2,600.053732,"bst"
55.5023923444976,28,543.203408,"bst"
25.8373205741627,26,383.555972,"bst"
47.8468899521531,6,558.695569,"bst"
44.4976076555024,1,492.751328,"bst"
22.9665071770335,3,384.61561,"bst"
85.1674641148325,22,584.514198,"bst"
70.8133971291866,1,518.481463,"bst"
34.9282296650718,1,408.693625,"bst"
70.3349282296651,5,708.016433,"bst"
77.9904306220096,28,670.902242,"bst"
95.2153110047847,7,372.909096,"bst"
70.8133971291866,21,664.940917,"bst"
46.4114832535885,9,608.097983,"bst"
25.3588516746411,15,377.231808,"bst"
7.17703349282297,0,277.084083,"bst"
53.5885167464115,12,504.12289,"bst"
66.0287081339713,11,575.375068,"bst"
98.0861244019139,1,235.654017,"bst"
50.2392344497608,24,532.070152,"bst"
27.2727272727273,25,362.923203,"bst"
52.1531100478469,28,540.174451,"bst"
31.1004784688995,31,378.745647,"bst"
0.478468899521531,0,253.739948,"bst"
36.3636363636364,10,432.583377,"bst"
61.244019138756,3,580.063665,"bst"
27.2727272727273,6,354.913324,"bst"
41.1483253588517,11,474.289077,"bst"
12.4401913875598,17,293.651455,"bst"
78.4688995215311,16,583.709121,"bst"
56.4593301435407,13,669.935945,"bst"
5.74162679425837,17,268.571248,"bst"
86.1244019138756,28,497.754811,"bst"
1.91387559808612,21,254.470713,"bst"
0.956937799043062,6,260.705965,"bst"
34.9282296650718,27,436.895592,"bst"
55.0239234449761,14,668.380395,"bst"
55.5023923444976,30,545.854904,"bst"
17.2248803827751,10,294.36628,"bst"
41.1483253588517,28,466.789875,"bst"
55.5023923444976,12,510.357484,"bst"
80.3827751196172,26,658.271907,"bst"
32.0574162679426,0,407.939136,"bst"
49.2822966507177,14,535.108031,"bst"
27.7511961722488,2,371.727287,"bst"
79.4258373205742,6,713.42749,"bst"
14.8325358851675,31,289.173251,"bst"
34.9282296650718,13,398.831999,"bst"
26.3157894736842,21,371.115056,"bst"
34.4497607655502,19,429.889965,"bst"
83.732057416268,9,514.35462,"bst"
33.9712918660287,22,361.260652,"bst"
34.4497607655502,11,433.721655,"bst"
91.3875598086124,10,434.71977,"bst"
53.5885167464115,24,541.487655,"bst"
81.3397129186603,2,590.21284,"bst"
28.2296650717703,1,382.084277,"bst"
25.8373205741627,23,342.464108,"bst"
20.0956937799043,28,343.056894,"bst"
58.8516746411483,29,685.244672,"bst"
19.1387559808612,8,337.246837,"bst"
58.8516746411483,16,648.847188,"bst"
86.6028708133971,19,519.340144,"bst"
11.4832535885167,30,317.817771,"bst"
66.9856459330144,20,624.786705,"bst"
80.3827751196172,23,542.771573,"bst"
63.6363636363636,14,627.038398,"bst"
58.8516746411483,28,507.379752,"bst"
83.732057416268,12,556.181434,"bst"
11.4832535885167,22,277.111236,"bst"
0.478468899521531,5,256.882423,"bst"
94.7368421052632,23,396.816224,"bst"
89.9521531100478,22,454.733656,"bst"
61.7224880382775,31,524.046583,"bst"
28.7081339712919,25,362.98872,"bst"
43.5406698564593,3,553.635544,"bst"
2.87081339712919,27,258.126736,"bst"
12.4401913875598,31,282.181098,"bst"
81.8181818181818,14,610.117691,"bst"
33.9712918660287,17,405.471213,"bst"
90.9090909090909,18,719.828405,"bst"
60.2870813397129,5,643.722758,"bst"
88.0382775119617,22,502.528763,"bst"
11.0047846889952,0,293.561891,"bst"
68.8995215311005,0,644.775604,"bst"
17.2248803827751,31,303.373582,"bst"
57.8947368421053,5,674.416173,"bst"
98.5645933014354,7,272.667234,"bst"
20.0956937799043,25,326.808944,"bst"
72.2488038277512,9,627.574072,"bst"
54.066985645933,30,524.416445,"bst"
65.5502392344498,5,691.143375,"bst"
85.6459330143541,23,536.787151,"bst"
25.3588516746411,8,395.638314,"bst"
95.6937799043062,25,397.565574,"bst"
3.82775119617225,24,255.535758,"bst"
71.2918660287081,0,677.26083,"bst"
72.7272727272727,17,634.27641,"bst"
92.822966507177,16,410.140948,"bst"
49.2822966507177,12,499.632243,"bst"
22.0095693779904,17,332.942705,"bst"
41.6267942583732,29,532.832333,"bst"
45.4545454545455,7,459.374294,"bst"
9.56937799043062,24,332.778916,"bst"
49.7607655502392,0,575.089365,"bst"
76.0765550239234,1,580.624249,"bst"
99.5215311004785,25,207.591584,"bst"
93.3014354066986,5,748.259487,"bst"
83.2535885167464,23,533.565194,"bst"
92.822966507177,27,437.748799,"bst"
48.3253588516746,16,584.866768,"bst"
60.7655502392344,27,538.926521,"bst"
7.6555023923445,7,270.294974,"bst"
31.578947368421,11,429.429063,"bst"
98.5645933014354,13,340.666309,"bst"
88.5167464114833,17,511.80851,"bst"
20.5741626794258,16,372.278376,"bst"
95.2153110047847,27,399.994603,"bst"
44.0191387559809,19,538.770261,"bst"
60.2870813397129,15,541.838503,"bst"
55.0239234449761,10,588.217779,"bst"
45.4545454545455,17,480.67675,"bst"
71.7703349282297,16,571.209913,"bst"
54.5454545454545,21,576.496012,"bst"
70.3349282296651,11,609.879239,"bst"
29.6650717703349,19,420.960025,"bst"
98.0861244019139,21,339.199647,"bst"
14.8325358851675,15,306.217998,"bst"
90.4306220095694,0,760.803209,"bst"
8.13397129186603,8,285.426194,"bst"
96.6507177033493,23,391.872846,"bst"
9.09090909090909,31,282.073421,"bst"
51.6746411483254,9,648.680321,"bst"
16.2679425837321,21,318.958653,"bst"
28.2296650717703,2,373.886911,"bst"
38.755980861244,3,556.82253,"bst"
3.34928229665072,9,260.168734,"bst"
38.755980861244,6,457.549092,"bst"
89.4736842105263,31,521.66312,"bst"
87.5598086124402,11,438.327291,"bst"
66.9856459330144,29,701.751422,"bst"
99.5215311004785,27,217.035033,"bst"
37.799043062201,30,488.616082,"bst"
46.88995215311,6,550.615087,"bst"
44.4976076555024,3,521.240114,"bst"
63.6363636363636,23,613.092872,"bst"
30.622009569378,31,368.898205,"bst"
28.7081339712919,20,404.74067,"bst"
39.7129186602871,27,434.584958,"bst"
4.78468899521531,5,269.350123,"bst"
73.6842105263158,27,646.287209,"bst"
86.6028708133971,31,593.88959,"bst"
37.799043062201,9,492.319183,"bst"
14.3540669856459,13,295.341141,"bst"
52.1531100478469,4,451.395937,"bst"
62.6794258373206,24,601.911265,"bst"
63.1578947368421,28,580.60932,"bst"
31.1004784688995,12,431.202471,"bst"
76.555023923445,30,509.412428,"bst"
44.4976076555024,2,465.342125,"bst"
9.09090909090909,19,295.411655,"bst"
50.2392344497608,29,606.43389,"bst"
63.6363636363636,7,589.004195,"bst"
42.1052631578947,14,456.38027,"bst"
8.13397129186603,4,270.384431,"bst"
87.5598086124402,14,624.256304,"bst"
69.8564593301435,18,709.018329,"bst"
55.5023923444976,20,518.26991,"bst"
88.9952153110048,15,462.099015,"bst"
24.4019138755981,29,397.986952,"bst"
28.2296650717703,20,405.33427,"bst"
7.6555023923445,23,267.416532,"bst"
74.1626794258373,18,697.461888,"bst"
67.4641148325359,5,680.211663,"bst"
85.1674641148325,6,733.156045,"bst"
20.0956937799043,20,337.345054,"bst"
37.799043062201,7,430.576328,"bst"
55.5023923444976,19,552.512094,"bst"
65.5502392344498,14,632.563711,"bst"
60.7655502392344,28,573.452508,"bst"
94.2583732057416,10,305.563272,"bst"
49.7607655502392,14,537.971111,"bst"
73.2057416267943,21,663.114301,"bst"
43.0622009569378,23,476.244979,"bst"
83.732057416268,13,563.122698,"bst"
45.4545454545455,4,435.944165,"bst"
94.2583732057416,1,329.471269,"bst"
77.511961722488,26,652.73534,"bst"
86.6028708133971,3,525.451995,"bst"
80.8612440191388,14,617.369737,"bst"
40.6698564593301,28,463.32582,"bst"
11.0047846889952,9,288.37123,"bst"
0.478468899521531,25,254.730071,"bst"
31.578947368421,14,362.87917,"bst"
79.9043062200957,16,568.020104,"bst"
27.2727272727273,18,333.273154,"bst"
41.1483253588517,1,450.65101,"bst"
45.4545454545455,19,543.811963,"bst"
93.3014354066986,22,426.289522,"bst"
11.9617224880383,30,320.34019,"bst"
79.4258373205742,28,596.674142,"bst"
88.9952153110048,16,565.647694,"bst"
77.0334928229665,16,584.329547,"bst"
14.3540669856459,21,297.198872,"bst"
