"program_id","permutation_id","path_id","level_id","gradual_median","stress","dynamic_median","framing_median","diff","pdiff","example","classification","completion_percentage","context_name","spec_type","expr_type"
4,5383,21,88,24.081381,32,56.964258,3.420253,-14.13072,-37,"avlja","min",46.1,"preOrder","fold","pred"
4,14193,32,132,26.485148,32,64.8612075,3.881744,-15.391213,-36.8,"avlja","min",69.1,"preOrder","fold","pred"
4,13873,31,163,30.947561,32,78.302704,5.4754195,-15.637152,-33.6,"avlja","min",85.3,"preOrder","fold","pred"
4,13082,29,183,111.6442995,32,269.8921,228.667507,-68.089709,-37.9,"avlja","min",95.8,"right","pred","rem_imp"
4,13535,30,185,71.2020675,32,291.6333605,249.4531245,-108.7962295,-60.4,"avlja","min",96.9,"left","pred","rem_imp"
4,4827,20,186,70.218051,32,278.925761,235.131208,-108.970988,-60.8,"avlja","min",97.4,"left","pred","rem_imp"
4,13091,29,186,41.026393,32,739.855549,694.9874755,-70.651582,-63.3,"avlja","min",97.4,"insert","pre","rem_imp"
4,8262,23,187,111.1491315,32,292.1192915,249.769763,-67.870521,-37.9,"avlja","min",97.9,"right","pred","rem_imp"
4,14303,32,187,71.1537365,32,292.137131,249.436008,-110.622913,-60.9,"avlja","min",97.9,"left","pred","rem_imp"
4,4840,20,188,41.2683945,32,746.2277295,698.1978315,-29.6710105,-41.8,"avlja","min",98.4,"insert","pre","rem_imp"
4,12523,28,188,8.591797,16,61.737423,56.7197525,-12.835427,-59.9,"avlja","min",98.4,"preOrder","pre","rem_imp"
4,12523,28,188,38.8277105,32,736.5428975,698.2579015,-157.9433755,-80.3,"avlja","min",98.4,"preOrder","pre","rem_imp"
4,13922,31,188,6.982023,16,61.7958915,57.3463905,-12.5737865,-64.3,"avlja","min",98.4,"insert","pre","rem_imp"
4,13922,31,188,28.821491,32,738.935876,695.4519915,-184.097706,-86.5,"avlja","min",98.4,"insert","pre","rem_imp"
4,14305,32,188,38.365657,32,744.2234465,693.2260325,-32.7880795,-46.1,"avlja","min",98.4,"insert","pre","rem_imp"
4,9415,24,189,7.1275645,16,62.118015,57.7609435,-12.6998805,-64.1,"avlja","min",99,"insert","pre","rem_imp"
4,9415,24,189,29.1865795,32,742.1359425,693.276475,-182.969875,-86.2,"avlja","min",99,"insert","pre","rem_imp"
4,11124,26,189,58.141321,32,758.176723,711.9218305,-22.9858335,-28.3,"avlja","min",99,"rightRotate","post","rem_imp"
4,13543,30,189,7.1966535,16,61.923083,56.895601,-8.444662,-54,"avlja","min",99,"insert","pre","rem_imp"
4,13543,30,189,29.6128965,32,738.184494,695.200806,-43.0898215,-59.3,"avlja","min",99,"insert","pre","rem_imp"
4,1397,17,190,7.356842,16,61.998631,58.138031,-12.120486,-62.2,"avlja","min",99.5,"insert","pre","rem_imp"
4,1397,17,190,28.6569745,32,736.875002,696.485388,-184.495794,-86.6,"avlja","min",99.5,"insert","pre","rem_imp"
4,8280,23,190,7.3831905,16,61.7668975,58.001252,-12.273077,-62.4,"avlja","min",99.5,"insert","pre","rem_imp"
4,8280,23,190,29.325163,32,740.5071305,699.9836315,-183.5011415,-86.2,"avlja","min",99.5,"insert","pre","rem_imp"
4,11893,27,190,7.3339715,16,61.7144905,57.6648825,-12.409107,-62.9,"avlja","min",99.5,"insert","pre","rem_imp"
4,11893,27,190,28.8420385,32,738.8225255,699.6766015,-184.7480065,-86.5,"avlja","min",99.5,"insert","pre","rem_imp"
4,13103,29,190,26.1802835,32,741.9581405,691.910166,-11.864036,-31.2,"avlja","min",99.5,"rightRotate","pre","rem_imp"
4,13926,31,190,2.038444,32,739.633114,691.0216215,-26.9962265,-93,"avlja","min",99.5,"insert","post","rem_imp"
4,1403,17,191,1.992789,32,743.1925985,691.147988,-26.6641855,-93,"avlja","min",100,"insert","post","rem_imp"
4,2532,18,191,2.002822,32,739.5376565,692.636713,-27.8703695,-93.3,"avlja","min",100,"avlh","pred","rem_imp"
4,3696,19,191,2.028603,32,741.290011,693.767021,-35.921268,-94.7,"avlja","min",100,"right","pred","rem_imp"
4,4859,20,191,2.0669215,32,743.211945,698.0168695,-36.165286,-94.6,"avlja","min",100,"leftRotate","pre","rem_imp"
4,6009,21,191,2.048258,32,740.0921195,689.6582855,-27.934589,-93.2,"avlja","min",100,"avlh","pred","rem_imp"
4,7139,22,191,2.03863,32,744.08678,687.5748255,-35.396714,-94.6,"avlja","min",100,"newNode","pre","rem_imp"
4,8286,23,191,2.083886,32,744.657002,689.328243,-27.241277,-92.9,"avlja","min",100,"insert","post","rem_imp"
4,9427,24,191,1.9944495,32,743.7402945,691.120543,-27.2439085,-93.2,"avlja","min",100,"insert","post","rem_imp"
4,10370,25,191,2.078678,32,740.364279,686.9729145,-35.2278515,-94.4,"avlja","min",100,"rightRotate","pre","rem_imp"
4,11132,26,191,1.913185,16,61.5797315,57.176674,-8.3352975,-81.3,"avlja","min",100,"preOrder","post","rem_imp"
4,11132,26,191,2.023433,32,743.051532,688.7182625,-55.8844305,-96.5,"avlja","min",100,"preOrder","post","rem_imp"
4,11897,27,191,2.2849775,32,738.8708085,687.786737,-26.557061,-92.1,"avlja","min",100,"insert","post","rem_imp"
4,12532,28,191,2.001678,32,745.227452,694.711144,-36.432319,-94.8,"avlja","min",100,"right","pred","rem_imp"
4,13106,29,191,2.0303365,32,736.5282915,691.0062625,-24.149947,-92.2,"avlja","min",100,"leftRotate","post","rem_imp"
4,13547,30,191,2.0039655,32,743.1046465,689.464883,-24.345854,-92.4,"avlja","min",100,"rightRotate","post","rem_imp"
4,14312,32,191,2.0609445,32,742.453972,694.066913,-36.392352,-94.6,"avlja","min",100,"right","pred","rem_imp"
4,13634,31,43,11.4577395,32,12.56176,3.533109,7.788083,212.2,"avlja","max",22.8,"main","inv","pred"
4,13654,31,53,27.1599945,32,28.761697,3.516501,15.3375475,129.7,"avlja","max",28,"preOrder","post","pred"
4,13671,31,62,43.061568,32,45.1390065,3.43831,15.438323,55.9,"avlja","max",32.8,"preOrder","pre","pred"
4,5286,21,72,38.3890765,32,56.8844775,3.545589,25.532787,198.6,"avlja","max",38.1,"avlh","pred","pred"
4,12230,28,90,22.8352795,32,38.910151,3.5260375,11.182076,96,"avlja","max",47.6,"insert","post","pred"
4,8825,24,91,23.569025,32,39.418028,3.533492,11.571422,96.4,"avlja","max",48.1,"insert","post","pred"
4,8837,24,93,31.095942,32,55.600013,3.513378,7.4068745,31.3,"avlja","max",49.2,"preOrder","pre","pred"
4,1964,18,95,28.677841,32,241.615151,217.8441725,17.3516515,153.2,"avlja","max",50.3,"avlh","pred","pred"
