program_id,permutation_id,path_id,level_id,context_name,spec_type,expr_type
4,349,65,1,tree_min_lemma,unfold,pred
4,354,65,2,tree_contains,pre,pred
4,359,65,3,treeRemove,pred,pred
4,365,65,4,tree_max_helper,assert,bool
4,370,65,5,tree_remove_helper,fold,pred
4,375,65,6,tree_remove_lemma_right,fold,pred
4,381,65,7,create_tree_helper,pre,bool
4,387,65,8,tree_remove_helper,post,pred
4,393,65,9,tree_remove,post,pred
4,399,65,10,tree_main_lemma,pre,pred
4,405,65,11,tree_remove_lemma_min,pre,bool
4,411,65,12,create_tree,fold,pred
4,416,65,13,tree_min,fold,pred
4,422,65,14,tree_remove_helper,assert,bool
4,428,65,15,tree_add_helper,unfold,pred
4,434,65,16,create_tree,pre,bool
4,438,65,17,tree_main_lemma,fold,pred
4,444,65,18,tree_min_helper,pre,bool
4,450,65,19,bstRemove,pred,acc
4,456,65,20,tree_max_lemma,unfold,pred
4,462,65,21,tree_min,unfold,pred
4,468,65,22,create_tree_helper,pre,bool
4,473,65,23,tree_main_lemma_bst,pre,pred
4,479,65,24,tree_add,post,pred
4,485,65,25,tree_add,pre,bool
4,491,65,26,treeRemove,pred,rem_imp
4,496,65,27,create_tree,pre,bool
4,504,65,28,tree_remove,unfold,pred
4,510,65,29,bstRemove,pred,bool
4,517,65,30,tree_remove_lemma_right,fold,pred
4,520,65,31,tree_add,pre,pred
4,526,65,32,tree_contains,post,pred
4,532,65,33,bstRemove,pred,bool
4,538,65,34,tree_add_helper,pre,pred
4,544,65,35,tree_remove_lemma_left2,fold,pred
4,550,65,36,tree_max_helper,unfold,pred
4,556,65,37,tree_remove_lemma_max,fold,pred
4,562,65,38,tree_min_lemma,pre,bool
4,564,65,39,tree_contains,fold,pred
4,571,65,40,tree_contains_helper,fold,pred
4,578,65,41,bst,pred,bool
4,583,65,42,tree,pred,pred
4,589,65,43,tree_remove_lemma_left,post,pred
4,595,65,44,tree_remove_lemma_left,pre,pred
4,601,65,45,tree_max,pre,pred
4,607,65,46,tree_max_lemma,post,pred
4,613,65,47,tree_max_helper,pre,pred
4,620,65,48,tree_remove_lemma_left2,fold,pred
4,625,65,49,tree_add_helper,fold,pred
4,630,65,50,tree,pred,rem_imp
4,636,65,51,tree_contains_helper,fold,pred
4,644,65,52,bst,pred,bool
4,648,65,53,tree_remove_lemma_max,pre,bool
4,654,65,54,tree_remove_lemma_left,pre,bool
4,660,65,55,main,inv,bool
4,667,65,56,bstRemove,pred,acc
4,674,65,57,tree_remove_lemma_left2,post,pred
4,680,65,58,tree_remove_lemma_left2,fold,pred
4,686,65,59,tree_min,post,pred
4,692,65,60,tree_remove_helper,fold,pred
4,698,65,61,tree_main_lemma_bst,post,pred
4,705,65,62,bstRemove,pred,bool
4,712,65,63,tree_remove_lemma_left,unfold,pred
4,722,65,64,create_tree,pre,rem_imp
4,728,65,65,tree_max_helper,unfold,pred
4,734,65,66,tree_min_lemma,pre,pred
4,740,65,67,tree_min_helper,assert,bool
4,746,65,68,tree_max,unfold,pred
4,752,65,69,tree_main_lemma,post,pred
4,756,65,70,bst,pred,acc
4,762,65,71,tree_remove_helper,fold,pred
4,768,65,72,main,inv,bool
4,775,65,73,tree_max_lemma,pre,pred
4,781,65,74,tree_remove_lemma,fold,pred
4,787,65,75,tree_min_lemma,post,pred
4,793,65,76,tree_add_helper,post,pred
4,799,65,77,main,inv,bool
4,805,65,78,tree_min_helper,unfold,pred
4,809,65,79,tree_remove_lemma,pre,pred
4,816,65,80,tree_min,post,rem_imp
4,822,65,81,bstRemove,pred,pred
4,828,65,82,tree_add_helper,pre,bool
4,835,65,83,bstRemove,pred,bool
4,840,65,84,tree_min_helper,post,pred
4,846,65,85,tree_remove_lemma_left2,unfold,pred
4,852,65,86,tree_remove_lemma_left,fold,pred
4,858,65,87,tree_add,pre,bool
4,863,65,88,tree_remove,pre,pred
4,869,65,89,bstRemove,pred,pred
4,875,65,90,create_tree_helper,fold,pred
4,879,65,91,tree_min_helper,unfold,pred
4,885,65,92,tree_max_helper,fold,pred
4,891,65,93,tree_min,pre,bool
4,897,65,94,tree_remove_lemma_min,unfold,pred
4,903,65,95,tree_max_helper,pre,bool
4,909,65,96,tree_min_helper,fold,pred
4,915,65,97,tree_remove_lemma_left,fold,pred
4,922,65,98,tree_add_helper,pre,bool
4,927,65,99,tree_add,unfold,pred
4,932,65,100,tree_add_helper,post,rem_imp
4,937,65,101,tree_remove_lemma,post,pred
4,943,65,102,tree_remove_lemma_right,unfold,pred
4,949,65,103,tree_remove_lemma_max,post,pred
4,952,65,104,tree_remove_lemma_left2,pre,bool
4,960,65,105,tree_remove,fold,pred
4,968,65,106,tree_min_helper,post,bool
4,974,65,107,bst,pred,acc
4,978,65,108,tree_remove_lemma_min,post,pred
4,986,65,109,main,inv,bool
4,990,65,110,tree_main_lemma_bst,fold,pred
4,998,65,111,tree_main_lemma_bst,unfold,pred
4,1001,65,112,tree_min_helper,fold,pred
4,1009,65,113,tree_remove_lemma_max,unfold,pred
4,1015,65,114,tree_remove_helper,unfold,pred
4,1021,65,115,tree_min_helper,pre,pred
4,1025,65,116,tree_max_lemma,pre,bool
4,1030,65,117,tree_max_helper,post,bool
4,1036,65,118,tree_min_lemma,fold,pred
4,1039,65,119,tree_remove,pre,rem_imp
4,1045,65,120,tree_min_helper,fold,pred
4,1054,65,121,tree_add,fold,pred
4,1057,65,122,create_tree_helper,fold,pred
4,1063,65,123,bst,pred,pred
4,1070,65,124,tree_contains_helper,unfold,pred
4,1076,65,125,tree_remove_helper,unfold,pred
4,1082,65,126,tree_add,pre,rem_imp
4,1089,65,127,tree_remove_lemma_right,pre,pred
4,1096,65,128,tree_remove_lemma_max,post,rem_imp
4,1101,65,129,tree_max_helper,fold,pred
4,1106,65,130,tree_remove_helper,pre,pred
4,1114,65,131,tree_remove_helper,fold,pred
4,1120,65,132,tree_max_helper,post,pred
4,1125,65,133,tree_contains_helper,post,pred
4,1131,65,134,main,post,bool
4,1137,65,135,main,inv,rem_imp
4,1144,65,136,tree_remove_lemma_right,post,pred
4,1150,65,137,tree_min_helper,fold,pred
4,1154,65,138,tree_contains,unfold,pred
4,1162,65,139,tree_remove_lemma_left,fold,pred
4,1170,65,140,tree_max,pre,bool
4,1175,65,141,create_tree,post,pred
4,1182,65,142,tree_remove,post,rem_imp
4,1188,65,143,tree_max_helper,fold,pred
4,1192,65,144,tree_contains,post,rem_imp
4,1197,65,145,tree_min,pre,pred
4,1206,65,146,tree_remove_lemma_right,fold,pred
4,1215,65,147,tree_min_helper,post,rem_imp
4,1221,65,148,tree_remove_lemma_right,post,rem_imp
4,1224,65,149,tree_remove_lemma_left2,pre,pred
4,1234,65,150,create_tree,post,rem_imp
4,1237,65,151,tree_remove_lemma,unfold,pred
4,1244,65,152,bst,pred,pred
4,1251,65,153,tree_remove_lemma_right,pre,bool
4,1257,65,154,main,inv,rem_imp
4,1263,65,155,create_tree_helper,fold,pred
4,1270,65,156,main,pre,bool
4,1277,65,157,tree_contains_helper,fold,pred
4,1284,65,158,tree_min_lemma,pre,rem_imp
4,1290,65,159,tree_max,fold,pred
4,1296,65,160,bst,pred,acc
4,1300,65,161,tree_remove_lemma_left,post,rem_imp
4,1308,65,162,create_tree_helper,pre,rem_imp
4,1315,65,163,bst,pred,bool
4,1321,65,164,tree_contains_helper,pre,pred
4,1330,65,165,tree_min_lemma,post,rem_imp
4,1336,65,166,tree_remove_helper,fold,pred
4,1341,65,167,tree_contains_helper,post,rem_imp
4,1351,65,168,tree_max,pre,rem_imp
4,1356,65,169,tree_max_helper,fold,pred
4,1359,65,170,bstRemove,pred,acc
4,1366,65,171,tree_add,post,rem_imp
4,1373,65,172,create_tree_helper,post,pred
4,1378,65,173,tree_max_helper,pre,rem_imp
4,1386,65,174,create_tree_helper,post,rem_imp
4,1392,65,175,tree_max,post,pred
4,1398,65,176,tree_remove_lemma,post,rem_imp
4,1403,65,177,tree_remove_lemma_left,pre,rem_imp
4,1409,65,178,tree_main_lemma,unfold,pred
4,1416,65,179,tree_remove_lemma_left2,pre,rem_imp
4,1422,65,180,main,post,rem_imp
4,1428,65,181,tree_main_lemma_bst,post,rem_imp
4,1437,65,182,tree_remove_lemma,pre,rem_imp
4,1443,65,183,tree_remove_lemma_min,fold,pred
4,1447,65,184,bst,pred,rem_imp
4,1457,65,185,tree_min_helper,pre,rem_imp
4,1462,65,186,tree_remove_lemma_max,pre,pred
4,1467,65,187,bstRemove,pred,rem_imp
4,1473,65,188,tree_min,pre,rem_imp
4,1480,65,189,tree_main_lemma,pre,rem_imp
