"program_name","permutation_id","path_id","level_id","conj_type","VCs","percent_specified"
"list",10,81,1,"Eliminated",537,0.9
"list",12,81,2,"Eliminated",537,1.8
"list",13,81,3,"Eliminated",541,2.8
"list",15,81,4,"Eliminated",541,3.7
"list",17,81,5,"Eliminated",541,4.6
"list",19,81,6,"Eliminated",545,5.5
"list",21,81,7,"Eliminated",551,6.4
"list",23,81,8,"Eliminated",572,7.3
"list",24,81,9,"Eliminated",574,8.3
"list",26,81,10,"Eliminated",622,9.2
"list",28,81,11,"Eliminated",625,10.1
"list",30,81,12,"Eliminated",625,11
"list",32,81,13,"Eliminated",636,11.9
"list",34,81,14,"Eliminated",660,12.8
"list",36,81,15,"Eliminated",694,13.8
"list",38,81,16,"Eliminated",698,14.7
"list",40,81,17,"Eliminated",758,15.6
"list",43,81,18,"Eliminated",758,16.5
"list",45,81,19,"Eliminated",762,17.4
"list",47,81,20,"Eliminated",794,18.3
"list",48,81,21,"Eliminated",824,19.3
"list",51,81,22,"Eliminated",653,20.2
"list",53,81,23,"Eliminated",653,21.1
"list",55,81,24,"Eliminated",655,22
"list",57,81,25,"Eliminated",673,22.9
"list",60,81,26,"Eliminated",673,23.9
"list",62,81,27,"Eliminated",702,24.8
"list",65,81,28,"Eliminated",702,25.7
"list",68,81,29,"Eliminated",705,26.6
"list",70,81,30,"Eliminated",715,27.5
"list",73,81,31,"Eliminated",722,28.4
"list",76,81,32,"Eliminated",722,29.4
"list",79,81,33,"Eliminated",726,30.3
"list",83,81,34,"Eliminated",746,31.2
"list",86,81,35,"Eliminated",749,32.1
"list",89,81,36,"Eliminated",758,33
"list",92,81,37,"Eliminated",828,33.9
"list",95,81,38,"Eliminated",846,34.9
"list",99,81,39,"Eliminated",852,35.8
"list",102,81,40,"Eliminated",868,36.7
"list",105,81,41,"Eliminated",919,37.6
"list",108,81,42,"Eliminated",937,38.5
"list",111,81,43,"Eliminated",945,39.4
"list",114,81,44,"Eliminated",945,40.4
"list",116,81,45,"Eliminated",945,41.3
"list",120,81,46,"Eliminated",977,42.2
"list",123,81,47,"Eliminated",977,43.1
"list",126,81,48,"Eliminated",1165,44
"list",131,81,49,"Eliminated",997,45
"list",132,81,50,"Eliminated",998,45.9
"list",137,81,51,"Eliminated",921,46.8
"list",141,81,52,"Eliminated",932,47.7
"list",145,81,53,"Eliminated",934,48.6
"list",150,81,54,"Eliminated",1110,49.5
"list",155,81,55,"Eliminated",1110,50.5
"list",158,81,56,"Eliminated",1114,51.4
"list",162,81,57,"Eliminated",1130,52.3
"list",167,81,58,"Eliminated",1137,53.2
"list",171,81,59,"Eliminated",1141,54.1
"list",175,81,60,"Eliminated",1170,55
"list",178,81,61,"Eliminated",1346,56
"list",183,81,62,"Eliminated",1354,56.9
"list",186,81,63,"Eliminated",1450,57.8
"list",190,81,64,"Eliminated",1452,58.7
"list",194,81,65,"Eliminated",1465,59.6
"list",197,81,66,"Eliminated",1465,60.6
"list",202,81,67,"Eliminated",1467,61.5
"list",204,81,68,"Eliminated",1467,62.4
"list",210,81,69,"Eliminated",1475,63.3
"list",213,81,70,"Eliminated",1519,64.2
"list",217,81,71,"Eliminated",1523,65.1
"list",220,81,72,"Eliminated",1523,66.1
"list",225,81,73,"Eliminated",1587,67
"list",230,81,74,"Eliminated",1775,67.9
"list",233,81,75,"Eliminated",1775,68.8
"list",239,81,76,"Eliminated",1775,69.7
"list",243,81,77,"Eliminated",1782,70.6
"list",247,81,78,"Eliminated",1804,71.6
"list",250,81,79,"Eliminated",1804,72.5
"list",256,81,80,"Eliminated",1808,73.4
"list",260,81,81,"Eliminated",1821,74.3
"list",266,81,82,"Eliminated",1828,75.2
"list",270,81,83,"Eliminated",1840,76.1
"list",275,81,84,"Eliminated",1859,77.1
"list",280,81,85,"Eliminated",1859,78
"list",285,81,86,"Eliminated",1859,78.9
"list",290,81,87,"Eliminated",1894,79.8
"list",297,81,88,"Eliminated",1942,80.7
"list",300,81,89,"Eliminated",1942,81.7
"list",305,81,90,"Eliminated",1944,82.6
"list",310,81,91,"Eliminated",1957,83.5
"list",315,81,92,"Eliminated",1957,84.4
"list",321,81,93,"Eliminated",1957,85.3
"list",328,81,94,"Eliminated",3537,86.2
"list",335,81,95,"Eliminated",3577,87.2
"list",340,81,96,"Eliminated",3577,88.1
"list",343,81,97,"Eliminated",3577,89
"list",348,81,98,"Eliminated",3577,89.9
"list",353,81,99,"Eliminated",3577,90.8
"list",357,81,100,"Eliminated",3593,91.7
"list",362,81,101,"Eliminated",2099,92.7
"list",367,81,102,"Eliminated",2112,93.6
"list",372,81,103,"Eliminated",2112,94.5
"list",375,81,104,"Eliminated",2154,95.4
"list",381,81,105,"Eliminated",2154,96.3
"list",386,81,106,"Eliminated",2154,97.2
"list",391,81,107,"Eliminated",2075,98.2
"list",397,81,108,"Eliminated",2075,99.1
"list",403,81,109,"Eliminated",2075,100
"list",409,82,1,"Eliminated",535,0.9
"list",415,82,2,"Eliminated",535,1.8
"list",421,82,3,"Eliminated",560,2.8
"list",427,82,4,"Eliminated",626,3.7
"list",432,82,5,"Eliminated",626,4.6
"list",439,82,6,"Eliminated",626,5.5
"list",447,82,7,"Eliminated",679,6.4
"list",450,82,8,"Eliminated",679,7.3
"list",457,82,9,"Eliminated",691,8.3
