"","name","stress","mean"
"154","all",52,0.17893503028
"155","all",53,0.177189224946667
"156","all",54,0.175131210946667
"157","all",55,0.177074641613333
"158","all",56,0.175779432946667
"159","all",57,0.17748029428
"160","all",58,0.175927585946667
"161","all",59,0.17699329428
"162","all",60,0.176285460946667
"163","all",61,0.174836863946667
"164","all",62,0.177176655613333
"165","all",63,0.18087080828
"166","all",64,0.17938944728
"167","all",65,0.178002877613333
"168","all",66,0.18420743328
"169","all",67,0.175129780613333
"170","all",68,0.177238974946667
"171","all",69,0.178912252613333
"172","all",70,0.181678474946667
"173","all",71,0.18332758628
"174","all",72,0.18407501628
"175","all",73,0.18692091928
"176","all",74,0.188661752946667
"177","all",75,0.18812582228
"178","all",76,0.183340169613333
"179","all",77,0.182436849946667
"180","all",78,0.19123668328
"181","all",79,0.18887205828
"182","all",80,0.18835216928
"183","all",81,0.187700141613333
"184","all",82,0.188569238613333
"185","all",83,0.191183835946667
"186","all",84,0.195686752946667
"187","all",85,0.188145099613333
"188","all",86,0.189687377946667
"189","all",87,0.194224530613333
"190","all",88,0.19247755828
"191","all",89,0.195416905613333
"192","all",90,0.19064415528
"193","all",91,0.198367863946667
"194","all",92,0.19551368328
"195","all",93,0.198308210946667
"196","all",94,0.19539733628
"197","all",95,0.19707757228
"198","all",96,0.19609935028
"199","all",97,0.20407751628
"200","all",98,0.199651627946667
"201","all",99,0.202756807946667
"202","all",100,0.207950794613333
