id,95th,5th,median,mean,stdev,min,max
8204250050c50445a82010030b5010010a0031928803006072000000000000000,392208217.60,390174306.0,390174306,390207675.6,2016509.98,387058186,392406155
6dbddb77775d7d75dbb7fdbb76ffb75d7febb7dbeddbb7dfeffaffffffbf78ffff,298556021.20,293014656.0,293014656,293122779.8,4232759.85,289126582,299659399
6dac5a77475d7d749f95fdb974bbb64d77eba5dbcd9bb3de8ffaa22f02340000e2,707281203.00,706168134.0,706168134,705256654.4,2337674.25,701938270,707323194
200900410015000885c08050000004094012582188100800f800000000000000,367654419.40,366976193.0,366976193,366851739.6,728972.93,366061109,367736980
6d9d5a7775155570dbb6fdbb36ffb61477e1b7d9cc53a7cea4d982402421002001,665593045.80,662826365.0,662826365,662649516,2815571.36,659047172,665759862
4db4c8664209787598a53c2952ac204470a0b7cb490004db6c3002000000001000,457493670.00,451923361.0,451923361,453341789.6,3060376.31,450850004,458310878
459c5b07704c3971d3b155b940df851d076932112cdbb659cdae80002000080042,429706310.20,427675677.0,427675677,427982086.2,1673264.82,425758213,429748980
4005a001408440010040400444000000220010a00828002c14000000000000000,342563886.80,325108221.0,325108221,328694660.2,10149286.58,321946582,346591451
2c2f092262480970d0802c8056a026545c682111e880821d6eea84004000000003,491470868.20,488478354.0,488478354,488954240.6,1884812.13,487391390,491979556
d8f5937735c7c751ba7f5aa76fbb55537c3b34aadd9b75bef9aa6222000000180,554122095.00,553172398.0,553172398,552809979,1282627.37,551349709,554223217
6cb9d315775d7d65d8b76dbb6675b35c3fab95596ddba657adf0c28098004041c1,522006387.60,519630876.0,519630876,518989714.8,2581331.50,516320595,522543280
6dbd4f77775d7d54d8b755b966ffb5517febb69aaddba5dfcf2aa88c9020060002,634410362.60,632975670.0,632975670,631667920.4,2922114.47,627692448,634642288
2584430515542910103014b1064421014a83020a00482146810a00000000000000,404339573.60,402439729.0,402439729,402903024.4,1174010.32,401629235,404491094
49b4c8664209587598853c2952ac20442080b6cb4900049b6c3002000000000000,407023466.40,402415129.0,402415129,402700935.2,3343413.53,399496947,407875618
40000000000000000400000000000000000000000000000000000000000000,256885128.20,255899145.0,255899145,255883027,999797.09,254311468,257009940
6dbd5b77775d7d75dbb7fdbb76bfbf5d7febb7dbeddbb7dfeffaffffffbe3abf7f,327357374.00,325295718.0,325295718,325775914.8,1182238.78,324709913,327650800
611103503215085518b469b304b796095ec196c0a81a219162e684800000000003,494201340.20,482643299.0,482643299,485080390,6641499.51,480377018,496643786
49b4c8664209587598853c2952ac20442080b6cb490004db6c3002000000000000,409469249.00,407409228.0,407409228,407174306.6,2201315.98,403801599,409820544
44881a66475d61509781c138141b160d322ba558449a93ca068800020200000000,530587301.00,528693250.0,528693250,528693930,1535014.76,527248703,530890515
40895b23675d20159bb760aa16d3923d65aa969bccc390804cf800080000080000,508484894.60,504545133.0,504545133,505442809.6,2505142.60,502569590,508817973
6cb95976775d6154dbb7edb176bbb7cd77c396d3add8b58deffa000a0000100004,593619193.60,593549620.0,593549620,593224819,652523.03,592082674,593628825
6099da75724c28755b357829502da309656936d98d5a149e2cba83040000000002,540425851.40,538498393.0,538498393,538674199.6,1482857.03,536823510,540642714
891b03445d2010989420021643921540aa069b44c2800040b800000000000000,413406805.00,397271665.0,397271665,400170652.8,9688030.75,392887292,416813808
4180004000000003000000042004100c0000000000000040800000000000000,285248478.20,284474608.0,284474608,284023238.8,1178827.93,282482635,285416583
40000000000002000020000000000000020020200100000800080000000000000,268331386.80,265415655.0,265415655,265716502.2,2233714.48,262613304,268797825
6d844a7537580c2488a27cbb0428a71d77e8a5d185da87544a66c2080000000103,476883893.60,475925992.0,475925992,474707303.8,2444715.36,471800577,476982251
6dbd5b77775d7d74dfb7fdbb74fbb74d7feba7dbeddbb7dfeffafbeff7b46248f7,487768341.40,485242202.0,485242202,484824920.4,2866949.62,481468227,487913353
6dbd5b77755d7575dbb6fdbb76ffb61577e1b7d9ecd3a7ceacf9dee22439002011,718877848.80,717433762.0,717433762,716376810.6,2709901.32,712629130,719022876
48001104001c10409b37b800100122047a200010641122800d4000000000000000,376907362.60,373496157.0,373496157,374009684.8,2698588.53,370186563,377139838
800020000200000010000000000000000220000000000830000000000000000,257266429.60,254307038.0,254307038,254558744.6,2250173.06,252004286,257604029
40294b10251975518b17aca362b32f4c5be8939a8d88375ee6da86000000300000,516786507.20,515737553.0,515737553,515161371.6,2010136.61,511915101,516812503
48001004001c10409b33b800100122043a200010641122800d0000000000000000,335062926.20,332579613.0,332579613,333181959.2,1429504.08,331898794,335364249
6dad7b77771d7d74dbb7fdbb72ffb75c57eb33dbeddbb69fef72e7f85601602b48,536573048.20,534459468.0,534459468,534439965.6,1925289.04,532012214,536763632
11100401000001008b44982003204090640004000002010604200000000000000,299817537.00,295472026.0,295472026,296743619.8,2650416.58,294242580,299967281
68accb3767197d719b35edbb3627a7553fa397dbe5d1b71feffa02092000005008,578474639.60,577598395.0,577598395,576905642.8,1632541.98,574990081,578590963
6dbddb77775d7d75dbb7fdab76ffb75d7febb7dbeddbb7dfeffafffeff0f7cffff,264670427.20,263231574.0,263231574,262984683.6,1455227.88,261165605,264951014
80000000000000000000000000400000000000000000000000,255808764.80,254209244.0,254209244,254172815.4,1302392.05,252675027,256177879
1b94902100838254884d9090471000c3061250224c935c1c88000000000000000,369521732.40,364823562.0,364823562,365704283,2803708.60,363502028,370400049
8000000000002000000000000000001040000000002000800000000000000000,260761480.60,259497431.0,259497431,258739910.2,2010506.16,256396903,260948017
611102403211085518b449b204b386091ec116c0881a219060e684000000000002,401221867.40,396640416.0,396640416,398362966.4,2524213.32,396429706,401287143
44145100600010501020400100818010000100010008a008002080000000000000,287617894.00,285215686.0,285215686,285815760.2,1334028.21,284739125,287959741
6c9d5957741d1c75dbb7fdbb72f7374c7faba7dbe57bb797effaa42035bc104082,629918759.20,626323781.0,626323781,626978799.6,2208607.85,624772749,630542183
6dbddb7777557d75dbb7fdbb76ffb75d7febb7dbeddbb7dfeffafff9ff3f7e6fff,293047557.40,291469744.0,291469744,291563747,1256763.84,290178401,293211913
2401041411010481020100046602000002068900c01001000a00000000000000,332353697.00,330284603.0,330284603,330757128.6,1467161.60,329428596,332377612
6cb95b76775d6974dbb7edb176bfb7cd77e397d3add8b58deffa000a0280100104,642929611.40,637073726.0,637073726,638093688.6,3561073.86,635072747,644145522
6dbd5b77775d7d55dbb7fdbb76ffb77d7febb7dbeddbb4d7effabdff9f3c7af7c7,601522909.00,599589325.0,599589325,599075556.6,2322866.05,596015674,601771016
2034794541007d0498a7f0a87241951449c89258a59a160a82fa01000000000002,506036291.60,503273194.0,503273194,503985055.6,1910646.90,501670660,506083890
405092040000000500024001400020408280110a000820826c000000000000000,342566095.60,341093024.0,341093024,341070603.8,1233903.41,339722512,342794327
6db5db7777197d75dba7fdbb52ffb75c7ba8b7dbed9ba7dbeffae638f811683413,629329777.60,626371328.0,626371328,626962573.2,1794739.21,625045818,629865742
69bd5b76775d7d75dbb7fdbb76f7b75d7feba7dbeddbbfdfeffa8f9defbc384cfb,492674102.60,483771180.0,483771180,485839634.8,4976359.94,482157585,494246436
40881a66455d61509781c128141b160d322ba558409a93ca048800000200000000,479798706.00,478617691.0,478617691,478142708.8,1523060.84,476406145,480020304
420c002080104000020010000100000020800001010800000000000000,273507506.40,272675635.0,272675635,272534221.8,827748.38,271504882,273688245
40080a64455d01501381c1280413020d202aa458409812ca048800000000000000,418346389.80,418107188.0,418107188,417965623.6,452060.61,417258326,418356113
6d3d4b7777dd7d75db35fdbb76ffb75d7febb7dbaddbb7dfeffae67e313f18f3c3,530930654.60,528189896.0,528189896,528571916.6,2213741.27,525945186,530996303
40880a66455d61509381c1281413160d322aa558409a93ca048800000000000000,477109248.80,473708127.0,473708127,474745315,1762296.15,473369867,477510843
6db54f3755547d50d03255b946efb5517beb229aa9dba5d78d2a20800020000000,530408151.00,529222500.0,529222500,528586543.4,1729123.59,526666068,530633599
4db4c8664209787598a53c2952ac204470a0b7cb490004db6c3002000000000000,455667160.40,453244094.0,453244094,453722353,1484681.50,452098128,456075494
61395930640c79551b9771ab3267845d7fa8b299cd49959900ae85000000000003,511644231.60,506827649.0,506827649,508270359,2695590.64,506004184,511987925
2dbc5a2677557d6ddb33f99b767fb75c7f8ba7d3eddb375d63f8bb18100020d301,701314221.20,699498891.0,699498891,699496334.2,1592462.18,697678325,701494025
8000000000000000000000000000000000000000000000000000000000000,256050980.20,254279300.0,254279300,253943796,1967351.76,251512640,256243034
6dbddb7737557975dbb7fdbb76ffb65d7fe333dbeddbb7cfeffaffc867371a07a3,578228039.60,577135063.0,577135063,576726441.2,1431915.90,575058548,578374825
800020004200000010100000020040000220040000000830000000000000000,267479518.80,264965559.0,264965559,265113417.6,1979105.73,262603911,267831053
6d2d437776dc7075db3171bb76df365c7d6ab5c22dca909749eaa6040000100103,546404787.60,542874807.0,542874807,543058195,2766990.79,539414596,547170545
65ad4a7777457971d395f5b874eb373d7daa379bc8dba59ec37a46002010080002,626893949.20,600551129.0,600551129,607416380,14278607.86,600218711,632883288
6dbddb77771d7d75dbb7fdbb76ffb75c7bebb7dbeddbb7dbeffaff79fdb578b6d3,604638947.40,603480909.0,603480909,602336881.2,2582544.89,598284903,604903347
d8f5937735c7c751ba7f5aa76db315537c3b340add9b71be71a86220000000100,502063831.00,500553172.0,500553172,500277087.4,1638710.02,497959839,502326544
4d00017414080820028000101045234124400480000084400d4000000000000000,331478382.20,323272336.0,323272336,325199131.2,4592484.98,322198129,333326411
6daf5b77775d7d75d9b7fdbb76ffb75d7febb7dbeddbb7dfeffae77ffdb72efffb,332076910.20,328446676.0,328446676,328318018.4,3159019.41,324441308,332666669
4d10497454084830038020101455334925402488000084410d4000000000000000,354869406.40,352998913.0,352998913,353179956.6,1489879.75,351067883,355110210
6db95b77775d7d75dfb7f9bb76ffb75d7febb7dbe559b7dfeff8a7f7fe365c6439,509353197.20,491460202.0,491460202,496096640.8,9616470.45,489805577,512985173
a95201020020445005402800202118320a800008590043001080000000000000,313265873.40,309637085.0,309637085,310340268,2477350.88,308026377,313490469
4c881a66475d61509781c138541b160d322ba558449a93ca068800020200000000,532327043.40,530171316.0,530171316,530485290.2,1785609.67,528276732,532347323
10000000000000008000000040800000000000000000000000000000,261441931.20,258040318.0,258040318,258967442.2,1911720.15,257450663,261774694
29000025081011081100a002100640024013120400040a221000000000000000,340428153.40,337135894.0,337135894,337904504,2160558.56,335732486,340589829
2daf5b37775d7d75dba7f5bb76fbb55d3febb7dbedd9b7dbeffaa73e763c10cb81,572374361.20,568589897.0,568589897,569240452,2303273.45,567614954,573273488
6dbf5b77775d7d75dbb7fdbb76ffb75d7febb7dbedcbb7deeffae7ffffbe7aff77,390931343.80,388890348.0,388890348,388609825.6,2061841.31,385731598,391331337
200008000000000000001000000001000120800100020000000200000000000000,261783667.20,259992407.0,259992407,259757478,2026439.40,256709689,261961830
400808440451000013010108040302002028a008408810ca048800000000000000,382158279.00,378706879.0,378706879,379391081.8,2248488.66,377284021,382455199
88f5935335c6c6519a6d48a628b205533833340a199160b871a84000000000000,472442296.20,467121021.0,467121021,468492336.8,2856712.28,466617017,473416031
250401041544201010100491020421010083020200082140000800000000000000,309669033.60,307169850.0,307169850,307538487.4,1956924.40,305214670,309757321
41195910640c3955129371283227845d3ba8329985089511002a00000000000000,392990387.60,390753440.0,390753440,391091554.2,1633618.06,388995288,393193574
6dbd5b77775d7d7ddbb7fdbb76ffb75d7febb7dbeddbb7dfeffaffffff3f7effff,225250001.80,222886747.0,222886747,223634541,1391393.09,222453088,225321965
608d5a57541444705bb0edbb32f4320033c1a7018053a7c480d982000420000001,420993857.20,420312169.0,420312169,419665674.4,1448936.94,418064756,421054570
48b9d3112355604550954d29022133583f8b955069d90457a55082800000004000,474471287.00,473235223.0,473235223,473162925.8,1135598.57,471705195,474653198
6dbd5b26255d6835db853432762bb619398387d3e598b6ca8fb692000804005002,611394055.40,610838791.0,610838791,610762130,641913.90,609765446,611457947
a95201020020445005402802202118320a800008590047005080000000000000,339774293.40,330216477.0,330216477,332161994.2,5569661.19,328635413,341995884
64235a77575d5d359835f5b376dd97047fa9859bedcbb5cee7fa07020000000000,652699925.80,647981845.0,647981845,649292294.8,2618625.92,646951891,653184543
2db1c9721355597553b3c43956fea65d7fe332d2addab6caeff882000000100001,597315380.00,594444938.0,594444938,594508691,2310504.74,591556388,597842577
24347b4545007d0598a7f8b872c1951449c892d8ad9a360aaafa01000000000002,550424744.60,548914350.0,548914350,548212419.6,2926923.20,543140254,550649707
6dbc5b77675d7d749fb7fdb974fbb74d77eba5dbcd9bb3dfaffaa36f62346040e7,721071826.20,705996449.0,705996449,707964430.4,9682919.87,701207580,724654187
6da44a7537580c2488a27dbb2428a71d77e8a7d1c5da875c4a66c2080010000103,521723092.00,519806979.0,519806979,518405852.4,3750217.78,513704413,521746889
1402160610043558003020004c8704350a205944578204889000000000000040,346622861.40,341993307.0,341993307,343169016,3113504.24,339757878,346732524
69bd4a26254c6811d2852010562ba61931838681c580b642879680000000000002,439551322.00,438934947.0,438934947,437842035.2,1910622.71,435656594,439676449
6dbd7b67775d7d25dbb7fcbb76fbb71c7feab7dbed9bb7dfeffadfaa9e1c6a3463,524355000.20,521586663.0,521586663,521698457.6,2012026.00,520085672,525017462
6dbd5b77775d7d75dfb7fdbb76fbb75d7febb7dbeddbb7dfeffaffffffbc7effff,227098325.00,225709066.0,225709066,225441526.8,1408319.61,223809260,227388815
290900250854110a1188a0223006401bc0131a8c80370a221000000000000000,415459644.00,407574098.0,407574098,409237159.8,4593106.40,406319786,417395920
6dbd4b7777457975d397f5b876fbb77d7deb37dbccdbb59fef7ac6c86834481002,630050409.40,623980804.0,623980804,624974285.6,3876120.69,621174827,630969376
2034794541007d0498a7f0b87241951449c892d8ad9a360a8afa01000000000002,539972939.00,536541108.0,536541108,536122688.2,3670890.97,531861891,540194234
65bd5b77775c7d759bb7fdbb327fa75d7febb79bed59b79faffeddf446a83e4007,736687167.00,727922775.0,727922775,729979578.6,4884466.43,726140969,738341137
6dbd5a77775d7d75da87f52b36ffa7153febb7dbedd7b75fa9f2a36b5803200443,630894959.60,625683690.0,625683690,624566506.4,5293094.82,619419695,632093413
61b95b76774c7d754ab7fdbb76f5b55d7feba75be4dbbfcfc9ba8698c11c180050,630465509.60,628202696.0,628202696,627348469.6,3089712.15,623286720,630717347
1af5a325500247190b7fd3b56fe86451be91781ed5b848dec7804000000000000,494675250.40,490017748.0,490017748,491606532.4,2768404.84,489325029,494708880
20981855624c206409155829002c81090149064000501086049800000000000000,401281610.00,383079747.0,383079747,386754744.8,10714923.01,379948892,405770063
6cbf4b67734d0974db87fdba76eca75c5feba5d9ed8993dfeffae4347600080807,637681802.60,634680369.0,634680369,635311072.8,2218675.73,632756403,637721585
6dbd5b77755d7d75dbb7fdbb76ffb75d7febb7dbecd3b7dfeefbdfe77ebd72ae31,438184121.40,436587683.0,436587683,436604777.4,1703336.35,433880594,438290297
48011104401c14409b37b802500122047b210010641122800d4000000000000000,376664158.80,374978297.0,374978297,375507701.2,948726.12,374638953,376759199
6dbd5f77775d7d75dbb7fdbb76ffb75d7febb7dbeddbb7df6ffafffffbbf7eeff3,696338067.40,694673287.0,694673287,694622425.2,1433621.63,692730405,696734950
dac5a2277457d6ddb33f89a667f17583f8ba4d3edc9371963f0a3081000008301,556432432.00,553609577.0,553609577,553760109.4,2214517.25,551103992,556817728
6cb95b76775d7975dbb7fdb376bfb7cd77e397dbadd8b58deffa008a0286100104,641095990.80,638339549.0,638339549,639240900,1447467.64,638152821,641315761
69bd5b57775d7d75dbb7fdbb76ff975d7febb7dbeddba7ddeffe9fabbfad34ffd7,447518017.40,444172688.0,444172688,445024932.4,2138292.57,442530418,447708414
48001000001c10409b33b800100120043a200010641122800d0000000000000000,337125404.40,333411996.0,333411996,334295777.2,2157501.23,332377675,337568903
d8f5937735c7c751ba7f5aa76db315537c3b342add9b71be71a86222000000100,504717414.60,502259671.0,502259671,502017353.4,2257841.82,499196693,505232400
6599db75734c7875db357cab507da719656bb6dbcd5a14deeebac7043000000002,582171889.40,579698160.0,579698160,579835036.4,2002149.65,577101052,582541939
693d5b53375d7c75d9b5fdb376f7970d7eebb6cbeddba7dd67fe85803c04000293,704658892.20,698139008.0,698139008,700399445,3723445.81,697080578,704800499
8111201100084100201002000200440000200000000201010000000000000000,283512891.20,280825784.0,280825784,281329931.6,1826705.64,278937828,283827143
29257a56650d75545b97559032f7a30415e1235929c3b68f277001000200000000,573951533.60,570321886.0,570321886,571100607,2670005.53,568019861,573997196
6db94b77760d7d71dfb5f91b76ffb3597febb6daa559b7dfcff0a6606600000010,731545433.20,727796809.0,727796809,727895128.2,3090193.05,724088579,732036032
200002100000000000800000000000000000000000000000000000000,260488452.40,259750610.0,259750610,258565290.2,2493352.75,254552051,260556322
2dbdc9721355597553b3c4b956ffa65d7fe332d3addab6caeff8a6000000100001,631576936.60,614433469.0,614433469,617734971.2,10115483.13,610475489,635364459
4c891114501c1c649b37fc8b520122047ba102506539b2928f5200000000000080,482233318.80,480321273.0,480321273,479934275,2194458.82,477332489,482397301
25357b47675c7d05daa7fcbb76dbb7145bcab3daed9a37cbeafa03a0981c002002,639365230.00,637428108.0,637428108,635656071.4,4338454.81,629117812,639515539
21b94b62774c7d754ab7dd3b76f5a55d7beba75ae4db3fc1c99a04808010000010,555451746.00,553544680.0,553544680,552856995.6,3065487.73,547983196,555506825
248b4a06651d7c60c081c4981603241c34c103c22919318be1ca86000000000001,463097879.80,460692129.0,460692129,460732151.6,2214075.84,457621011,463303032
299d080625404001d2842000520b860831028600c480b002071200000000000000,367632527.20,367106179.0,367106179,366727410.6,1049999.72,365077641,367685220
880ca1767193c619b21c9b2142720552aa3139ba581b71f6d5802000000000000,524534244.80,518438761.0,518438761,519822152.2,4161832.30,515469350,524748020
2d11c940111509755123c40956cc264c7f622282289016caed6882000000100001,461404881.20,456845859.0,456845859,458368536.8,2689045.35,455760957,461492033
40000000000002100020000000000000020020200100000800080000000000000,270012414.80,267415747.0,267415747,268187508.6,1599155.53,266450362,270099036
6dbddb7737557975dbb7fdbb76ffb65d7fe333dbeddbb7ceeffaef8865371a07a3,585291730.60,580931171.0,580931171,581269078.2,3026603.02,578585877,586380604
451c5303604c317191b1409900cf8519032132112c5ba608cd2e80000000000042,353713530.60,349077135.0,349077135,350245520.4,2576623.31,348208915,354347278
188090210083825080499090471000c3040250024c831c1c88000000000000000,352799262.00,352147062.0,352147062,351812959.6,1238179.44,349728109,352854407
6db5db77771d7d75dba7fdbb52ffb75c7ba8b7dbeddbb7dbeffae638f811783693,625790837.20,623138830.0,623138830,623048736.6,2478344.37,619544552,626152566
6dbddb7777597d71db37fdbb76ffb75d7febb7dbeddbb7dfeffafff9e9be4af75f,485588480.20,484963455.0,484963455,484131649.2,1725608.88,482160593,485591552
242f09206200012050002c0056a0025458682110e080821d2eca04000000000000,465288444.80,461406531.0,461406531,461965303.8,3076943.64,457633589,465561043
895b23475d201599b660aa1643921d65aa969bccc290004cb800000000000000,476780607.60,475426564.0,475426564,474688611.6,2068092.59,472168471,476978001
61395910640c3955129371283227845d3ba8329985089511002a00000000000000,392493509.60,391784589.0,391784589,390893796.6,1945587.25,388063261,392515779
6d2d7b77671d7574db9775b372ffb75c57e3335be9cbb68fef7067000600200100,577362570.80,574142109.0,574142109,574333121.4,2705114.70,570793787,577648712
65bddb75735c7875db357dab747fb7196d6bb6dbcd5a95deeebac7043000000003,633871506.60,620307789.0,620307789,624078872.2,8914146.86,615301710,634023235
2db1c9721355597553b3c43956ffa65d7fe332d2addab6caeff882000000100001,607940506.20,597280973.0,597280973,599145532.6,6564483.64,593246416,610421006
1402170610043558003020004c8704350a205944578204889000000000000040,349875580.20,342476458.0,342476458,344146638.6,4289527.99,340168073,350952958
6599db75724c7875db357cab507da719656b36db8d5a149eeebac7043000000002,513415264.00,513132719.0,513132719,512401489.2,1606859.55,509599086,513437709
653d5b37770c79751b9771ab3267845d7fe9b29bcd49b79d2bfecd004208000003,659716828.00,657030346.0,657030346,657015523.8,2571951.59,654344493,659809711
6dbf5b37775d7c75d9b7fdbb76ff97457bebb7d9eddbb5ddecf8fdb939b22068c0,533436767.80,530156366.0,530156366,530580319.6,2302443.70,527659780,534013727
11100400000001008b04182003204000440004000002010604200000000000000,286211830.20,285202829.0,285202829,285018009,1166787.78,283478405,286289002
44015a00140c5c0110250480564100000220010a418a940ac34000000000000000,394897053.40,393055247.0,393055247,392950468.6,1524426.81,391606514,395344061
6db5db7777197d75dba7fdbb52ffb75c7ba8b7dbeddba7dbeffae638f811683493,630579344.00,628253219.0,628253219,627294263.2,2929267.97,624183827,631119434
65bf5b67675d7d74daa5fdba76ffa71d7de937d3e99bb7dfeffad787f0110800a3,582994299.00,569534874.0,569534874,572385027.6,7845713.86,565359500,585265887
6dbd4a26254d6815db852032762bb619318387d1e588b6ca8fb682000000000002,589130512.60,587123203.0,587123203,587320762,1363887.14,586012253,589586669
4414510160081071103040010081801000210011080aa008402080000000000000,302155177.60,301517359.0,301517359,301431526.4,658096.13,300717200,302222126
6c9d5b57741d1c75dbb7fdbb72f7374c7faba7dbe57bb797effaa72035bc1040c2,633605303.00,626339731.0,626339731,628024917.8,4065122.51,624822180,634990311
25357b47675c7d05daa7fcbb76db97145bcab3daad9a374beafa03a0881c000002,609492385.80,606412525.0,606412525,605216788,4013206.65,599817408,610089433
658d487756457970d295511820e1353d5d8a3719c09a059ec33a04000000080000,503932102.20,501511237.0,501511237,501538669.4,1906558.00,499276976,504515416
8000000000800100100001a00001004002000000000000000000000,271240348.60,261717579.0,261717579,264042524.6,5233938.84,260027048,273054962
6dbd5a77775d7d75db97fd3b36ffa7153febb7dbedd7b75fa9f2b76f5803242543,626107342.80,623681114.0,623681114,623879488.2,2149061.64,621778570,626128946
6dbd5b77775d7d75dbb7fdbb767fb75d7febb7dbeddbb7dfeffeffffefbe7e7fbf,292617399.00,289276919.0,289276919,289372502.6,2510305.74,286750089,293372340
2500001008010000021006000040111204000000020000000000000000,292531468.40,291753934.0,291753934,291077052,1535506.18,289218762,292634789
6cbf4b67734d0974db87fdaa76eca75c5ceba5d9ed89935deffae4147600080803,605945913.60,601889486.0,601889486,601300407,3958237.89,596729686,606683883
6dbd5a6677557d7ddbb3f9bb767fb75c7feba7d3eddb375feffafb19123e3ad301,543312632.00,542426702.0,542426702,542458358.6,676298.12,541725951,543471955
6dbd5b67775d6d75dba7bd3376ebb7197fcba7d3eddbb7ceaffeffa07a0420d583,698899708.60,695910590.0,695910590,696120057.2,2395329.15,693232712,699190460
6dbd7b77775d7d65dbb7fdbb76fbb75d7febb7dbeddbb7dfeffaffff9f1c6efceb,351002210.00,344119933.0,344119933,344464511.2,5201418.34,338220474,352402855
2daf5937775c7d75dba7f5bb76fbb55d3febb7dbadd9b7dbeffaa736760c00c381,620830206.80,619093850.0,619093850,619059785.8,1408089.39,617755641,621163939
6dbd4f37575d7d50d83255b966ffb5517feb269aaddba5dfcf2aa8880020060000,619816748.80,612643288.0,612643288,614994429.8,4049025.83,611092315,620139174
d271157775d3d3599a3d52a367fb31971aa87c9c1c2b4c7c21a84210002000102,537009232.60,532666343.0,532666343,534104382.6,2205930.66,532457145,537430598
6db51f37671d2d709937e9b236cfb51d7be024db659bb55e65f8a1822000000001,613590599.60,608195253.0,608195253,608575410.6,3857385.56,604474779,614868973
9000000000000044000100000000100020020001000001800000000000000,278040702.00,277196313.0,277196313,277104967.2,972102.17,275557677,278139217
6dbddb7777597d71dbb7fdbb76ffb75d7febb7dbeddbb7dfeffafff9e9be4affff,324414617.80,322252905.0,322252905,322548886.4,1382051.24,321412116,324869089
6dbd5b66255d6835db853432762bb6193d8387d3e598b6ca8fb696000804005402,631701355.80,630181768.0,630181768,630245284.8,1140962.26,628995783,631999997
280000022100000000040000020200003000040040002000000000000000000000,275486349.40,272498322.0,272498322,272554729,2275502.35,270443042,276098138
6009002200046060029541180000211c400227014000000e830800000000000000,375873290.20,364728631.0,364728631,366731534.6,6698773.48,361893482,378087802
6c8c5a77475d71509785e5b8743bb60d72aba558c49ab3ca0fe882220214000020,683326094.40,680196954.0,680196954,679971487,3195369.90,676549507,683481189
6dbddb77775d7d75dab7fdbb76ffb75d7febb7dbeddbb65feffad79799bf7e53cf,483954479.00,481450405.0,481450405,482065498.2,1603683.47,480342539,484093135
102000000000000000000002000000000000000000000,260542380.20,258761070.0,258761070,258290683,2109847.93,255663884,260771954
65bf5b67675d7d74daa5fdba76ffa71d7de937d3e99bb7dfeffad787f010080083,641032524.80,638921032.0,638921032,639181371.2,1414681.50,637966480,641378226
820424005080000020000003021000010a0000008800006002000000000000000,285106288.40,282067093.0,282067093,282851919.6,1754545.54,281250995,285406043
6d2d4b7776dc7075db3171bb76df365c7f6ab5c22dca909f4bfaa6041000100103,597228225.60,593816397.0,593816397,593923883.2,3055890.84,589366001,597696927
98f5937735c7c751ba7f5aa66db315537c3b340add9b71be71a86220000000100,512063265.40,508537765.0,508537765,509166636.6,2216450.00,507156369,512550406
891a01040100009014000012008014408202080040800040a800000000000000,355273543.00,351055016.0,351055016,351683713.2,2655768.91,349454734,356235922
800420366101421002001021401005102200308a480b10d2d1800000000000000,402920776.00,402613667.0,402613667,402089089.2,1409916.94,399598218,402921833
88f5935335c6c6519a6d48a668b20553383b340a599161b871a84000000000000,482908219.60,479617463.0,479617463,479710539.4,2707590.83,476197869,483388455
1b8090210083825080499090471000c3041250024c931c1c88000000000000000,363716408.60,359994190.0,359994190,360816694.6,2105991.71,359358189,364457810
6dbddb76335559755bb3fdbb76ffa65d7fe333d3eddab6caeffaef0000021a0001,682569181.00,680946667.0,680946667,679856020.4,3283853.08,674470289,682731770
6dbd5a6677557d6ddbb3f9bb767fb75c7feba7d3eddb375deffafb1910363ad301,546266237.80,544196243.0,544196243,542870276.2,3632476.55,537595574,546525172
658d487756457970d295511820e1353d5d823719c09a059ec33a04000000080000,495085919.20,493965261.0,493965261,493971101.4,961968.53,492640207,495358073
6da55b77375c7d65dbb3fdbb76ffb75d77e9b7d3eddbb7deeffee36e9333589117,678869206.80,665344153.0,665344153,668402783.2,7601247.74,663271559,681674374
6cbf5b77735d7d75dbb7fdba76ffb75d5febb7dbed9bb7dfeffaefb5f6b238fc9f,459331910.80,457901542.0,457901542,458011545.8,1190878.25,456295417,459504075
48001000001c104091338800100100003a20001004012280050000000000000000,306558318.00,304769446.0,304769446,304613371.8,1749150.70,302404234,306767273
6dbd5a77775d7d7ddbb3fdbb76ffb75d7febb7dbeddbb7dfeffaff1d7f3f7affdf,399300176.40,396827124.0,396827124,396790243.8,2580606.50,392945018,399414709
24004000001000210002000004c020000020020200100000840080000000000000,285787508.40,284021846.0,284021846,283696193,2271382.14,279966495,286051382
1b94b6231083d354ab5d91b56f5005d7ae3254ae4cb3fc1c98004000000000010,478135404.60,476505911.0,476505911,476119919.6,2063941.26,473945474,478175861
2cb84976775d61549b37e9b176bbb6cd77c396d3ad58b58deffa000a0000100004,584644697.00,583111106.0,583111106,582650192.4,1955695.15,580214623,584784777
6dad7b77771d7574db9775bb72ffb75c57e333dbeddbb68fef7267c84601202b00,539509538.20,539140168.0,539140168,538762617.6,909049.52,537291206,539559260
40b9d311231560455095492802202358378b815068d90057a55082000000004000,444506069.80,444001462.0,444001462,443537206.2,988812.92,442434664,444604306
41ad5b77775d2815dbb769bb76df937d6febb6dbcddbb4c2edfa803e1e18180040,588797354.00,586709987.0,586709987,587090235.8,1273288.50,585955461,589145764
6dbc5b77475d7d749fb7fdb974fbb74d77eba5dbcd9bb3dfaffaa36f62342040e6,702861296.40,698732596.0,698732596,699866437.8,2203570.36,698285715,703435146
