"program_name","level_id","stress","median","measurement_type"
"bst",87,32,5.542607,"gradual"
"bst",88,8,11.0874465,"dynamic"
"bst",88,16,51.8170145,"dynamic"
"bst",88,32,714.7766275,"dynamic"
"bst",88,8,9.4936635,"framing"
"bst",88,16,45.1984725,"framing"
"bst",88,32,653.442368,"framing"
"bst",88,8,2.441284,"gradual"
"bst",88,16,2.764052,"gradual"
"bst",88,32,5.7840485,"gradual"
"bst",89,8,11.366998,"dynamic"
"bst",89,16,52.495927,"dynamic"
"bst",89,32,723.1022945,"dynamic"
"bst",89,8,9.4248715,"framing"
"bst",89,16,45.7738255,"framing"
"bst",89,32,652.082461,"framing"
"bst",89,8,2.420449,"gradual"
"bst",89,16,2.7866475,"gradual"
"bst",89,32,5.266793,"gradual"
"bst",90,8,10.977556,"dynamic"
"bst",90,16,51.7680825,"dynamic"
"bst",90,32,718.803717,"dynamic"
"bst",90,8,9.621053,"framing"
"bst",90,16,45.7210825,"framing"
"bst",90,32,652.882467,"framing"
"bst",90,8,2.385858,"gradual"
"bst",90,16,2.814335,"gradual"
"bst",90,32,5.500347,"gradual"
"bst",91,8,10.990574,"dynamic"
"bst",91,16,52.2576995,"dynamic"
"bst",91,32,716.5461265,"dynamic"
"bst",91,8,9.2572415,"framing"
"bst",91,16,45.5090645,"framing"
"bst",91,32,658.1506,"framing"
"bst",91,8,2.438321,"gradual"
"bst",91,16,2.781444,"gradual"
"bst",91,32,5.3664225,"gradual"
"bst",92,8,11.1837135,"dynamic"
"bst",92,16,51.625646,"dynamic"
"bst",92,32,716.7939885,"dynamic"
"bst",92,8,9.9507295,"framing"
"bst",92,16,45.59357,"framing"
"bst",92,32,658.012886,"framing"
"bst",92,8,2.5335305,"gradual"
"bst",92,16,2.9956265,"gradual"
"bst",92,32,5.8945855,"gradual"
"bst",93,8,11.4561665,"dynamic"
"bst",93,16,51.8983795,"dynamic"
"bst",93,32,715.742486,"dynamic"
"bst",93,8,9.4672735,"framing"
"bst",93,16,45.6536865,"framing"
"bst",93,32,657.134834,"framing"
"bst",93,8,2.5271825,"gradual"
"bst",93,16,2.9595495,"gradual"
"bst",93,32,5.8949665,"gradual"
"bst",94,8,11.042917,"dynamic"
"bst",94,16,51.7639785,"dynamic"
"bst",94,32,719.0613915,"dynamic"
"bst",94,8,9.612012,"framing"
"bst",94,16,44.717308,"framing"
"bst",94,32,650.0527005,"framing"
"bst",94,8,2.441278,"gradual"
"bst",94,16,3.0604685,"gradual"
"bst",94,32,5.671522,"gradual"
"bst",95,8,10.8590985,"dynamic"
"bst",95,16,52.293194,"dynamic"
"bst",95,32,721.485729,"dynamic"
"bst",95,8,9.347184,"framing"
"bst",95,16,44.772366,"framing"
"bst",95,32,650.786559,"framing"
"bst",95,8,2.569997,"gradual"
"bst",95,16,2.9820505,"gradual"
"bst",95,32,5.7267535,"gradual"
"bst",96,8,11.259547,"dynamic"
"bst",96,16,53.12066,"dynamic"
"bst",96,32,723.6288415,"dynamic"
"bst",96,8,10.382964,"framing"
"bst",96,16,46.107775,"framing"
"bst",96,32,651.442678,"framing"
"bst",96,8,2.456772,"gradual"
"bst",96,16,2.9513935,"gradual"
"bst",96,32,5.8708625,"gradual"
"bst",97,8,11.2638745,"dynamic"
"bst",97,16,52.950733,"dynamic"
"bst",97,32,726.8256615,"dynamic"
"bst",97,8,9.8069875,"framing"
"bst",97,16,45.57835,"framing"
"bst",97,32,651.549734,"framing"
"bst",97,8,2.5280745,"gradual"
"bst",97,16,2.9276805,"gradual"
"bst",97,32,5.943639,"gradual"
"bst",98,8,11.735585,"dynamic"
"bst",98,16,52.9876325,"dynamic"
"bst",98,32,723.183436,"dynamic"
"bst",98,8,9.396624,"framing"
"bst",98,16,45.888066,"framing"
"bst",98,32,651.2401845,"framing"
"bst",98,8,2.517847,"gradual"
"bst",98,16,2.8943565,"gradual"
"bst",98,32,5.773018,"gradual"
"bst",99,8,11.315805,"dynamic"
"bst",99,16,53.083323,"dynamic"
"bst",99,32,744.5921285,"dynamic"
"bst",99,8,9.2875965,"framing"
"bst",99,16,45.960778,"framing"
"bst",99,32,661.3600215,"framing"
"bst",99,8,2.497976,"gradual"
"bst",99,16,2.908628,"gradual"
"bst",99,32,6.136849,"gradual"
"bst",100,8,13.379779,"dynamic"
"bst",100,16,55.2924665,"dynamic"
"bst",100,32,763.413557,"dynamic"
"bst",100,8,9.4288495,"framing"
"bst",100,16,45.6904055,"framing"
"bst",100,32,664.6955365,"framing"
"bst",100,8,2.4774965,"gradual"
"bst",100,16,2.928069,"gradual"
"bst",100,32,6.091903,"gradual"
"bst",101,8,11.832492,"dynamic"
"bst",101,16,55.0036195,"dynamic"
"bst",101,32,764.849027,"dynamic"
"bst",101,8,9.885302,"framing"
"bst",101,16,45.4952515,"framing"
"bst",101,32,670.74587,"framing"
"bst",101,8,2.463196,"gradual"
"bst",101,16,2.9921725,"gradual"
"bst",101,32,6.1787165,"gradual"
"bst",102,8,12.7627225,"dynamic"
"bst",102,16,55.41695,"dynamic"
"bst",102,32,768.94722,"dynamic"
"bst",102,8,9.4007265,"framing"
"bst",102,16,45.3273225,"framing"
"bst",102,32,663.9447425,"framing"
"bst",102,8,2.5445405,"gradual"
"bst",102,16,2.8947605,"gradual"
"bst",102,32,5.791388,"gradual"
"bst",103,8,12.17112,"dynamic"
"bst",103,16,55.6456375,"dynamic"
"bst",103,32,763.724754,"dynamic"
"bst",103,8,9.5341735,"framing"
"bst",103,16,45.7848095,"framing"
"bst",103,32,667.7763735,"framing"
"bst",103,8,2.4663,"gradual"
"bst",103,16,2.9634255,"gradual"
"bst",103,32,6.2782075,"gradual"
"bst",104,8,12.7551865,"dynamic"
"bst",104,16,57.697484,"dynamic"
"bst",104,32,784.5275435,"dynamic"
"bst",104,8,9.5120675,"framing"
"bst",104,16,45.7522015,"framing"
"bst",104,32,672.477817,"framing"
"bst",104,8,2.7325595,"gradual"
"bst",104,16,3.53992,"gradual"
"bst",104,32,7.5461785,"gradual"
"bst",105,8,13.0081235,"dynamic"
"bst",105,16,57.7986505,"dynamic"
"bst",105,32,784.1350045,"dynamic"
"bst",105,8,9.4649225,"framing"
"bst",105,16,45.6170995,"framing"
"bst",105,32,671.102809,"framing"
"bst",105,8,2.708991,"gradual"
"bst",105,16,3.504026,"gradual"
"bst",105,32,7.3948595,"gradual"
"bst",106,8,13.310432,"dynamic"
"bst",106,16,58.6561655,"dynamic"
"bst",106,32,786.011814,"dynamic"
"bst",106,8,9.2248565,"framing"
"bst",106,16,45.327102,"framing"
"bst",106,32,671.951997,"framing"
"bst",106,8,2.740875,"gradual"
"bst",106,16,3.411001,"gradual"
"bst",106,32,7.8749505,"gradual"
"bst",107,8,15.1470245,"dynamic"
"bst",107,16,64.543516,"dynamic"
"bst",107,32,842.0783855,"dynamic"
"bst",107,8,11.988218,"framing"
"bst",107,16,55.8423135,"framing"
"bst",107,32,760.8353685,"framing"
"bst",107,8,2.78189,"gradual"
"bst",107,16,3.527435,"gradual"
"bst",107,32,7.608615,"gradual"
"bst",108,8,14.631067,"dynamic"
"bst",108,16,64.7306445,"dynamic"
"bst",108,32,842.4255915,"dynamic"
"bst",108,8,12.0936015,"framing"
"bst",108,16,55.241086,"framing"
"bst",108,32,760.331507,"framing"
"bst",108,8,2.6974315,"gradual"
"bst",108,16,3.4096465,"gradual"
"bst",108,32,7.281805,"gradual"
"bst",109,8,14.7483265,"dynamic"
"bst",109,16,64.7625835,"dynamic"
"bst",109,32,845.3792695,"dynamic"
"bst",109,8,11.9389095,"framing"
"bst",109,16,55.6114395,"framing"
"bst",109,32,759.5531875,"framing"
"bst",109,8,2.840375,"gradual"
"bst",109,16,3.665087,"gradual"
"bst",109,32,8.052478,"gradual"
"bst",110,8,14.9586745,"dynamic"
"bst",110,16,64.8737145,"dynamic"
"bst",110,32,842.396972,"dynamic"
"bst",110,8,12.201071,"framing"
"bst",110,16,55.38351,"framing"
"bst",110,32,761.6249495,"framing"
"bst",110,8,3.15856,"gradual"
"bst",110,16,4.0249895,"gradual"
"bst",110,32,9.0010855,"gradual"
"bst",111,8,14.817367,"dynamic"
"bst",111,16,64.5838825,"dynamic"
"bst",111,32,843.169861,"dynamic"
"bst",111,8,11.98773,"framing"
"bst",111,16,55.7149125,"framing"
"bst",111,32,760.0902575,"framing"
"bst",111,8,2.8803155,"gradual"
"bst",111,16,3.6599265,"gradual"
"bst",111,32,8.542447,"gradual"
"bst",112,8,15.1700815,"dynamic"
"bst",112,16,65.52892,"dynamic"
"bst",112,32,847.994366,"dynamic"
"bst",112,8,11.967697,"framing"
"bst",112,16,55.395503,"framing"
"bst",112,32,763.7490315,"framing"
"bst",112,8,2.911975,"gradual"
"bst",112,16,3.994381,"gradual"
"bst",112,32,8.616764,"gradual"
"bst",113,8,14.89394,"dynamic"
"bst",113,16,65.6649995,"dynamic"
"bst",113,32,852.0615365,"dynamic"
"bst",113,8,11.97151,"framing"
"bst",113,16,55.4968925,"framing"
"bst",113,32,761.8819355,"framing"
"bst",113,8,2.960833,"gradual"
"bst",113,16,3.812328,"gradual"
"bst",113,32,9.070218,"gradual"
"bst",114,8,16.700665,"dynamic"
"bst",114,16,65.776327,"dynamic"
"bst",114,32,843.979561,"dynamic"
"bst",114,8,11.991061,"framing"
"bst",114,16,55.628428,"framing"
"bst",114,32,766.1646355,"framing"
"bst",114,8,2.8769665,"gradual"
"bst",114,16,4.0166515,"gradual"
"bst",114,32,8.756807,"gradual"
"bst",115,8,14.7416865,"dynamic"
"bst",115,16,65.4407205,"dynamic"
"bst",115,32,848.267663,"dynamic"
"bst",115,8,12.023623,"framing"
"bst",115,16,55.4425055,"framing"
"bst",115,32,769.3020385,"framing"
"bst",115,8,2.909794,"gradual"
"bst",115,16,3.882379,"gradual"
"bst",115,32,8.8128595,"gradual"
"bst",116,8,15.522698,"dynamic"
"bst",116,16,66.924079,"dynamic"
"bst",116,32,857.778944,"dynamic"
"bst",116,8,12.005566,"framing"
"bst",116,16,55.684321,"framing"
"bst",116,32,766.422295,"framing"
"bst",116,8,3.2377045,"gradual"
"bst",116,16,4.2027155,"gradual"
"bst",116,32,9.7728485,"gradual"
"bst",117,8,15.247838,"dynamic"
"bst",117,16,67.3121835,"dynamic"
"bst",117,32,858.330674,"dynamic"
"bst",117,8,12.430026,"framing"
"bst",117,16,54.9756025,"framing"
"bst",117,32,764.0246445,"framing"
"bst",117,8,3.1962585,"gradual"
"bst",117,16,4.1881955,"gradual"
"bst",117,32,9.7844635,"gradual"
"bst",118,8,15.341643,"dynamic"
"bst",118,16,66.905091,"dynamic"
"bst",118,32,859.656804,"dynamic"
"bst",118,8,12.2785945,"framing"
"bst",118,16,55.442343,"framing"
"bst",118,32,764.4530385,"framing"
"bst",118,8,3.11986,"gradual"
"bst",118,16,4.2119435,"gradual"
"bst",118,32,9.650664,"gradual"
"bst",119,8,15.5482865,"dynamic"
"bst",119,16,67.0053055,"dynamic"
"bst",119,32,859.877074,"dynamic"
"bst",119,8,11.9627235,"framing"
"bst",119,16,55.2819315,"framing"
"bst",119,32,766.925311,"framing"
"bst",119,8,3.095871,"gradual"
"bst",119,16,3.9483465,"gradual"
"bst",119,32,9.681059,"gradual"
"bst",120,8,15.1928325,"dynamic"
"bst",120,16,66.543702,"dynamic"
"bst",120,32,857.580849,"dynamic"
"bst",120,8,12.1414805,"framing"
"bst",120,16,55.9244855,"framing"
"bst",120,32,764.351197,"framing"
"bst",120,8,2.7081125,"gradual"
"bst",120,16,3.8026515,"gradual"
"bst",120,32,8.407091,"gradual"
"bst",121,8,16.505554,"dynamic"
"bst",121,16,68.694774,"dynamic"
"bst",121,32,872.697429,"dynamic"
"bst",121,8,12.0622665,"framing"
"bst",121,16,55.964699,"framing"
"bst",121,32,767.371992,"framing"
"bst",121,8,2.767472,"gradual"
"bst",121,16,3.9870865,"gradual"
"bst",121,32,8.5036805,"gradual"
"bst",122,8,15.870405,"dynamic"
"bst",122,16,68.5321935,"dynamic"
"bst",122,32,874.2873865,"dynamic"
"bst",122,8,12.139771,"framing"
"bst",122,16,55.6933635,"framing"
"bst",122,32,766.8657285,"framing"
"bst",122,8,2.772878,"gradual"
"bst",122,16,3.8261335,"gradual"
"bst",122,32,8.448596,"gradual"
"bst",123,8,16.104614,"dynamic"
"bst",123,16,68.8018725,"dynamic"
"bst",123,32,879.7179505,"dynamic"
"bst",123,8,12.2318425,"framing"
"bst",123,16,55.3727995,"framing"
"bst",123,32,766.7108205,"framing"
"bst",123,8,2.8180725,"gradual"
"bst",123,16,3.9055975,"gradual"
"bst",123,32,8.311943,"gradual"
"bst",124,8,15.963293,"dynamic"
"bst",124,16,69.2853365,"dynamic"
"bst",124,32,875.569662,"dynamic"
"bst",124,8,12.1480235,"framing"
"bst",124,16,55.776749,"framing"
"bst",124,32,765.996309,"framing"
"bst",124,8,2.7515025,"gradual"
"bst",124,16,3.930449,"gradual"
"bst",124,32,8.354243,"gradual"
"bst",125,8,16.034589,"dynamic"
"bst",125,16,69.299171,"dynamic"
"bst",125,32,871.862931,"dynamic"
"bst",125,8,11.936207,"framing"
"bst",125,16,55.6968035,"framing"
"bst",125,32,763.4313505,"framing"
"bst",125,8,3.401548,"gradual"
"bst",125,16,5.6491905,"gradual"
"bst",125,32,27.317934,"gradual"
"bst",126,8,15.9894535,"dynamic"
"bst",126,16,68.691894,"dynamic"
"bst",126,32,874.3186975,"dynamic"
"bst",126,8,12.345917,"framing"
"bst",126,16,54.9740445,"framing"
"bst",126,32,763.581145,"framing"
"bst",126,8,3.416239,"gradual"
"bst",126,16,5.67246,"gradual"
"bst",126,32,26.948105,"gradual"
"bst",127,8,16.0611335,"dynamic"
"bst",127,16,68.547885,"dynamic"
"bst",127,32,876.7873055,"dynamic"
"bst",127,8,12.182749,"framing"
"bst",127,16,55.5282455,"framing"
"bst",127,32,768.629634,"framing"
"bst",127,8,3.3268625,"gradual"
"bst",127,16,6.0994205,"gradual"
"bst",127,32,26.898779,"gradual"
"bst",128,8,16.1300925,"dynamic"
"bst",128,16,68.7005475,"dynamic"
"bst",128,32,874.069381,"dynamic"
"bst",128,8,12.3940715,"framing"
"bst",128,16,55.8921975,"framing"
"bst",128,32,768.8406845,"framing"
"bst",128,8,3.331345,"gradual"
"bst",128,16,6.0268165,"gradual"
"bst",128,32,26.882122,"gradual"
"bst",129,8,17.8542695,"dynamic"
"bst",129,16,69.054736,"dynamic"
"bst",129,32,877.894569,"dynamic"
"bst",129,8,12.38952,"framing"
"bst",129,16,55.6311215,"framing"
"bst",129,32,764.4120965,"framing"
"bst",129,8,3.305126,"gradual"
"bst",129,16,6.084066,"gradual"
"bst",129,32,27.3948625,"gradual"
"bst",130,8,16.0697375,"dynamic"
"bst",130,16,68.938721,"dynamic"
"bst",130,32,876.742237,"dynamic"
"bst",130,8,11.94084,"framing"
"bst",130,16,55.3487655,"framing"
"bst",130,32,764.0058605,"framing"
"bst",130,8,3.352089,"gradual"
"bst",130,16,5.678615,"gradual"
"bst",130,32,27.2054995,"gradual"
"bst",131,8,16.2067185,"dynamic"
"bst",131,16,68.581025,"dynamic"
"bst",131,32,872.211999,"dynamic"
"bst",131,8,12.5712585,"framing"
"bst",131,16,55.6096405,"framing"
"bst",131,32,765.6301395,"framing"
"bst",131,8,3.3737205,"gradual"
"bst",131,16,5.7346295,"gradual"
"bst",131,32,27.3002715,"gradual"
"bst",132,8,16.0815255,"dynamic"
"bst",132,16,68.3985245,"dynamic"
"bst",132,32,881.606927,"dynamic"
"bst",132,8,12.1672505,"framing"
"bst",132,16,55.3363755,"framing"
"bst",132,32,766.592123,"framing"
"bst",132,8,3.4163015,"gradual"
"bst",132,16,5.6219005,"gradual"
"bst",132,32,26.9048305,"gradual"
"bst",133,8,16.70812,"dynamic"
"bst",133,16,69.455178,"dynamic"
"bst",133,32,901.023688,"dynamic"
"bst",133,8,12.0446065,"framing"
"bst",133,16,55.760407,"framing"
"bst",133,32,785.823852,"framing"
"bst",133,8,3.412986,"gradual"
"bst",133,16,5.9598135,"gradual"
"bst",133,32,26.9723445,"gradual"
"bst",134,8,16.2128715,"dynamic"
"bst",134,16,68.8327465,"dynamic"
"bst",134,32,894.6953215,"dynamic"
"bst",134,8,12.0823085,"framing"
"bst",134,16,55.506624,"framing"
"bst",134,32,784.618059,"framing"
"bst",134,8,3.314346,"gradual"
"bst",134,16,6.00317,"gradual"
"bst",134,32,27.1301235,"gradual"
"bst",135,8,16.270604,"dynamic"
"bst",135,16,69.514493,"dynamic"
"bst",135,32,898.1546885,"dynamic"
"bst",135,8,12.151452,"framing"
"bst",135,16,55.333317,"framing"
"bst",135,32,782.143765,"framing"
"bst",135,8,3.2325155,"gradual"
"bst",135,16,5.817955,"gradual"
"bst",135,32,27.020897,"gradual"
"bst",136,8,16.3417555,"dynamic"
"bst",136,16,69.396001,"dynamic"
"bst",136,32,904.2470605,"dynamic"
"bst",136,8,11.957657,"framing"
"bst",136,16,55.9805065,"framing"
"bst",136,32,793.9066875,"framing"
"bst",136,8,3.444595,"gradual"
"bst",136,16,6.107023,"gradual"
"bst",136,32,27.457345,"gradual"
"bst",137,8,16.2292745,"dynamic"
"bst",137,16,69.4944185,"dynamic"
"bst",137,32,902.1800615,"dynamic"
"bst",137,8,12.0441785,"framing"
"bst",137,16,62.5716105,"framing"
"bst",137,32,787.559505,"framing"
"bst",137,8,3.251405,"gradual"
"bst",137,16,6.186446,"gradual"
"bst",137,32,31.759578,"gradual"
"bst",138,8,16.691635,"dynamic"
"bst",138,16,70.0622685,"dynamic"
"bst",138,32,910.4994425,"dynamic"
"bst",138,8,12.1059085,"framing"
"bst",138,16,55.4651915,"framing"
"bst",138,32,785.206815,"framing"
"bst",138,8,3.387238,"gradual"
"bst",138,16,6.2723375,"gradual"
"bst",138,32,31.39199,"gradual"
"bst",139,8,16.532288,"dynamic"
"bst",139,16,70.4678335,"dynamic"
"bst",139,32,906.869728,"dynamic"
"bst",139,8,12.082897,"framing"
"bst",139,16,55.77692,"framing"
"bst",139,32,790.3564905,"framing"
"bst",139,8,3.477839,"gradual"
"bst",139,16,6.2616625,"gradual"
"bst",139,32,31.854751,"gradual"
"bst",140,8,16.4766405,"dynamic"
"bst",140,16,70.2569535,"dynamic"
"bst",140,32,906.5845615,"dynamic"
"bst",140,8,12.0494965,"framing"
"bst",140,16,55.4275255,"framing"
"bst",140,32,785.9223695,"framing"
"bst",140,8,3.475846,"gradual"
"bst",140,16,6.449278,"gradual"
"bst",140,32,31.6742995,"gradual"
"bst",141,8,17.0497175,"dynamic"
"bst",141,16,69.576943,"dynamic"
"bst",141,32,911.1090245,"dynamic"
"bst",141,8,12.18089,"framing"
"bst",141,16,55.6874325,"framing"
"bst",141,32,783.8077765,"framing"
"bst",141,8,3.3689355,"gradual"
"bst",141,16,6.190685,"gradual"
"bst",141,32,31.438576,"gradual"
"bst",142,8,16.522805,"dynamic"
"bst",142,16,69.5427435,"dynamic"
"bst",142,32,906.6866315,"dynamic"
"bst",142,8,11.9488365,"framing"
"bst",142,16,55.88296,"framing"
"bst",142,32,786.5902275,"framing"
"bst",142,8,3.2883715,"gradual"
"bst",142,16,5.561819,"gradual"
"bst",142,32,26.6026995,"gradual"
"bst",143,8,17.0507175,"dynamic"
"bst",143,16,70.583856,"dynamic"
"bst",143,32,911.092253,"dynamic"
"bst",143,8,12.0824255,"framing"
"bst",143,16,55.814126,"framing"
"bst",143,32,785.499228,"framing"
"bst",143,8,3.2488205,"gradual"
"bst",143,16,5.652666,"gradual"
"bst",143,32,26.9710835,"gradual"
"bst",144,8,16.8025065,"dynamic"
"bst",144,16,69.649648,"dynamic"
"bst",144,32,911.957309,"dynamic"
"bst",144,8,11.8788825,"framing"
"bst",144,16,55.6683995,"framing"
"bst",144,32,788.1856225,"framing"
"bst",144,8,3.259549,"gradual"
"bst",144,16,5.6227215,"gradual"
"bst",144,32,27.687514,"gradual"
"bst",145,8,24.8577525,"dynamic"
"bst",145,16,124.5975065,"dynamic"
"bst",145,32,1866.6182855,"dynamic"
"bst",145,8,20.322796,"framing"
"bst",145,16,108.924041,"framing"
"bst",145,32,1739.6666495,"framing"
"bst",145,8,3.215067,"gradual"
"bst",145,16,5.2866425,"gradual"
"bst",145,32,26.9337515,"gradual"
"bst",146,8,24.7305885,"dynamic"
"bst",146,16,125.9139565,"dynamic"
"bst",146,32,1869.6077755,"dynamic"
"bst",146,8,20.4236285,"framing"
"bst",146,16,108.934093,"framing"
"bst",146,32,1792.14761,"framing"
"bst",146,8,3.233687,"gradual"
"bst",146,16,5.646508,"gradual"
"bst",146,32,27.294307,"gradual"
"bst",147,8,24.977512,"dynamic"
"bst",147,16,125.890066,"dynamic"
"bst",147,32,1845.057345,"dynamic"
"bst",147,8,20.7101485,"framing"
"bst",147,16,109.5402325,"framing"
"bst",147,32,1715.8317405,"framing"
"bst",147,8,3.1208935,"gradual"
"bst",147,16,5.6807355,"gradual"
"bst",147,32,27.0629195,"gradual"
"bst",148,8,25.175237,"dynamic"
"bst",148,16,126.520707,"dynamic"
"bst",148,32,1876.9916595,"dynamic"
"bst",148,8,20.454737,"framing"
"bst",148,16,109.344524,"framing"
"bst",148,32,1755.455875,"framing"
"bst",148,8,3.171049,"gradual"
"bst",148,16,5.3491675,"gradual"
"bst",148,32,26.7383035,"gradual"
"bst",149,8,25.6415555,"dynamic"
"bst",149,16,125.2438655,"dynamic"
"bst",149,32,1885.216156,"dynamic"
"bst",149,8,20.851936,"framing"
"bst",149,16,109.072721,"framing"
"bst",149,32,1820.665133,"framing"
"bst",149,8,3.3331675,"gradual"
"bst",149,16,5.436798,"gradual"
"bst",149,32,26.9488375,"gradual"
"bst",150,8,25.179878,"dynamic"
"bst",150,16,126.0563385,"dynamic"
"bst",150,32,1900.0926355,"dynamic"
"bst",150,8,20.3486705,"framing"
"bst",150,16,111.205007,"framing"
"bst",150,32,1771.507617,"framing"
"bst",150,8,3.519938,"gradual"
"bst",150,16,6.045243,"gradual"
"bst",150,32,27.220427,"gradual"
"bst",151,8,24.677822,"dynamic"
"bst",151,16,125.1450165,"dynamic"
"bst",151,32,1889.196452,"dynamic"
"bst",151,8,20.6151545,"framing"
"bst",151,16,109.864449,"framing"
"bst",151,32,1784.604476,"framing"
"bst",151,8,3.1775205,"gradual"
"bst",151,16,5.5557235,"gradual"
"bst",151,32,27.350307,"gradual"
"bst",152,8,25.1923025,"dynamic"
"bst",152,16,125.159354,"dynamic"
"bst",152,32,1896.329402,"dynamic"
"bst",152,8,20.802634,"framing"
"bst",152,16,109.0996325,"framing"
"bst",152,32,1770.0410475,"framing"
"bst",152,8,3.274924,"gradual"
"bst",152,16,5.4474765,"gradual"
"bst",152,32,27.1093195,"gradual"
"bst",153,8,24.950807,"dynamic"
"bst",153,16,126.7907525,"dynamic"
"bst",153,32,1912.0207605,"dynamic"
"bst",153,8,20.7538045,"framing"
"bst",153,16,108.980337,"framing"
"bst",153,32,1780.2171825,"framing"
"bst",153,8,3.2119835,"gradual"
"bst",153,16,5.45981,"gradual"
"bst",153,32,27.5739125,"gradual"
"bst",154,8,25.2894165,"dynamic"
"bst",154,16,127.308868,"dynamic"
"bst",154,32,1920.81868,"dynamic"
"bst",154,8,20.7195655,"framing"
"bst",154,16,108.5667965,"framing"
"bst",154,32,1762.99765,"framing"
"bst",154,8,3.2043205,"gradual"
"bst",154,16,5.542264,"gradual"
"bst",154,32,27.673908,"gradual"
"bst",155,8,25.816309,"dynamic"
"bst",155,16,126.6238645,"dynamic"
"bst",155,32,1927.7894535,"dynamic"
"bst",155,8,20.430811,"framing"
"bst",155,16,109.1219195,"framing"
"bst",155,32,1781.3486365,"framing"
"bst",155,8,3.2413215,"gradual"
"bst",155,16,5.407907,"gradual"
"bst",155,32,27.941613,"gradual"
"bst",156,8,25.107319,"dynamic"
"bst",156,16,127.5125265,"dynamic"
"bst",156,32,1894.5185485,"dynamic"
"bst",156,8,21.033744,"framing"
"bst",156,16,108.8377525,"framing"
"bst",156,32,1782.2351085,"framing"
"bst",156,8,3.5336295,"gradual"
"bst",156,16,6.0599345,"gradual"
"bst",156,32,30.9677815,"gradual"
"bst",157,8,25.5069555,"dynamic"
"bst",157,16,126.983295,"dynamic"
"bst",157,32,1915.944754,"dynamic"
"bst",157,8,20.663226,"framing"
"bst",157,16,108.8698415,"framing"
"bst",157,32,1827.141895,"framing"
"bst",157,8,3.222116,"gradual"
"bst",157,16,5.4966945,"gradual"
"bst",157,32,27.4847385,"gradual"
"bst",158,8,25.3341245,"dynamic"
"bst",158,16,127.161302,"dynamic"
"bst",158,32,1929.451729,"dynamic"
"bst",158,8,20.402513,"framing"
"bst",158,16,109.766736,"framing"
"bst",158,32,1767.565449,"framing"
"bst",158,8,3.2958105,"gradual"
"bst",158,16,5.7800575,"gradual"
"bst",158,32,27.1986015,"gradual"
"bst",159,8,25.181926,"dynamic"
"bst",159,16,127.19018,"dynamic"
"bst",159,32,1883.595612,"dynamic"
"bst",159,8,20.6005065,"framing"
"bst",159,16,108.9057165,"framing"
"bst",159,32,1761.6631085,"framing"
"bst",159,8,3.2408215,"gradual"
"bst",159,16,5.673014,"gradual"
"bst",159,32,27.3945225,"gradual"
"bst",160,8,25.4779335,"dynamic"
"bst",160,16,127.110432,"dynamic"
"bst",160,32,1922.324888,"dynamic"
"bst",160,8,20.7164135,"framing"
"bst",160,16,108.744495,"framing"
"bst",160,32,1792.3084995,"framing"
"bst",160,8,3.2198965,"gradual"
"bst",160,16,5.4931875,"gradual"
"bst",160,32,27.6636125,"gradual"
"bst",161,8,25.194424,"dynamic"
"bst",161,16,127.0939665,"dynamic"
"bst",161,32,1888.1180855,"dynamic"
"bst",161,8,20.6098555,"framing"
"bst",161,16,109.181956,"framing"
"bst",161,32,1775.430252,"framing"
"bst",161,8,3.2607985,"gradual"
"bst",161,16,5.728071,"gradual"
"bst",161,32,27.724355,"gradual"
"bst",162,8,31.8343185,"dynamic"
"bst",162,16,182.6583335,"dynamic"
"bst",162,32,2705.458423,"dynamic"
"bst",162,8,27.664473,"framing"
"bst",162,16,165.358398,"framing"
"bst",162,32,2594.5334015,"framing"
"bst",162,8,3.312467,"gradual"
"bst",162,16,5.5005555,"gradual"
"bst",162,32,27.764961,"gradual"
"bst",163,8,32.2184725,"dynamic"
"bst",163,16,186.0428245,"dynamic"
"bst",163,32,2724.573723,"dynamic"
"bst",163,8,27.4608,"framing"
"bst",163,16,165.71691,"framing"
"bst",163,32,2581.4658175,"framing"
"bst",163,8,2.965913,"gradual"
"bst",163,16,4.533766,"gradual"
"bst",163,32,18.0153135,"gradual"
"bst",164,8,31.683599,"dynamic"
"bst",164,16,183.353133,"dynamic"
"bst",164,32,2697.782685,"dynamic"
"bst",164,8,27.5631625,"framing"
"bst",164,16,165.67128,"framing"
"bst",164,32,2577.8726215,"framing"
"bst",164,8,2.9515065,"gradual"
"bst",164,16,4.6289195,"gradual"
"bst",164,32,17.8059295,"gradual"
"bst",165,8,32.1260205,"dynamic"
"bst",165,16,182.7803235,"dynamic"
"bst",165,32,2733.8172495,"dynamic"
"bst",165,8,27.631993,"framing"
"bst",165,16,165.7831325,"framing"
"bst",165,32,2583.998591,"framing"
"bst",165,8,2.939738,"gradual"
"bst",165,16,4.5162255,"gradual"
"bst",165,32,20.4158855,"gradual"
"bst",166,8,32.037993,"dynamic"
"bst",166,16,182.3999085,"dynamic"
"bst",166,32,2724.750296,"dynamic"
"bst",166,8,29.712036,"framing"
"bst",166,16,166.513342,"framing"
"bst",166,32,2557.1413615,"framing"
"bst",166,8,3.1008895,"gradual"
"bst",166,16,4.657515,"gradual"
"bst",166,32,20.748267,"gradual"
"bst",167,8,31.673163,"dynamic"
"bst",167,16,183.568396,"dynamic"
