id,stress,iter,95th,5th,median,mean,stdev,min,max
3dbc5b73574d7d74dbb7fdbb56fbb75d7febb6dbadd3b7dfeffaa28dd3901ac332,0,10,2460915.95,1685919.5,1685919.5,1825483.3,405393.26,1653027,2969222
3dbc5b73574d7d74dbb7fdbb56fbb75d7febb6dbadd3b7dfeffaa28dd3901ac332,16,10,1994209.80,1874818.0,1874818,1895771.5,59648.54,1857242,2056137
3dbc5b73774d7d74dbb7fdbb56fbb75d7febb6dbadd3b7dfeffaa2cdd3901ec337,0,10,1864190.85,1761378.5,1761378.5,1766693,70567.78,1687343,1879548
3dbc5b73774d7d74dbb7fdbb56fbb75d7febb6dbadd3b7dfeffaa2cdd3901ec337,16,10,2052631.45,1907879.0,1907879,1926666.8,77073.33,1839454,2058643
3dbd5b77775d7d75dbb7fdbb76fbb75d7febb6dbadd3b7dfeffaa3edfb901ec337,0,10,1814201.25,1700593.5,1700593.5,1713336.7,65293.16,1641906,1847805
3dbd5b77775d7d75dbb7fdbb76fbb75d7febb6dbadd3b7dfeffaa3edfb901ec337,16,10,1991422.70,1877946.0,1877946,1898519.3,58574.89,1839448,2015657
3d3c5b73574d7d74dbb7fdbb56fbb74d7febb6dbadd1b7dfeff2a28dd210004312,0,10,2372673.95,1763710.0,1763710,1866315.2,334927.58,1701693,2808224
3d3c5b73574d7d74dbb7fdbb56fbb74d7febb6dbadd1b7dfeff2a28dd210004312,16,10,1997633.90,1890967.0,1890967,1908491.2,59796.11,1842928,2032715
1c204100430c340080b538895678124d62a0305a0551b4424f40a0000000000000,0,10,1830285.10,1712688.5,1712688.5,1728026.2,63864.66,1657851,1855522
1c204100430c340080b538895678124d62a0305a0551b4424f40a0000000000000,16,10,2061256.05,1914153.5,1914153.5,1932734.5,74180.94,1850233,2094957
3d2c4b53574d7d34dbb7bd9b56f9b34d77ebb2dbadd1b5d7eff2a2888200004002,0,10,1815535.65,1690813.5,1690813.5,1706922.1,62068.04,1652787,1849620
3d2c4b53574d7d34dbb7bd9b56f9b34d77ebb2dbadd1b5d7eff2a2888200004002,16,10,1949289.50,1882462.0,1882462,1889581.2,34941.72,1843019,1974269
c2000004204200080a130000458024120a00040014020000b0080000000000000,0,10,1873618.25,1743658.0,1743658,1755685.8,75795.42,1659569,1930874
c2000004204200080a130000458024120a00040014020000b0080000000000000,16,10,2035520.65,1924698.5,1924698.5,1937311.5,73016.93,1853883,2040787
1c204100430c341082b5b88956f8124d62a0305a2551b5424f42a0000000000000,0,10,1807526.20,1699161.0,1699161,1716053,56213.18,1660358,1839964
1c204100430c341082b5b88956f8124d62a0305a2551b5424f42a0000000000000,16,10,2005165.20,1936929.0,1936929,1932577.7,50904.58,1862130,2008686
1c204100430c341080b538895678124d62a0305a2551b5424f42a0000000000000,0,10,1820190.80,1721336.5,1721336.5,1734628,53719.32,1665351,1839233
1c204100430c341080b538895678124d62a0305a2551b5424f42a0000000000000,16,10,2260635.45,1929928.5,1929928.5,1982536,175048.37,1861297,2460885
1c204100430c300080b130895478124960a03048055020420f40a0000000000000,0,10,1828310.25,1726653.5,1726653.5,1743175.8,54997.89,1677786,1846056
1c204100430c300080b130895478124960a03048055020420f40a0000000000000,16,10,1952463.90,1892395.0,1892395,1899480.7,36850.62,1844623,1960383
7dbd5b77775d7d75dbb7fdbb76ffb75d7febb7dbedd3b7dfeffabffdffb87ee73f,0,10,1829472.40,1666642.0,1666642,1701997.9,71325.65,1660882,1883917
7dbd5b77775d7d75dbb7fdbb76ffb75d7febb7dbedd3b7dfeffabffdffb87ee73f,16,10,1917584.85,1875338.5,1875338.5,1873523,29872.69,1841711,1945272
c2000004204300080b130005478024120a01040015020400b0080000000000000,0,10,1847200.70,1756154.0,1756154,1765660.1,61562.77,1670480,1861472
c2000004204300080b130005478024120a01040015020400b0080000000000000,16,10,1970087.75,1924918.0,1924918,1917242.2,44824.83,1845414,1970855
3d3c5b73574d7d74dbb7fdbb56fbb74d7febb6dbadd1b7dfeff2a28dd210104312,0,10,2282970.55,1723501.5,1723501.5,1816305.5,288237.54,1643800,2615143
3d3c5b73574d7d74dbb7fdbb56fbb74d7febb6dbadd1b7dfeff2a28dd210104312,16,10,1995391.55,1903805.5,1903805.5,1920878.1,48626.61,1857076,2014976
3dbc5b73775d7d74dbb7fdbb56fbb75d7febb6dbadd3b7dfeffaa2cdd3901ec337,0,10,1846579.55,1741401.5,1741401.5,1751043.8,60431.38,1672401,1855121
3dbc5b73775d7d74dbb7fdbb56fbb75d7febb6dbadd3b7dfeffaa2cdd3901ec337,16,10,2385758.75,1912172.5,1912172.5,1988308.9,243550.94,1845877,2658713
1d2c4953570d7c109bb7b99b56f8334d67a9305bad51b5576f72a2080000000000,0,10,1857439.70,1677618.5,1677618.5,1715253.3,81451.73,1647872,1902428
1d2c4953570d7c109bb7b99b56f8334d67a9305bad51b5576f72a2080000000000,16,10,1991381.05,1866124.5,1866124.5,1889579.5,60991.30,1843638,2043721
1c2041004304300080b130895478124960a01048055020420f40a0000000000000,0,10,2373593.35,1753386.5,1753386.5,1851069.3,334889.73,1672465,2784973
1c2041004304300080b130895478124960a01048055020420f40a0000000000000,16,10,1976686.20,1893059.5,1893059.5,1903007.8,48399.09,1851542,2014902
3d2c4b53574d7d34dbb7bd9b56f9b74d77ebb6dbadd1b7dfeff2a288d200004012,0,10,1832166.90,1674151.5,1674151.5,1701371.2,70517.24,1641930,1859940
3d2c4b53574d7d34dbb7bd9b56f9b74d77ebb6dbadd1b7dfeff2a288d200004012,16,10,2397438.45,1881184.0,1881184,1974130.6,276965.68,1839043,2753496
1d2c4953574d7c14dbb7b99b56f9334d77abb0dbad51b557eff2a2080000004002,0,10,1903789.60,1696084.0,1696084,1728682.4,94495.85,1658618,1921264
1d2c4953574d7c14dbb7b99b56f9334d77abb0dbad51b557eff2a2080000004002,16,10,2045632.95,1891123.0,1891123,1917177.3,73114.35,1841793,2046051
1d2c4112570d741093b7b98956f8134d66a1305b2551b5566f72a2080000000000,0,10,2346543.05,1725328.0,1725328,1836383.6,322718.61,1667868,2735492
1d2c4112570d741093b7b98956f8134d66a1305b2551b5566f72a2080000000000,16,10,1968352.75,1890575.5,1890575.5,1905222.6,40729.65,1856197,1985419
82000000000200000000000001800000000000000002000080000000000000000,0,10,1808921.60,1705104.5,1705104.5,1725629.7,55451.15,1658417,1815668
82000000000200000000000001800000000000000002000080000000000000000,16,10,2339221.40,1905278.0,1905278,1973003.3,242254.64,1834170,2653307
c2000004204300080b130085478024160a01040015020420f0080000000000000,0,10,1874270.75,1742820.5,1742820.5,1759701.3,67655.53,1693962,1902002
c2000004204300080b130085478024160a01040015020420f0080000000000000,16,10,1955235.55,1894868.0,1894868,1903300.8,36085.17,1838521,1955668
82000000000200000000000001000000000000000000000080000000000000000,0,10,2322179.05,1710370.0,1710370,1821715.5,307767.96,1680590,2681590
82000000000200000000000001000000000000000000000080000000000000000,16,10,2046012.40,1912652.0,1912652,1930604.2,73140.37,1850242,2054539
1c204102470d341092b5b88956f8124d62a0305a2551b5426f42a0000000000000,0,10,1832786.30,1737003.0,1737003,1741774.7,65320.39,1657732,1836353
1c204102470d341092b5b88956f8124d62a0305a2551b5426f42a0000000000000,16,10,2298241.25,1886845.5,1886845.5,1974863.3,185828.31,1852816,2458304
1d2c4b53574d7c34dbb7b99b56f9b34d77abb0dbadd1b5d7eff2a2888000004002,0,10,1781471.05,1665123.0,1665123,1685536.2,56401.42,1639288,1828087
1d2c4b53574d7c34dbb7b99b56f9b34d77abb0dbadd1b5d7eff2a2888000004002,16,10,2040363.10,1883949.5,1883949.5,1919728.1,71122.02,1861467,2043217
1c204100430c300080b138895678124960a03048055020424f40a0000000000000,0,10,2305055.50,1718975.5,1718975.5,1816623.8,309876.56,1648411,2681791
1c204100430c300080b138895678124960a03048055020424f40a0000000000000,16,10,1968551.35,1898140.5,1898140.5,1907549.9,38883.32,1862045,1970152
7dbd5b77775d7d75dbb7fdbb76fbb75d7febb6dbedd3b7dfeffabffdfb987ec33f,0,10,1835510.30,1723503.0,1723503,1735558.2,68392.16,1646960,1851587
7dbd5b77775d7d75dbb7fdbb76fbb75d7febb6dbedd3b7dfeffabffdfb987ec33f,16,10,2314202.35,1956481.5,1956481.5,1998675.6,202292.08,1839242,2549839
7dbd5b77775d7d75dbb7fdbb76ffb75d7febb7dbedd3b7dfeffafffdffb87ee73f,0,10,1827480.50,1674627.5,1674627.5,1714658.9,70286.89,1644341,1859309
7dbd5b77775d7d75dbb7fdbb76ffb75d7febb7dbedd3b7dfeffafffdffb87ee73f,16,10,1951609.60,1908479.5,1908479.5,1904087.9,39970.22,1828634,1964404
1c204100430d341082b5b88956f8124d62a0305a2551b5426f42a0000000000000,0,10,2184263.45,1704818.5,1704818.5,1802985.5,227775.18,1647751,2411315
1c204100430d341082b5b88956f8124d62a0305a2551b5426f42a0000000000000,16,10,1998037.05,1890250.5,1890250.5,1907289.4,58014.60,1853760,2057937
7dbd5b77775d7d75dbb7fdbb76fbb75d7febb6dbadd3b7dfeffab7fdfb983ec337,0,10,1796064.15,1691586.0,1691586,1707270.3,57281.39,1642832,1804926
7dbd5b77775d7d75dbb7fdbb76fbb75d7febb6dbadd3b7dfeffab7fdfb983ec337,16,10,2281811.70,1901392.5,1901392.5,1980701.6,181942.95,1853598,2458335
82000000000200000000000041802002000000000402000090000000000000000,0,10,1865165.70,1742838.0,1742838,1766348.1,65170.09,1686378,1870077
82000000000200000000000041802002000000000402000090000000000000000,16,10,2036419.40,1950800.0,1950800,1960429.7,48422.51,1900740,2072297
82000000000200000000000041802002000000001402000090000000000000000,0,10,2285108.60,1774208.0,1774208,1859040.4,279904.25,1701745,2641442
82000000000200000000000041802002000000001402000090000000000000000,16,10,2045290.60,1943259.0,1943259,1958540.8,48793.19,1899224,2067697
3d3c5b73574d7d74dbb7fdbb56fbb74d7febb6dbadd3b7dfeff2a28dd290104312,0,10,1814047.70,1712275.0,1712275,1718288.6,63387.19,1650741,1862870
3d3c5b73574d7d74dbb7fdbb56fbb74d7febb6dbadd3b7dfeff2a28dd290104312,16,10,2029725.65,1874272.5,1874272.5,1909467.1,73676.63,1847575,2081207
c20000000042000800130000458020120a00040014020000b0000000000000000,0,10,1891016.30,1721993.5,1721993.5,1744638.5,84026.55,1667622,1924049
c20000000042000800130000458020120a00040014020000b0000000000000000,16,10,1970615.70,1910388.5,1910388.5,1921733,31925.40,1883423,1977579
